subject,datestamp,timestamp,version,role,opType,opChoice,choice,payoffSubj1,payoffSubj2,payoffOpp1,payoffOpp2,rt,score,globalRound,matchRound,id
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:18:08,lit5,0,0,1,1,2,-5,-2,-1,8808,97,1,1,5408
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:18:57,lit5,0,0,0,0,2,0,0,0,2968,99,2,2,5410
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:19:05,lit5,0,0,1,1,2,-5,-2,-1,1936,96,3,3,5411
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:19:15,lit5,0,0,1,1,2,-5,-2,-1,3492,93,4,4,5412
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:19:21,lit5,0,0,0,0,2,0,0,0,976,95,5,5,5413
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:19:30,lit5,1,0,1,0,-2,0,2,0,1122,93,6,1,5414
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:19:39,lit5,1,0,1,1,-2,-1,2,-5,952,90,7,2,5415
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:19:47,lit5,1,0,1,0,-2,0,2,0,755,88,8,3,5416
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:19:54,lit5,1,0,1,1,-2,-1,2,-5,770,85,9,4,5417
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:20:00,lit5,1,0,1,0,-2,0,2,0,821,83,10,5,5418
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:20:10,lit5,1,0,1,0,-2,0,2,0,3835,81,11,6,5419
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:20:16,lit5,0,0,0,0,-2,0,0,0,979,79,12,1,5420
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:20:23,lit5,0,0,1,1,2,-5,-2,-1,863,76,13,2,5421
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:20:29,lit5,0,0,0,0,2,0,0,0,896,78,14,3,5422
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:20:35,lit5,0,0,0,0,2,0,0,0,695,80,15,4,5423
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:20:42,lit5,0,0,0,0,2,0,0,0,1384,82,16,5,5424
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:20:48,lit5,0,0,1,1,2,-5,-2,-1,693,79,17,6,5425
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:20:58,lit5,0,1,1,1,2,-5,-2,-1,882,76,18,1,5426
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:21:04,lit5,0,1,0,0,2,0,0,0,815,78,19,2,5427
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:21:13,lit5,0,1,0,0,2,0,0,0,3416,80,20,3,5428
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:21:20,lit5,0,1,0,0,2,0,0,0,880,82,21,4,5429
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:21:26,lit5,0,1,0,0,2,0,0,0,935,84,22,5,5430
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:21:36,lit5,0,1,0,0,2,0,0,0,1894,86,23,6,5431
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:22:05,lit5,1,0,1,1,-2,-1,2,-5,4362,83,24,1,5432
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:22:12,lit5,1,0,1,0,-2,0,2,0,938,81,25,2,5433
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:22:18,lit5,1,0,1,0,-2,0,2,0,666,79,26,3,5434
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:22:28,lit5,1,0,1,0,-2,0,2,0,4268,77,27,4,5435
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:22:34,lit5,1,0,1,1,-2,-1,2,-5,682,74,28,5,5436
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:22:41,lit5,1,0,1,1,-2,-1,2,-5,1114,71,29,6,5437
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:22:47,lit5,1,0,1,1,-2,-1,2,-5,810,68,30,7,5438
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:22:55,lit5,1,0,1,1,-2,-1,2,-5,2186,65,31,8,5439
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:23:04,lit5,1,1,1,0,-2,0,2,0,930,63,32,1,5440
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:24:25,lit5,1,1,1,0,-2,0,2,0,1200,61,33,2,5441
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:24:34,lit5,1,1,1,1,-2,-1,2,-5,717,58,34,3,5442
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:24:53,lit5,1,1,0,0,0,0,0,0,7050,58,35,4,5443
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:24:59,lit5,1,1,0,0,0,0,0,0,762,58,36,5,5444
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:25:09,lit5,1,1,0,0,0,0,0,0,4308,58,37,6,5445
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:25:17,lit5,1,1,0,0,0,0,0,0,1082,58,38,7,5446
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:25:24,lit5,0,1,1,1,2,-5,-2,-1,1196,55,39,1,5447
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:25:32,lit5,0,1,0,1,2,0,-2,0,1047,57,40,2,5448
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:25:39,lit5,0,1,0,1,2,0,-2,0,1160,59,41,3,5449
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:25:46,lit5,0,1,0,1,2,0,-2,0,1267,61,42,4,5450
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:25:52,lit5,0,1,0,1,2,0,-2,0,776,63,43,5,5451
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:26:00,lit5,1,1,1,1,-2,-1,2,-5,1114,60,44,1,5452
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:26:07,lit5,1,1,0,0,0,0,0,0,1034,60,45,2,5453
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:26:13,lit5,1,1,0,0,0,0,0,0,1314,60,46,3,5454
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:26:24,lit5,1,1,0,0,0,0,0,0,5442,60,47,4,5455
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:26:30,lit5,1,1,0,0,0,0,0,0,738,60,48,5,5456
  A2A8HRBDYBV6XJ_lit3,4/18/15,22:26:37,lit5,1,1,0,0,0,0,0,0,2170,60,49,6,5457
  A2UNQAI5MDCKYG_lit3,4/18/15,21:11:29,lit5,0,1,0,0,0,0,0,0,11887,100,1,1,2811
  A2UNQAI5MDCKYG_lit3,4/18/15,21:11:44,lit5,0,1,0,0,0,0,0,0,6038,100,2,2,2868
  A2UNQAI5MDCKYG_lit3,4/18/15,21:11:55,lit5,0,1,0,0,0,0,0,0,4897,100,3,3,2906
  A2UNQAI5MDCKYG_lit3,4/18/15,21:12:04,lit5,0,1,0,0,0,0,0,0,2474,100,4,4,2943
  A2UNQAI5MDCKYG_lit3,4/18/15,21:12:14,lit5,0,1,0,0,0,0,0,0,2954,100,5,5,2990
  A2UNQAI5MDCKYG_lit3,4/18/15,21:12:44,lit5,1,0,1,0,-2,0,2,0,6489,98,6,1,3125
  A2UNQAI5MDCKYG_lit3,4/18/15,21:12:58,lit5,1,0,1,0,-2,0,2,0,6760,96,7,2,3193
  A2UNQAI5MDCKYG_lit3,4/18/15,21:13:11,lit5,1,0,1,0,-2,0,2,0,5628,94,8,3,3253
  A2UNQAI5MDCKYG_lit3,4/18/15,21:13:19,lit5,1,0,1,0,-2,0,2,0,2093,92,9,4,3299
  A2UNQAI5MDCKYG_lit3,4/18/15,21:13:30,lit5,1,0,1,0,-2,0,2,0,3404,90,10,5,3351
  A2UNQAI5MDCKYG_lit3,4/18/15,21:13:40,lit5,1,0,1,0,-2,0,2,0,2734,88,11,6,3395
  A2UNQAI5MDCKYG_lit3,4/18/15,21:13:50,lit5,1,0,1,0,-2,0,2,0,2674,86,12,7,3447
  A2UNQAI5MDCKYG_lit3,4/18/15,21:14:00,lit5,1,0,1,0,-2,0,2,0,3185,84,13,8,3495
  A2UNQAI5MDCKYG_lit3,4/18/15,21:14:18,lit5,1,1,1,0,-2,0,2,0,2804,82,14,1,3580
  A2UNQAI5MDCKYG_lit3,4/18/15,21:14:30,lit5,1,1,1,0,-2,0,2,0,4796,80,15,2,3633
  A2UNQAI5MDCKYG_lit3,4/18/15,21:14:41,lit5,1,1,1,0,-2,0,2,0,4246,78,16,3,3687
  A2UNQAI5MDCKYG_lit3,4/18/15,21:14:52,lit5,1,1,1,0,-2,0,2,0,4206,76,17,4,3728
  A2UNQAI5MDCKYG_lit3,4/18/15,21:15:01,lit5,1,1,1,0,-2,0,2,0,2634,74,18,5,3769
  A2UNQAI5MDCKYG_lit3,4/18/15,21:15:13,lit5,1,1,1,1,-2,-1,2,-5,3836,71,19,6,3823
  A2UNQAI5MDCKYG_lit3,4/18/15,21:15:30,lit5,0,0,0,0,-2,0,0,0,4807,69,20,1,3887
  A2UNQAI5MDCKYG_lit3,4/18/15,21:15:40,lit5,0,0,0,0,-2,0,0,0,2994,67,21,2,3928
  A2UNQAI5MDCKYG_lit3,4/18/15,21:15:51,lit5,0,0,0,0,-2,0,0,0,3375,65,22,3,3970
  A2UNQAI5MDCKYG_lit3,4/18/15,21:16:00,lit5,0,0,0,0,-2,0,0,0,3125,63,23,4,4009
  A2UNQAI5MDCKYG_lit3,4/18/15,21:16:10,lit5,0,0,0,0,-2,0,0,0,3004,61,24,5,4046
  A2UNQAI5MDCKYG_lit3,4/18/15,21:16:19,lit5,0,0,0,0,-2,0,0,0,3124,59,25,6,4082
  A2UNQAI5MDCKYG_lit3,4/18/15,21:16:38,lit5,0,0,0,0,-2,0,0,0,5668,57,26,1,4145
  A2UNQAI5MDCKYG_lit3,4/18/15,21:16:50,lit5,0,0,0,0,-2,0,0,0,5398,55,27,2,4180
  A2UNQAI5MDCKYG_lit3,4/18/15,21:16:59,lit5,0,0,0,0,-2,0,0,0,2293,53,28,3,4205
  A2UNQAI5MDCKYG_lit3,4/18/15,21:17:08,lit5,0,0,0,0,-2,0,0,0,2374,51,29,4,4234
  A2UNQAI5MDCKYG_lit3,4/18/15,21:17:17,lit5,0,0,0,0,-2,0,0,0,1533,49,30,5,4263
  A2UNQAI5MDCKYG_lit3,4/18/15,21:17:33,lit5,0,0,0,0,-2,0,0,0,1509,47,31,6,4310
  A2UNQAI5MDCKYG_lit3,4/18/15,21:17:46,lit5,0,0,0,0,-2,0,0,0,5888,45,32,7,4345
  A2UNQAI5MDCKYG_lit3,4/18/15,21:17:56,lit5,0,0,0,0,-2,0,0,0,2964,43,33,8,4362
  A2UNQAI5MDCKYG_lit3,4/18/15,21:18:19,lit5,1,0,1,0,-2,0,2,0,5748,41,34,1,4414
  A2UNQAI5MDCKYG_lit3,4/18/15,21:18:34,lit5,1,0,1,0,-2,0,2,0,5879,39,35,2,4439
  A2UNQAI5MDCKYG_lit3,4/18/15,21:18:42,lit5,1,0,1,0,-2,0,2,0,2604,37,36,3,4453
  A2UNQAI5MDCKYG_lit3,4/18/15,21:18:54,lit5,1,0,1,0,-2,0,2,0,4436,35,37,4,4473
  A2UNQAI5MDCKYG_lit3,4/18/15,21:19:07,lit5,0,1,0,0,-2,0,0,0,3996,33,38,1,4493
  A2UNQAI5MDCKYG_lit3,4/18/15,21:19:15,lit5,0,1,0,0,-2,0,0,0,1262,31,39,2,4507
  A2UNQAI5MDCKYG_lit3,4/18/15,21:19:25,lit5,0,1,0,0,-2,0,0,0,2935,29,40,3,4519
  A2UNQAI5MDCKYG_lit3,4/18/15,21:19:33,lit5,0,1,0,0,-2,0,0,0,2393,27,41,4,4530
  A2UNQAI5MDCKYG_lit3,4/18/15,21:19:45,lit5,0,1,0,0,-2,0,0,0,3114,25,42,5,4551
  A2UNQAI5MDCKYG_lit3,4/18/15,21:19:54,lit5,0,1,0,0,-2,0,0,0,2454,23,43,6,4562
  A2UNQAI5MDCKYG_lit3,4/18/15,21:20:03,lit5,0,1,0,0,-2,0,0,0,2975,21,44,7,4573
  A2UNQAI5MDCKYG_lit3,4/18/15,21:20:22,lit5,1,1,1,0,-2,0,2,0,4256,19,45,1,4590
  A2UNQAI5MDCKYG_lit3,4/18/15,21:20:30,lit5,1,1,1,0,-2,0,2,0,1613,17,46,2,4598
  A2UNQAI5MDCKYG_lit3,4/18/15,21:20:40,lit5,1,1,1,0,-2,0,2,0,3184,15,47,3,4609
  A2UNQAI5MDCKYG_lit3,4/18/15,21:20:52,lit5,1,1,1,0,-2,0,2,0,4176,13,48,4,4618
A1188ZFLVWBRRW_lit3,4/18/15,21:50:14,lit5,0,1,1,1,2,-5,-2,-1,9534,97,1,1,5031
A1188ZFLVWBRRW_lit3,4/18/15,21:50:32,lit5,0,1,0,0,2,0,0,0,8806,99,2,2,5032
A1188ZFLVWBRRW_lit3,4/18/15,21:50:41,lit5,0,1,0,0,2,0,0,0,2211,101,3,3,5033
A1188ZFLVWBRRW_lit3,4/18/15,21:50:49,lit5,0,1,0,0,2,0,0,0,2287,103,4,4,5034
A1188ZFLVWBRRW_lit3,4/18/15,21:50:57,lit5,0,1,0,0,2,0,0,0,2278,105,5,5,5035
A1188ZFLVWBRRW_lit3,4/18/15,21:51:04,lit5,0,1,0,0,2,0,0,0,1409,107,6,6,5036
A1188ZFLVWBRRW_lit3,4/18/15,21:51:10,lit5,0,1,0,0,2,0,0,0,1121,109,7,7,5037
A1188ZFLVWBRRW_lit3,4/18/15,21:51:30,lit5,1,1,1,1,-2,-1,2,-5,2477,106,8,1,5039
A1188ZFLVWBRRW_lit3,4/18/15,21:51:36,lit5,1,1,0,0,0,0,0,0,1275,106,9,2,5040
A1188ZFLVWBRRW_lit3,4/18/15,21:51:42,lit5,1,1,0,0,0,0,0,0,1114,106,10,3,5042
A1188ZFLVWBRRW_lit3,4/18/15,21:51:51,lit5,1,1,1,0,-2,0,2,0,1066,104,11,1,5043
A1188ZFLVWBRRW_lit3,4/18/15,21:51:59,lit5,1,1,1,1,-2,-1,2,-5,1111,101,12,2,5045
A1188ZFLVWBRRW_lit3,4/18/15,21:52:06,lit5,1,1,0,0,0,0,0,0,1470,101,13,3,5047
A1188ZFLVWBRRW_lit3,4/18/15,21:52:14,lit5,1,1,0,0,0,0,0,0,2735,101,14,4,5049
A1188ZFLVWBRRW_lit3,4/18/15,21:52:20,lit5,1,1,0,0,0,0,0,0,729,101,15,5,5050
A1188ZFLVWBRRW_lit3,4/18/15,21:52:28,lit5,0,1,0,0,0,0,0,0,2053,101,16,1,5051
A1188ZFLVWBRRW_lit3,4/18/15,21:52:35,lit5,0,1,0,0,0,0,0,0,1404,101,17,2,5053
A1188ZFLVWBRRW_lit3,4/18/15,21:52:40,lit5,0,1,0,0,0,0,0,0,731,101,18,3,5054
A1188ZFLVWBRRW_lit3,4/18/15,21:52:51,lit5,1,0,1,1,-2,-1,2,-5,857,98,19,1,5057
A1188ZFLVWBRRW_lit3,4/18/15,21:53:05,lit5,1,0,1,1,-2,-1,2,-5,4803,95,20,2,5060
A1188ZFLVWBRRW_lit3,4/18/15,21:53:12,lit5,1,0,1,1,-2,-1,2,-5,758,92,21,3,5061
A1188ZFLVWBRRW_lit3,4/18/15,21:53:18,lit5,1,0,1,1,-2,-1,2,-5,625,89,22,4,5063
A1188ZFLVWBRRW_lit3,4/18/15,21:53:24,lit5,1,0,1,1,-2,-1,2,-5,1019,86,23,5,5066
A1188ZFLVWBRRW_lit3,4/18/15,21:53:31,lit5,0,0,0,0,-2,0,0,0,1625,84,24,1,5067
A1188ZFLVWBRRW_lit3,4/18/15,21:53:37,lit5,0,0,0,0,-2,0,0,0,724,82,25,2,5070
A1188ZFLVWBRRW_lit3,4/18/15,21:53:42,lit5,0,0,0,0,-2,0,0,0,754,80,26,3,5072
A1188ZFLVWBRRW_lit3,4/18/15,21:53:49,lit5,0,0,0,0,-2,0,0,0,1191,78,27,4,5075
A1188ZFLVWBRRW_lit3,4/18/15,21:54:06,lit5,1,0,1,1,-2,-1,2,-5,860,75,28,1,5081
A1188ZFLVWBRRW_lit3,4/18/15,21:54:13,lit5,1,0,1,1,-2,-1,2,-5,992,72,29,2,5083
A1188ZFLVWBRRW_lit3,4/18/15,21:54:25,lit5,1,0,1,1,-2,-1,2,-5,1820,69,30,3,5086
A1188ZFLVWBRRW_lit3,4/18/15,21:54:32,lit5,1,0,1,1,-2,-1,2,-5,1048,66,31,4,5090
A1188ZFLVWBRRW_lit3,4/18/15,21:54:38,lit5,0,0,0,0,-2,0,0,0,859,64,32,1,5093
A1188ZFLVWBRRW_lit3,4/18/15,21:54:45,lit5,0,0,0,0,-2,0,0,0,1032,62,33,2,5095
A1188ZFLVWBRRW_lit3,4/18/15,21:54:53,lit5,0,0,0,0,-2,0,0,0,804,60,34,3,5098
A1188ZFLVWBRRW_lit3,4/18/15,21:54:59,lit5,0,0,0,0,-2,0,0,0,721,58,35,4,5101
A138CW0E10XK58_lit3,4/18/15,21:11:34,lit5,1,1,1,0,-2,0,2,0,24687,98,1,1,2832
A138CW0E10XK58_lit3,4/18/15,21:11:50,lit5,1,1,1,0,-2,0,2,0,7418,96,2,2,2890
A138CW0E10XK58_lit3,4/18/15,21:12:01,lit5,1,1,1,1,-2,-1,2,-5,1834,93,3,3,2929
A138CW0E10XK58_lit3,4/18/15,21:12:12,lit5,1,1,0,1,0,-1,0,-5,2370,92,4,4,2977
A138CW0E10XK58_lit3,4/18/15,21:12:23,lit5,1,1,0,0,0,0,0,0,2450,92,5,5,3027
A138CW0E10XK58_lit3,4/18/15,21:12:34,lit5,1,1,0,0,0,0,0,0,3082,92,6,6,3079
A138CW0E10XK58_lit3,4/18/15,21:12:43,lit5,1,1,0,0,0,0,0,0,1554,92,7,7,3123
A138CW0E10XK58_lit3,4/18/15,21:13:09,lit5,0,1,1,1,2,-5,-2,-1,10908,89,8,1,3247
A138CW0E10XK58_lit3,4/18/15,21:13:24,lit5,0,1,0,0,2,0,0,0,3927,91,9,2,3323
A138CW0E10XK58_lit3,4/18/15,21:13:34,lit5,0,1,0,0,2,0,0,0,2816,93,10,3,3370
A138CW0E10XK58_lit3,4/18/15,21:13:43,lit5,0,1,0,0,2,0,0,0,2128,95,11,4,3412
A138CW0E10XK58_lit3,4/18/15,21:14:03,lit5,1,0,1,0,-2,0,2,0,4194,93,12,1,3509
A138CW0E10XK58_lit3,4/18/15,21:14:12,lit5,1,0,1,0,-2,0,2,0,1811,91,13,2,3550
A138CW0E10XK58_lit3,4/18/15,21:14:20,lit5,1,0,1,1,-2,-1,2,-5,1642,88,14,3,3588
A138CW0E10XK58_lit3,4/18/15,21:14:30,lit5,1,0,1,1,-2,-1,2,-5,3883,85,15,4,3634
A138CW0E10XK58_lit3,4/18/15,21:14:39,lit5,1,0,1,0,-2,0,2,0,2433,83,16,5,3669
A138CW0E10XK58_lit3,4/18/15,21:14:47,lit5,1,0,1,0,-2,0,2,0,1866,81,17,6,3712
A138CW0E10XK58_lit3,4/18/15,21:14:55,lit5,1,0,1,1,-2,-1,2,-5,2042,78,18,7,3742
A138CW0E10XK58_lit3,4/18/15,21:15:09,lit5,0,0,1,1,2,-5,-2,-1,3184,75,19,1,3806
A138CW0E10XK58_lit3,4/18/15,21:15:23,lit5,0,0,0,0,2,0,0,0,4664,77,20,2,3862
A138CW0E10XK58_lit3,4/18/15,21:15:33,lit5,0,0,0,0,2,0,0,0,3080,79,21,3,3903
A138CW0E10XK58_lit3,4/18/15,21:15:49,lit5,1,1,1,0,-2,0,2,0,1707,77,22,1,3963
A138CW0E10XK58_lit3,4/18/15,21:15:56,lit5,1,1,1,0,-2,0,2,0,1131,75,23,2,3990
A138CW0E10XK58_lit3,4/18/15,21:16:02,lit5,1,1,1,0,-2,0,2,0,1314,73,24,3,4018
A138CW0E10XK58_lit3,4/18/15,21:16:09,lit5,1,1,1,0,-2,0,2,0,1394,71,25,4,4042
A138CW0E10XK58_lit3,4/18/15,21:16:16,lit5,1,1,1,1,-2,-1,2,-5,1394,68,26,5,4069
A138CW0E10XK58_lit3,4/18/15,21:16:27,lit5,1,0,1,1,-2,-1,2,-5,1303,65,27,1,4111
A138CW0E10XK58_lit3,4/18/15,21:16:36,lit5,1,0,1,0,-2,0,2,0,3178,63,28,2,4138
A138CW0E10XK58_lit3,4/18/15,21:16:42,lit5,1,0,1,0,-2,0,2,0,874,61,29,3,4160
A138CW0E10XK58_lit3,4/18/15,21:16:49,lit5,1,0,1,0,-2,0,2,0,857,59,30,4,4176
A138CW0E10XK58_lit3,4/18/15,21:16:56,lit5,1,0,1,1,-2,-1,2,-5,1202,56,31,5,4193
A138CW0E10XK58_lit3,4/18/15,21:17:07,lit5,0,1,1,1,2,-5,-2,-1,5058,53,32,1,4231
A138CW0E10XK58_lit3,4/18/15,21:17:16,lit5,0,1,0,1,2,0,-2,0,1319,55,33,2,4259
A138CW0E10XK58_lit3,4/18/15,21:17:24,lit5,0,1,0,1,2,0,-2,0,1439,57,34,3,4279
A138CW0E10XK58_lit3,4/18/15,21:17:30,lit5,0,1,0,0,2,0,0,0,1316,59,35,4,4300
A138CW0E10XK58_lit3,4/18/15,21:17:37,lit5,0,1,0,0,2,0,0,0,1304,61,36,5,4320
A138CW0E10XK58_lit3,4/18/15,21:17:44,lit5,0,1,0,0,2,0,0,0,968,63,37,6,4336
A138CW0E10XK58_lit3,4/18/15,21:17:58,lit5,0,0,0,0,2,0,0,0,4129,65,38,1,4370
A138CW0E10XK58_lit3,4/18/15,21:18:05,lit5,0,0,0,0,2,0,0,0,887,67,39,2,4382
A138CW0E10XK58_lit3,4/18/15,21:18:11,lit5,0,0,0,0,2,0,0,0,1199,69,40,3,4396
A138CW0E10XK58_lit3,4/18/15,21:18:18,lit5,0,0,0,0,2,0,0,0,782,71,41,4,4412
A149ROBL26JWPJ_lit3,4/18/15,21:07:58,lit5,1,1,1,0,-2,0,2,0,5196,98,1,1,2485
A149ROBL26JWPJ_lit3,4/18/15,21:08:07,lit5,1,1,1,0,-2,0,2,0,2086,96,2,2,2486
A149ROBL26JWPJ_lit3,4/18/15,21:08:13,lit5,1,1,1,1,-2,-1,2,-5,1130,93,3,3,2489
A149ROBL26JWPJ_lit3,4/18/15,21:08:19,lit5,1,1,0,0,0,0,0,0,942,93,4,4,2493
A149ROBL26JWPJ_lit3,4/18/15,21:08:31,lit5,1,0,1,1,-2,-1,2,-5,1271,90,5,1,2500
A149ROBL26JWPJ_lit3,4/18/15,21:08:37,lit5,1,0,1,0,-2,0,2,0,1030,88,6,2,2504
A149ROBL26JWPJ_lit3,4/18/15,21:08:48,lit5,1,0,1,1,-2,-1,2,-5,3182,85,7,3,2515
A149ROBL26JWPJ_lit3,4/18/15,21:08:56,lit5,1,0,1,0,-2,0,2,0,2215,83,8,4,2523
A149ROBL26JWPJ_lit3,4/18/15,21:09:09,lit5,0,1,1,1,2,-5,-2,-1,6046,80,9,1,2539
A149ROBL26JWPJ_lit3,4/18/15,21:09:18,lit5,0,1,0,0,2,0,0,0,3309,82,10,2,2548
A149ROBL26JWPJ_lit3,4/18/15,21:09:25,lit5,0,1,0,0,2,0,0,0,1890,84,11,3,2555
A149ROBL26JWPJ_lit3,4/18/15,21:09:31,lit5,0,1,0,0,2,0,0,0,1629,86,12,4,2561
A149ROBL26JWPJ_lit3,4/18/15,21:09:45,lit5,1,0,1,1,-2,-1,2,-5,1152,83,13,1,2578
A149ROBL26JWPJ_lit3,4/18/15,21:09:54,lit5,1,0,1,0,-2,0,2,0,888,81,14,2,2587
A149ROBL26JWPJ_lit3,4/18/15,21:10:00,lit5,1,0,1,0,-2,0,2,0,669,79,15,3,2599
A149ROBL26JWPJ_lit3,4/18/15,21:10:07,lit5,1,0,1,0,-2,0,2,0,487,77,16,4,2606
A149ROBL26JWPJ_lit3,4/18/15,21:10:13,lit5,0,0,1,1,2,-5,-2,-1,1848,74,17,1,2622
A149ROBL26JWPJ_lit3,4/18/15,21:10:19,lit5,0,0,0,0,2,0,0,0,646,76,18,2,2634
A149ROBL26JWPJ_lit3,4/18/15,21:10:29,lit5,0,0,1,1,2,-5,-2,-1,2710,73,19,3,2650
A149ROBL26JWPJ_lit3,4/18/15,21:10:35,lit5,0,0,0,0,2,0,0,0,701,75,20,4,2663
A149ROBL26JWPJ_lit3,4/18/15,21:10:40,lit5,0,0,0,0,2,0,0,0,501,77,21,5,2674
A149ROBL26JWPJ_lit3,4/18/15,21:10:51,lit5,1,1,1,1,-2,-1,2,-5,824,74,22,1,2695
A149ROBL26JWPJ_lit3,4/18/15,21:10:56,lit5,1,1,0,0,0,0,0,0,771,74,23,2,2704
A149ROBL26JWPJ_lit3,4/18/15,21:11:03,lit5,1,1,0,0,0,0,0,0,1134,74,24,3,2724
A149ROBL26JWPJ_lit3,4/18/15,21:11:08,lit5,1,1,0,0,0,0,0,0,637,74,25,4,2740
A149ROBL26JWPJ_lit3,4/18/15,21:11:21,lit5,1,1,0,0,0,0,0,0,848,74,26,5,2782
A149ROBL26JWPJ_lit3,4/18/15,21:11:30,lit5,1,1,0,0,0,0,0,0,883,74,27,6,2816
A149ROBL26JWPJ_lit3,4/18/15,21:11:38,lit5,1,1,0,0,0,0,0,0,774,74,28,7,2847
A149ROBL26JWPJ_lit3,4/18/15,21:11:49,lit5,1,1,0,0,0,0,0,0,4350,74,29,8,2886
A149ROBL26JWPJ_lit3,4/18/15,21:11:57,lit5,0,0,1,1,2,-5,-2,-1,2718,71,30,1,2918
A149ROBL26JWPJ_lit3,4/18/15,21:12:03,lit5,0,0,0,0,2,0,0,0,494,73,31,2,2938
A149ROBL26JWPJ_lit3,4/18/15,21:12:08,lit5,0,0,0,0,2,0,0,0,709,75,32,3,2964
A149ROBL26JWPJ_lit3,4/18/15,21:12:15,lit5,0,0,0,0,2,0,0,0,995,77,33,4,2994
A149ROBL26JWPJ_lit3,4/18/15,21:12:32,lit5,0,0,0,0,2,0,0,0,564,79,34,5,3070
A149ROBL26JWPJ_lit3,4/18/15,21:12:38,lit5,0,0,0,0,2,0,0,0,1066,81,35,6,3098
A149ROBL26JWPJ_lit3,4/18/15,21:12:59,lit5,0,1,1,1,2,-5,-2,-1,9030,78,36,1,3201
A149ROBL26JWPJ_lit3,4/18/15,21:13:05,lit5,0,1,0,0,2,0,0,0,793,80,37,2,3229
A149ROBL26JWPJ_lit3,4/18/15,21:13:15,lit5,0,1,0,0,2,0,0,0,4261,82,38,3,3276
A149ROBL26JWPJ_lit3,4/18/15,21:13:27,lit5,0,1,0,0,2,0,0,0,3004,84,39,4,3332
A149ROBL26JWPJ_lit3,4/18/15,21:13:33,lit5,0,1,0,0,2,0,0,0,694,86,40,5,3362
A149ROBL26JWPJ_lit3,4/18/15,21:13:43,lit5,0,1,0,0,2,0,0,0,774,88,41,6,3413
A14WLAP6TCEKO0_lit3,4/18/15,21:17:51,lit5,0,0,0,0,0,0,0,0,6460,100,1,1,4352
A14WLAP6TCEKO0_lit3,4/18/15,21:18:02,lit5,0,0,0,0,0,0,0,0,1395,100,2,2,4378
A14WLAP6TCEKO0_lit3,4/18/15,21:18:08,lit5,0,0,0,0,0,0,0,0,587,100,3,3,4391
A14WLAP6TCEKO0_lit3,4/18/15,21:18:15,lit5,0,0,1,1,2,-5,-2,-1,730,97,4,4,4405
A14WLAP6TCEKO0_lit3,4/18/15,21:18:24,lit5,0,0,1,1,2,-5,-2,-1,1178,94,5,5,4423
A14WLAP6TCEKO0_lit3,4/18/15,21:18:42,lit5,1,1,1,1,-2,-1,2,-5,2766,91,6,1,4452
