subject,datestamp,timestamp,version,role,opType,opChoice,choice,payoffSubj1,payoffSubj2,payoffOpp1,payoffOpp2,rt,score,globalRound,matchRound,id
A3058EF4S1HP2W_lit3,4/18/15,21:21:26,lit5,1,1,0,0,0,0,0,0,532,74,25,8,4640
A3058EF4S1HP2W_lit3,4/18/15,21:21:36,lit5,0,1,0,0,0,0,0,0,4498,74,26,1,4645
A3058EF4S1HP2W_lit3,4/18/15,21:21:42,lit5,0,1,0,0,0,0,0,0,547,74,27,2,4647
A3058EF4S1HP2W_lit3,4/18/15,21:21:47,lit5,0,1,0,0,0,0,0,0,604,74,28,3,4650
A3058EF4S1HP2W_lit3,4/18/15,21:21:52,lit5,0,1,0,0,0,0,0,0,483,74,29,4,4653
A3058EF4S1HP2W_lit3,4/18/15,21:21:58,lit5,0,1,0,0,0,0,0,0,866,74,30,5,4657
A3058EF4S1HP2W_lit3,4/18/15,21:22:03,lit5,0,1,0,0,0,0,0,0,485,74,31,6,4661
A3058EF4S1HP2W_lit3,4/18/15,21:22:09,lit5,0,1,0,0,0,0,0,0,525,74,32,7,4664
A3058EF4S1HP2W_lit3,4/18/15,21:22:19,lit5,0,0,0,0,0,0,0,0,967,74,33,1,4669
A3058EF4S1HP2W_lit3,4/18/15,21:22:24,lit5,0,0,0,0,0,0,0,0,532,74,34,2,4673
A3058EF4S1HP2W_lit3,4/18/15,21:22:30,lit5,0,0,0,0,0,0,0,0,518,74,35,3,4675
A3058EF4S1HP2W_lit3,4/18/15,21:22:35,lit5,0,0,0,0,0,0,0,0,618,74,36,4,4678
A3058EF4S1HP2W_lit3,4/18/15,21:22:41,lit5,0,0,0,0,0,0,0,0,650,74,37,5,4681
A3058EF4S1HP2W_lit3,4/18/15,21:22:48,lit5,0,0,0,0,0,0,0,0,1422,74,38,1,4684
A3058EF4S1HP2W_lit3,4/18/15,21:22:53,lit5,0,0,0,0,0,0,0,0,468,74,39,2,4688
A3058EF4S1HP2W_lit3,4/18/15,21:22:59,lit5,0,0,0,0,0,0,0,0,485,74,40,3,4693
A3058EF4S1HP2W_lit3,4/18/15,21:23:04,lit5,0,0,0,0,0,0,0,0,616,74,41,4,4696
A3058EF4S1HP2W_lit3,4/18/15,21:23:09,lit5,0,0,0,0,0,0,0,0,564,74,42,5,4699
A3058EF4S1HP2W_lit3,4/18/15,21:23:15,lit5,0,0,0,0,0,0,0,0,562,74,43,6,4702
A3058EF4S1HP2W_lit3,4/18/15,21:23:21,lit5,0,0,0,0,0,0,0,0,1379,74,44,7,4705
A3058EF4S1HP2W_lit3,4/18/15,21:23:31,lit5,1,0,1,1,-2,-1,2,-5,1838,71,45,1,4710
A3058EF4S1HP2W_lit3,4/18/15,21:23:37,lit5,1,0,1,1,-2,-1,2,-5,738,68,46,2,4713
A3058EF4S1HP2W_lit3,4/18/15,21:23:43,lit5,1,0,1,1,-2,-1,2,-5,713,65,47,3,4715
A3058EF4S1HP2W_lit3,4/18/15,21:23:49,lit5,1,0,1,1,-2,-1,2,-5,1055,62,48,4,4718
A3058EF4S1HP2W_lit3,4/18/15,21:23:55,lit5,1,0,1,1,-2,-1,2,-5,749,59,49,5,4719
A30RCE2JIAF9EV_lit3,4/18/15,21:07:52,lit5,0,1,1,1,2,-5,-2,-1,11271,97,1,1,2484
A30RCE2JIAF9EV_lit3,4/18/15,21:08:08,lit5,0,1,0,1,2,0,-2,0,4970,99,2,2,2487
A30RCE2JIAF9EV_lit3,4/18/15,21:08:17,lit5,0,1,0,0,2,0,0,0,2340,101,3,3,2491
A30RCE2JIAF9EV_lit3,4/18/15,21:08:30,lit5,0,1,0,0,2,0,0,0,2330,103,4,4,2499
A30RCE2JIAF9EV_lit3,4/18/15,21:08:39,lit5,0,1,0,0,2,0,0,0,2900,105,5,5,2507
A30RCE2JIAF9EV_lit3,4/18/15,21:09:02,lit5,1,1,1,0,-2,0,2,0,3810,103,6,1,2528
A30RCE2JIAF9EV_lit3,4/18/15,21:09:12,lit5,1,1,1,1,-2,-1,2,-5,3381,100,7,2,2540
A30RCE2JIAF9EV_lit3,4/18/15,21:09:20,lit5,1,1,0,0,0,0,0,0,2010,100,8,3,2550
A30RCE2JIAF9EV_lit3,4/18/15,21:09:36,lit5,1,1,1,0,-2,0,2,0,2580,98,9,1,2566
A30RCE2JIAF9EV_lit3,4/18/15,21:09:45,lit5,1,1,1,1,-2,-1,2,-5,2020,95,10,2,2577
A30RCE2JIAF9EV_lit3,4/18/15,21:09:55,lit5,1,1,0,0,0,0,0,0,1950,95,11,3,2590
A30RCE2JIAF9EV_lit3,4/18/15,21:10:08,lit5,0,1,0,0,0,0,0,0,2506,95,12,1,2612
A30RCE2JIAF9EV_lit3,4/18/15,21:10:17,lit5,0,1,0,0,0,0,0,0,3200,95,13,2,2632
A30RCE2JIAF9EV_lit3,4/18/15,21:10:25,lit5,0,1,0,0,0,0,0,0,2410,95,14,3,2646
A30RCE2JIAF9EV_lit3,4/18/15,21:10:35,lit5,0,1,0,0,0,0,0,0,2830,95,15,4,2666
A30RCE2JIAF9EV_lit3,4/18/15,21:10:43,lit5,0,1,0,0,0,0,0,0,2560,95,16,5,2681
A30RCE2JIAF9EV_lit3,4/18/15,21:10:54,lit5,0,1,1,1,2,-5,-2,-1,3130,92,17,6,2697
A30RCE2JIAF9EV_lit3,4/18/15,21:11:04,lit5,0,1,0,1,2,0,-2,0,2770,94,18,7,2727
A30RCE2JIAF9EV_lit3,4/18/15,21:11:13,lit5,0,1,0,0,2,0,0,0,1800,96,19,8,2756
A30RCE2JIAF9EV_lit3,4/18/15,21:11:29,lit5,0,0,0,0,2,0,0,0,1770,98,20,1,2813
A30RCE2JIAF9EV_lit3,4/18/15,21:11:37,lit5,0,0,0,0,2,0,0,0,1501,100,21,2,2839
A30RCE2JIAF9EV_lit3,4/18/15,21:11:44,lit5,0,0,0,0,2,0,0,0,1410,102,22,3,2871
A30RCE2JIAF9EV_lit3,4/18/15,21:11:52,lit5,0,0,0,0,2,0,0,0,1680,104,23,4,2897
A30RCE2JIAF9EV_lit3,4/18/15,21:11:59,lit5,0,0,0,0,2,0,0,0,1550,106,24,5,2923
A30RCE2JIAF9EV_lit3,4/18/15,21:12:15,lit5,1,0,1,0,-2,0,2,0,1670,104,25,1,2993
A30RCE2JIAF9EV_lit3,4/18/15,21:12:23,lit5,1,0,1,0,-2,0,2,0,1520,102,26,2,3026
A30RCE2JIAF9EV_lit3,4/18/15,21:12:31,lit5,1,0,1,1,-2,-1,2,-5,1194,99,27,3,3068
A30RCE2JIAF9EV_lit3,4/18/15,21:12:41,lit5,1,0,1,0,-2,0,2,0,4920,97,28,4,3116
A30RCE2JIAF9EV_lit3,4/18/15,21:12:49,lit5,1,0,1,1,-2,-1,2,-5,1470,94,29,5,3152
A30RCE2JIAF9EV_lit3,4/18/15,21:12:59,lit5,0,0,0,0,-2,0,0,0,2130,92,30,1,3197
A30RCE2JIAF9EV_lit3,4/18/15,21:13:06,lit5,0,0,0,0,-2,0,0,0,2166,90,31,2,3238
A30RCE2JIAF9EV_lit3,4/18/15,21:13:15,lit5,0,0,0,0,-2,0,0,0,1890,88,32,3,3278
A30RCE2JIAF9EV_lit3,4/18/15,21:13:23,lit5,0,0,0,0,-2,0,0,0,2470,86,33,4,3316
A30RCE2JIAF9EV_lit3,4/18/15,21:13:30,lit5,0,0,1,1,2,-5,-2,-1,1400,83,34,5,3355
A30RCE2JIAF9EV_lit3,4/18/15,21:13:41,lit5,0,0,0,0,2,0,0,0,3460,85,35,6,3400
A30RCE2JIAF9EV_lit3,4/18/15,21:13:53,lit5,1,0,1,0,-2,0,2,0,1270,83,36,1,3462
A30RCE2JIAF9EV_lit3,4/18/15,21:14:00,lit5,1,0,1,0,-2,0,2,0,1140,81,37,2,3493
A30RCE2JIAF9EV_lit3,4/18/15,21:14:07,lit5,1,0,1,0,-2,0,2,0,1323,79,38,3,3524
A30RCE2JIAF9EV_lit3,4/18/15,21:14:13,lit5,1,0,1,1,-2,-1,2,-5,1190,76,39,4,3554
A31O5XYX80XD21_lit3,4/18/15,21:41:23,lit5,0,0,1,1,2,-5,-2,-1,10718,97,1,1,4926
A31O5XYX80XD21_lit3,4/18/15,21:41:34,lit5,0,0,0,0,2,0,0,0,4667,99,2,2,4931
A31O5XYX80XD21_lit3,4/18/15,21:41:41,lit5,0,0,0,0,2,0,0,0,1983,101,3,3,4934
A31O5XYX80XD21_lit3,4/18/15,21:41:53,lit5,0,0,0,0,2,0,0,0,1126,103,4,4,4940
A31O5XYX80XD21_lit3,4/18/15,21:42:13,lit5,0,1,0,0,2,0,0,0,1749,105,5,1,4947
A31O5XYX80XD21_lit3,4/18/15,21:42:19,lit5,0,1,0,0,2,0,0,0,1252,107,6,2,4948
A31O5XYX80XD21_lit3,4/18/15,21:42:28,lit5,0,1,1,1,2,-5,-2,-1,3208,104,7,3,4950
A31O5XYX80XD21_lit3,4/18/15,21:42:34,lit5,0,1,0,0,2,0,0,0,549,106,8,4,4952
A31O5XYX80XD21_lit3,4/18/15,21:42:40,lit5,0,1,0,0,2,0,0,0,1415,108,9,5,4954
A31O5XYX80XD21_lit3,4/18/15,21:42:46,lit5,0,1,0,0,2,0,0,0,714,110,10,6,4955
A31O5XYX80XD21_lit3,4/18/15,21:43:03,lit5,0,0,0,0,2,0,0,0,1266,112,11,1,4961
A31O5XYX80XD21_lit3,4/18/15,21:43:09,lit5,0,0,0,0,2,0,0,0,832,114,12,2,4963
A31O5XYX80XD21_lit3,4/18/15,21:43:15,lit5,0,0,0,0,2,0,0,0,434,116,13,3,4964
A31O5XYX80XD21_lit3,4/18/15,21:43:20,lit5,0,0,0,0,2,0,0,0,468,118,14,4,4966
A31O5XYX80XD21_lit3,4/18/15,21:43:26,lit5,0,0,0,0,2,0,0,0,434,120,15,5,4968
A31O5XYX80XD21_lit3,4/18/15,21:43:57,lit5,1,1,1,1,-2,-1,2,-5,11212,117,16,1,4971
A31O5XYX80XD21_lit3,4/18/15,21:44:04,lit5,1,1,0,0,0,0,0,0,967,117,17,2,4973
A31O5XYX80XD21_lit3,4/18/15,21:44:12,lit5,1,1,0,0,0,0,0,0,2477,117,18,3,4975
A31O5XYX80XD21_lit3,4/18/15,21:44:52,lit5,1,0,1,1,-2,-1,2,-5,3753,114,19,1,4980
A31O5XYX80XD21_lit3,4/18/15,21:44:58,lit5,1,0,1,0,-2,0,2,0,601,112,20,2,4981
A31O5XYX80XD21_lit3,4/18/15,21:45:06,lit5,1,0,1,0,-2,0,2,0,985,110,21,3,4982
A31O5XYX80XD21_lit3,4/18/15,21:45:20,lit5,1,0,1,0,-2,0,2,0,7418,108,22,4,4985
A31O5XYX80XD21_lit3,4/18/15,21:45:26,lit5,1,0,1,1,-2,-1,2,-5,752,105,23,5,4987
A31O5XYX80XD21_lit3,4/18/15,21:45:44,lit5,0,1,0,0,-2,0,0,0,5733,103,24,1,4990
A31O5XYX80XD21_lit3,4/18/15,21:45:50,lit5,0,1,0,0,-2,0,0,0,884,101,25,2,4992
A31O5XYX80XD21_lit3,4/18/15,21:45:57,lit5,0,1,0,0,-2,0,0,0,775,99,26,3,4994
A31O5XYX80XD21_lit3,4/18/15,21:46:03,lit5,0,1,1,1,2,-5,-2,-1,816,96,27,4,4996
A31O5XYX80XD21_lit3,4/18/15,21:46:09,lit5,0,1,0,0,2,0,0,0,675,98,28,5,4998
A31O5XYX80XD21_lit3,4/18/15,21:46:16,lit5,0,1,0,0,2,0,0,0,950,100,29,6,5000
A31O5XYX80XD21_lit3,4/18/15,21:46:22,lit5,0,1,0,0,2,0,0,0,1284,102,30,7,5001
A31O5XYX80XD21_lit3,4/18/15,21:46:36,lit5,1,1,1,0,-2,0,2,0,1200,100,31,1,5004
A31O5XYX80XD21_lit3,4/18/15,21:46:44,lit5,1,1,1,0,-2,0,2,0,2098,98,32,2,5006
A31O5XYX80XD21_lit3,4/18/15,21:46:51,lit5,1,1,1,1,-2,-1,2,-5,1216,95,33,3,5008
A31O5XYX80XD21_lit3,4/18/15,21:46:57,lit5,1,1,0,0,0,0,0,0,1318,95,34,4,5010
A31O5XYX80XD21_lit3,4/18/15,21:47:04,lit5,1,1,0,0,0,0,0,0,1174,95,35,5,5012
A31O5XYX80XD21_lit3,4/18/15,21:47:15,lit5,1,0,1,1,-2,-1,2,-5,632,92,36,1,5013
A31O5XYX80XD21_lit3,4/18/15,21:47:22,lit5,1,0,1,0,-2,0,2,0,985,90,37,2,5015
A31O5XYX80XD21_lit3,4/18/15,21:47:28,lit5,1,0,1,1,-2,-1,2,-5,533,87,38,3,5017
A31O5XYX80XD21_lit3,4/18/15,21:47:35,lit5,1,0,1,0,-2,0,2,0,969,85,39,4,5019
A31O5XYX80XD21_lit3,4/18/15,21:47:40,lit5,1,0,1,1,-2,-1,2,-5,646,82,40,5,5021
A31O5XYX80XD21_lit3,4/18/15,21:47:46,lit5,1,0,1,0,-2,0,2,0,515,80,41,6,5022
A32QJF67JMJFKX_lit3,4/18/15,21:08:25,lit5,1,0,1,0,-2,0,2,0,7881,98,1,1,2495
A32QJF67JMJFKX_lit3,4/18/15,21:08:32,lit5,1,0,1,0,-2,0,2,0,1317,96,2,2,2502
A32QJF67JMJFKX_lit3,4/18/15,21:08:40,lit5,1,0,1,0,-2,0,2,0,2990,94,3,3,2508
A32QJF67JMJFKX_lit3,4/18/15,21:08:47,lit5,1,0,1,0,-2,0,2,0,1067,92,4,4,2513
A32QJF67JMJFKX_lit3,4/18/15,21:08:57,lit5,1,1,1,0,-2,0,2,0,1309,90,5,1,2524
A32QJF67JMJFKX_lit3,4/18/15,21:09:02,lit5,1,1,1,0,-2,0,2,0,509,88,6,2,2529
A32QJF67JMJFKX_lit3,4/18/15,21:09:07,lit5,1,1,1,0,-2,0,2,0,369,86,7,3,2537
A32QJF67JMJFKX_lit3,4/18/15,21:09:13,lit5,1,1,1,0,-2,0,2,0,1231,84,8,4,2542
A32QJF67JMJFKX_lit3,4/18/15,21:09:32,lit5,0,0,1,1,2,-5,-2,-1,11850,81,9,1,2562
A32QJF67JMJFKX_lit3,4/18/15,21:09:40,lit5,0,0,0,0,2,0,0,0,1677,83,10,2,2572
A32QJF67JMJFKX_lit3,4/18/15,21:09:47,lit5,0,0,0,0,2,0,0,0,1758,85,11,3,2581
A32QJF67JMJFKX_lit3,4/18/15,21:09:55,lit5,0,0,0,0,2,0,0,0,1333,87,12,4,2589
A32QJF67JMJFKX_lit3,4/18/15,21:10:01,lit5,0,0,0,0,2,0,0,0,1302,89,13,5,2602
A32QJF67JMJFKX_lit3,4/18/15,21:10:07,lit5,0,0,0,0,2,0,0,0,1186,91,14,6,2607
A32QJF67JMJFKX_lit3,4/18/15,21:10:15,lit5,1,0,1,1,-2,-1,2,-5,1057,88,15,1,2626
A32QJF67JMJFKX_lit3,4/18/15,21:10:21,lit5,1,0,1,1,-2,-1,2,-5,1059,85,16,2,2638
A32QJF67JMJFKX_lit3,4/18/15,21:10:28,lit5,1,0,1,1,-2,-1,2,-5,1107,82,17,3,2648
A32QJF67JMJFKX_lit3,4/18/15,21:10:35,lit5,1,0,1,0,-2,0,2,0,2399,80,18,4,2665
A32QJF67JMJFKX_lit3,4/18/15,21:10:41,lit5,1,0,1,0,-2,0,2,0,1274,78,19,5,2676
A32QJF67JMJFKX_lit3,4/18/15,21:10:47,lit5,1,0,1,0,-2,0,2,0,1404,76,20,6,2691
A32QJF67JMJFKX_lit3,4/18/15,21:10:58,lit5,0,1,0,0,-2,0,0,0,4091,74,21,1,2710
A32QJF67JMJFKX_lit3,4/18/15,21:11:05,lit5,0,1,1,1,2,-5,-2,-1,2030,71,22,2,2731
A32QJF67JMJFKX_lit3,4/18/15,21:11:11,lit5,0,1,0,0,2,0,0,0,590,73,23,3,2748
A32QJF67JMJFKX_lit3,4/18/15,21:11:16,lit5,0,1,0,0,2,0,0,0,217,75,24,4,2763
A32QJF67JMJFKX_lit3,4/18/15,21:11:21,lit5,0,1,0,0,2,0,0,0,239,77,25,5,2780
A32QJF67JMJFKX_lit3,4/18/15,21:11:28,lit5,0,0,0,0,2,0,0,0,1202,79,26,1,2805
A32QJF67JMJFKX_lit3,4/18/15,21:11:33,lit5,0,0,0,0,2,0,0,0,196,81,27,2,2831
A32QJF67JMJFKX_lit3,4/18/15,21:11:38,lit5,0,0,0,0,2,0,0,0,208,83,28,3,2851
A32QJF67JMJFKX_lit3,4/18/15,21:11:44,lit5,0,0,0,0,2,0,0,0,246,85,29,4,2870
A32QJF67JMJFKX_lit3,4/18/15,21:11:57,lit5,0,1,0,0,2,0,0,0,1808,87,30,1,2911
A32QJF67JMJFKX_lit3,4/18/15,21:12:02,lit5,0,1,0,0,2,0,0,0,187,89,31,2,2934
A32QJF67JMJFKX_lit3,4/18/15,21:12:08,lit5,0,1,0,0,2,0,0,0,835,91,32,3,2962
A32QJF67JMJFKX_lit3,4/18/15,21:12:24,lit5,1,1,1,1,-2,-1,2,-5,7173,88,33,1,3039
A32QJF67JMJFKX_lit3,4/18/15,21:12:30,lit5,1,1,0,0,0,0,0,0,653,88,34,2,3061
A32QJF67JMJFKX_lit3,4/18/15,21:12:35,lit5,1,1,0,0,0,0,0,0,271,88,35,3,3084
A32QJF67JMJFKX_lit3,4/18/15,21:12:40,lit5,1,1,0,0,0,0,0,0,242,88,36,4,3110
A32QJF67JMJFKX_lit3,4/18/15,21:12:45,lit5,1,1,0,0,0,0,0,0,205,88,37,5,3132
A32QJF67JMJFKX_lit3,4/18/15,21:12:50,lit5,1,1,0,0,0,0,0,0,244,88,38,6,3160
A33K29H10KF4AB_lit3,4/18/15,23:11:13,lit5,0,0,0,0,0,0,0,0,7422,100,1,1,5707
A33K29H10KF4AB_lit3,4/18/15,23:11:26,lit5,0,0,0,0,0,0,0,0,4498,100,2,2,5708
A33K29H10KF4AB_lit3,4/18/15,23:11:35,lit5,0,0,0,0,0,0,0,0,2490,100,3,3,5709
A33K29H10KF4AB_lit3,4/18/15,23:11:43,lit5,0,0,0,0,0,0,0,0,2633,100,4,4,5710
A33K29H10KF4AB_lit3,4/18/15,23:11:51,lit5,0,0,0,0,0,0,0,0,2033,100,5,5,5711
A33K29H10KF4AB_lit3,4/18/15,23:12:14,lit5,1,0,1,0,-2,0,2,0,8272,98,6,1,5712
A33K29H10KF4AB_lit3,4/18/15,23:12:24,lit5,1,0,1,1,-2,-1,2,-5,3435,95,7,2,5713
A33K29H10KF4AB_lit3,4/18/15,23:12:32,lit5,1,0,1,0,-2,0,2,0,2261,93,8,3,5714
A33K29H10KF4AB_lit3,4/18/15,23:12:39,lit5,1,0,1,0,-2,0,2,0,1236,91,9,4,5715
A33K29H10KF4AB_lit3,4/18/15,23:12:58,lit5,1,0,1,0,-2,0,2,0,5628,89,10,5,5716
A33K29H10KF4AB_lit3,4/18/15,23:13:05,lit5,1,0,1,0,-2,0,2,0,1520,87,11,6,5717
A33K29H10KF4AB_lit3,4/18/15,23:13:13,lit5,1,0,1,0,-2,0,2,0,1719,85,12,7,5718
A33K29H10KF4AB_lit3,4/18/15,23:13:23,lit5,0,1,0,0,-2,0,0,0,2366,83,13,1,5719
A33K29H10KF4AB_lit3,4/18/15,23:13:30,lit5,0,1,0,0,-2,0,0,0,1246,81,14,2,5720
A33K29H10KF4AB_lit3,4/18/15,23:13:36,lit5,0,1,0,0,-2,0,0,0,770,79,15,3,5721
A33K29H10KF4AB_lit3,4/18/15,23:13:43,lit5,0,1,0,0,-2,0,0,0,596,77,16,4,5722
A33K29H10KF4AB_lit3,4/18/15,23:13:49,lit5,0,1,0,0,-2,0,0,0,1230,75,17,5,5723
A33K29H10KF4AB_lit3,4/18/15,23:14:03,lit5,0,0,0,0,-2,0,0,0,2902,73,18,1,5724
A33K29H10KF4AB_lit3,4/18/15,23:14:10,lit5,0,0,1,1,2,-5,-2,-1,1953,70,19,2,5725
A33K29H10KF4AB_lit3,4/18/15,23:14:19,lit5,0,0,0,0,2,0,0,0,904,72,20,3,5726
A33K29H10KF4AB_lit3,4/18/15,23:14:32,lit5,1,1,1,1,-2,-1,2,-5,3737,69,21,1,5727
A33K29H10KF4AB_lit3,4/18/15,23:14:38,lit5,1,1,0,1,0,-1,0,-5,1035,68,22,2,5728
A33K29H10KF4AB_lit3,4/18/15,23:14:46,lit5,1,1,0,1,0,-1,0,-5,2365,67,23,3,5729
A33K29H10KF4AB_lit3,4/18/15,23:14:52,lit5,1,1,0,0,0,0,0,0,927,67,24,4,5730
A33K29H10KF4AB_lit3,4/18/15,23:14:58,lit5,1,1,0,0,0,0,0,0,478,67,25,5,5731
A33K29H10KF4AB_lit3,4/18/15,23:15:04,lit5,1,1,0,0,0,0,0,0,463,67,26,6,5732
A33K29H10KF4AB_lit3,4/18/15,23:15:10,lit5,1,1,0,0,0,0,0,0,611,67,27,7,5733
A33K29H10KF4AB_lit3,4/18/15,23:15:33,lit5,0,1,1,1,2,-5,-2,-1,2213,64,28,1,5734
A33K29H10KF4AB_lit3,4/18/15,23:15:40,lit5,0,1,0,0,2,0,0,0,1353,66,29,2,5735
A33K29H10KF4AB_lit3,4/18/15,23:15:46,lit5,0,1,1,1,2,-5,-2,-1,947,63,30,3,5736
A33K29H10KF4AB_lit3,4/18/15,23:15:52,lit5,0,1,0,1,2,0,-2,0,285,65,31,4,5737
A33K29H10KF4AB_lit3,4/18/15,23:15:58,lit5,0,1,0,1,2,0,-2,0,466,67,32,5,5738
A33K29H10KF4AB_lit3,4/18/15,23:16:04,lit5,0,1,0,1,2,0,-2,0,311,69,33,6,5739
A33K29H10KF4AB_lit3,4/18/15,23:16:10,lit5,0,1,0,1,2,0,-2,0,431,71,34,7,5740
A33K29H10KF4AB_lit3,4/18/15,23:16:21,lit5,1,1,1,1,-2,-1,2,-5,971,68,35,1,5741
A33K29H10KF4AB_lit3,4/18/15,23:16:27,lit5,1,1,0,1,0,-1,0,-5,858,67,36,2,5742
A33K29H10KF4AB_lit3,4/18/15,23:16:34,lit5,1,1,0,0,0,0,0,0,845,67,37,3,5743
A33K29H10KF4AB_lit3,4/18/15,23:16:40,lit5,1,1,0,0,0,0,0,0,479,67,38,4,5744
A33K29H10KF4AB_lit3,4/18/15,23:16:48,lit5,1,1,0,0,0,0,0,0,258,67,39,5,5745
A33K29H10KF4AB_lit3,4/18/15,23:17:11,lit5,1,1,0,0,0,0,0,0,560,67,40,6,5746
A33K29H10KF4AB_lit3,4/18/15,23:17:24,lit5,1,1,0,0,0,0,0,0,477,67,41,7,5747
A33K29H10KF4AB_lit3,4/18/15,23:17:34,lit5,1,1,0,0,0,0,0,0,975,67,42,8,5748
A33K29H10KF4AB_lit3,4/18/15,23:17:46,lit5,1,0,1,1,-2,-1,2,-5,852,64,43,1,5749
A33K29H10KF4AB_lit3,4/18/15,23:17:52,lit5,1,0,1,1,-2,-1,2,-5,339,61,44,2,5750
A33K29H10KF4AB_lit3,4/18/15,23:17:58,lit5,1,0,1,1,-2,-1,2,-5,328,58,45,3,5751
A33K29H10KF4AB_lit3,4/18/15,23:18:05,lit5,1,0,1,1,-2,-1,2,-5,1072,55,46,4,5752
A33K29H10KF4AB_lit3,4/18/15,23:18:12,lit5,1,0,1,1,-2,-1,2,-5,563,52,47,5,5753
A33K29H10KF4AB_lit3,4/18/15,23:18:18,lit5,1,0,1,1,-2,-1,2,-5,328,49,48,6,5754
A33K29H10KF4AB_lit3,4/18/15,23:18:24,lit5,1,0,1,1,-2,-1,2,-5,638,46,49,7,5755
A370MPTHYDCDKX_lit3,4/18/15,22:02:36,lit5,1,1,1,0,-2,0,2,0,6039,98,1,1,5180
A370MPTHYDCDKX_lit3,4/18/15,22:03:19,lit5,1,1,1,0,-2,0,2,0,1564,96,2,2,5185
A370MPTHYDCDKX_lit3,4/18/15,22:03:36,lit5,1,1,1,0,-2,0,2,0,2178,94,3,3,5190
A370MPTHYDCDKX_lit3,4/18/15,22:03:45,lit5,1,1,1,0,-2,0,2,0,2842,92,4,4,5193
A370MPTHYDCDKX_lit3,4/18/15,22:03:56,lit5,0,0,0,0,-2,0,0,0,3638,90,5,1,5195
A370MPTHYDCDKX_lit3,4/18/15,22:04:06,lit5,0,0,0,0,-2,0,0,0,2573,88,6,2,5199
A370MPTHYDCDKX_lit3,4/18/15,22:04:18,lit5,0,0,0,0,-2,0,0,0,7020,86,7,3,5202
A370MPTHYDCDKX_lit3,4/18/15,22:04:28,lit5,0,0,0,0,-2,0,0,0,3684,84,8,4,5206
A370MPTHYDCDKX_lit3,4/18/15,22:04:36,lit5,0,0,0,0,-2,0,0,0,2336,82,9,5,5209
A370MPTHYDCDKX_lit3,4/18/15,22:04:44,lit5,0,0,0,0,-2,0,0,0,2706,80,10,6,5212
A370MPTHYDCDKX_lit3,4/18/15,22:04:56,lit5,0,0,0,0,-2,0,0,0,1556,78,11,1,5214
A370MPTHYDCDKX_lit3,4/18/15,22:06:32,lit5,0,0,1,1,2,-5,-2,-1,1428,75,12,2,5224
A370MPTHYDCDKX_lit3,4/18/15,22:06:43,lit5,0,0,0,0,2,0,0,0,3514,77,13,3,5225
A370MPTHYDCDKX_lit3,4/18/15,22:07:01,lit5,0,0,0,0,2,0,0,0,2710,79,14,4,5231
A370MPTHYDCDKX_lit3,4/18/15,22:07:11,lit5,0,0,0,0,2,0,0,0,2961,81,15,5,5236
A370MPTHYDCDKX_lit3,4/18/15,22:07:19,lit5,0,0,0,0,2,0,0,0,1467,83,16,6,5240
A370MPTHYDCDKX_lit3,4/18/15,22:07:26,lit5,0,0,0,0,2,0,0,0,1233,85,17,7,5242
A370MPTHYDCDKX_lit3,4/18/15,22:07:41,lit5,1,0,1,0,-2,0,2,0,4225,83,18,1,5250
A370MPTHYDCDKX_lit3,4/18/15,22:07:49,lit5,1,0,1,0,-2,0,2,0,2061,81,19,2,5252
A370MPTHYDCDKX_lit3,4/18/15,22:07:56,lit5,1,0,1,0,-2,0,2,0,1655,79,20,3,5256
A370MPTHYDCDKX_lit3,4/18/15,22:08:06,lit5,1,0,1,0,-2,0,2,0,1875,77,21,4,5261
A370MPTHYDCDKX_lit3,4/18/15,22:08:13,lit5,1,0,1,0,-2,0,2,0,1337,75,22,5,5262
A370MPTHYDCDKX_lit3,4/18/15,22:08:23,lit5,1,0,1,0,-2,0,2,0,1498,73,23,6,5266
A370MPTHYDCDKX_lit3,4/18/15,22:08:30,lit5,1,0,1,0,-2,0,2,0,1221,71,24,7,5267
A370MPTHYDCDKX_lit3,4/18/15,22:08:37,lit5,1,0,1,0,-2,0,2,0,1311,69,25,8,5270
A370MPTHYDCDKX_lit3,4/18/15,22:08:44,lit5,0,1,0,0,-2,0,0,0,1418,67,26,1,5273
A370MPTHYDCDKX_lit3,4/18/15,22:08:51,lit5,0,1,0,0,-2,0,0,0,1528,65,27,2,5275
A370MPTHYDCDKX_lit3,4/18/15,22:08:58,lit5,0,1,0,0,-2,0,0,0,1308,63,28,3,5278
A370MPTHYDCDKX_lit3,4/18/15,22:09:04,lit5,0,1,0,0,-2,0,0,0,871,61,29,4,5280
A370MPTHYDCDKX_lit3,4/18/15,22:09:20,lit5,1,0,1,0,-2,0,2,0,3337,59,30,1,5286
A370MPTHYDCDKX_lit3,4/18/15,22:09:28,lit5,1,0,1,0,-2,0,2,0,1576,57,31,2,5289
A370MPTHYDCDKX_lit3,4/18/15,22:09:38,lit5,1,0,1,0,-2,0,2,0,1362,55,32,3,5294
A370MPTHYDCDKX_lit3,4/18/15,22:09:46,lit5,1,0,1,0,-2,0,2,0,1378,53,33,4,5296
A370MPTHYDCDKX_lit3,4/18/15,22:09:53,lit5,0,1,0,0,-2,0,0,0,1163,51,34,1,5297
