subject,role,orderCond,oppType,choice,globalRound,matchNum,matchRound,score,rt,oppChoice,oppScore,stamp
1,1,1,1,1,0,0,0,97,2863,1,-1,6/21/17 13:26
1,1,1,1,0,1,0,1,97,1305,0,-1,6/21/17 13:26
1,1,1,1,0,2,0,2,97,588,0,-1,6/21/17 13:26
1,1,1,1,0,3,0,3,97,278,0,-1,6/21/17 13:27
1,1,1,1,0,4,0,4,97,238,0,-1,6/21/17 13:27
1,1,1,1,0,5,0,5,97,651,0,-1,6/21/17 13:27
1,1,1,1,0,6,0,6,97,647,0,-1,6/21/17 13:27
1,1,1,1,0,7,0,7,97,262,0,-1,6/21/17 13:27
1,1,1,1,0,8,0,8,97,258,0,-1,6/21/17 13:27
1,1,1,1,0,9,0,9,97,38,0,-1,6/21/17 13:27
1,1,1,1,0,10,0,10,97,266,0,-1,6/21/17 13:27
1,1,1,1,0,11,0,11,97,264,0,-1,6/21/17 13:28
1,1,1,1,0,12,0,12,97,238,0,-1,6/21/17 13:28
1,1,1,1,0,13,0,13,97,577,0,-1,6/21/17 13:28
1,1,1,1,0,14,0,14,97,428,0,-1,6/21/17 13:28
1,1,1,1,0,15,0,15,97,252,0,-1,6/21/17 13:28
1,0,1,0,0,16,1,0,97,3046,0,-1,6/21/17 13:28
1,0,1,0,0,17,1,1,97,417,0,-1,6/21/17 13:28
1,0,1,0,0,18,1,2,97,243,0,-1,6/21/17 13:29
1,0,1,0,0,19,1,3,97,237,0,-1,6/21/17 13:29
1,0,1,0,1,20,1,4,99,550,0,-3,6/21/17 13:29
1,0,1,0,0,21,1,5,99,231,0,-3,6/21/17 13:29
1,0,1,0,0,22,1,6,99,328,0,-3,6/21/17 13:29
1,0,1,0,0,23,1,7,99,480,0,-3,6/21/17 13:29
1,0,1,0,0,24,1,8,99,349,0,-3,6/21/17 13:29
1,0,1,0,0,25,1,9,99,221,0,-3,6/21/17 13:29
1,0,1,0,0,26,1,10,99,220,0,-3,6/21/17 13:29
1,0,1,0,0,27,1,11,99,376,0,-3,6/21/17 13:30
1,0,1,0,0,28,1,12,99,288,0,-3,6/21/17 13:30
1,0,1,2,0,29,2,0,99,1740,0,-3,6/21/17 13:30
1,0,1,2,1,30,2,1,98,569,1,-6,6/21/17 13:30
1,0,1,2,0,31,2,2,98,285,0,-6,6/21/17 13:30
1,0,1,2,0,32,2,3,98,231,0,-6,6/21/17 13:30
1,0,1,2,0,33,2,4,98,239,0,-6,6/21/17 13:31
1,0,1,2,0,34,2,5,98,260,0,-6,6/21/17 13:31
1,0,1,2,0,35,2,6,98,165,0,-6,6/21/17 13:31
1,0,1,2,0,36,2,7,98,311,0,-6,6/21/17 13:31
1,0,1,2,0,37,2,8,98,245,0,-6,6/21/17 13:31
1,0,1,2,0,38,2,9,98,200,0,-6,6/21/17 13:31
1,0,1,2,0,39,2,10,98,176,0,-6,6/21/17 13:31
1,0,1,2,0,40,2,11,98,222,0,-6,6/21/17 13:31
1,0,1,2,0,41,2,12,98,231,0,-6,6/21/17 13:31
1,0,1,2,0,42,2,13,98,273,0,-6,6/21/17 13:31
1,0,1,2,0,43,2,14,98,276,0,-6,6/21/17 13:32
1,0,1,2,0,44,2,15,98,244,0,-6,6/21/17 13:32
1,0,1,2,0,45,2,16,98,228,0,-6,6/21/17 13:32
1,0,1,2,0,46,2,17,98,53,0,-6,6/21/17 13:32
1,0,1,2,0,47,2,18,98,319,0,-6,6/21/17 13:32
1,0,1,2,0,48,2,19,98,176,0,-6,6/21/17 13:32
2,1,1,1,1,0,0,0,97,8260,1,-1,6/21/17 13:44
2,1,1,1,0,1,0,1,97,2563,0,-1,6/21/17 13:44
2,1,1,1,0,2,0,2,97,1345,0,-1,6/21/17 13:44
2,1,1,1,0,3,0,3,97,1175,0,-1,6/21/17 13:44
2,1,1,1,0,4,0,4,97,1087,0,-1,6/21/17 13:45
2,1,1,1,0,5,0,5,97,1391,0,-1,6/21/17 13:45
2,1,1,1,0,6,0,6,97,1060,0,-1,6/21/17 13:45
2,1,1,1,0,7,0,7,97,1232,0,-1,6/21/17 13:45
2,1,1,1,0,8,0,8,97,1105,0,-1,6/21/17 13:45
2,1,1,1,0,9,0,9,97,818,0,-1,6/21/17 13:45
2,1,1,1,0,10,0,10,97,808,0,-1,6/21/17 13:45
2,1,1,1,0,11,0,11,97,1238,0,-1,6/21/17 13:46
2,1,1,1,0,12,0,12,97,1920,0,-1,6/21/17 13:46
2,1,1,1,0,13,0,13,97,1323,0,-1,6/21/17 13:46
2,1,1,1,0,14,0,14,97,1183,0,-1,6/21/17 13:46
2,1,1,1,0,15,0,15,97,1477,0,-1,6/21/17 13:46
2,1,1,1,0,16,0,16,97,1421,0,-1,6/21/17 13:47
2,0,1,0,0,17,1,0,97,11920,0,-1,6/21/17 13:47
2,0,1,0,0,18,1,1,97,1595,0,-1,6/21/17 13:47
2,0,1,0,0,19,1,2,97,1425,0,-1,6/21/17 13:48
2,0,1,0,0,20,1,3,97,1370,0,-1,6/21/17 13:48
2,0,1,0,0,21,1,4,97,1454,0,-1,6/21/17 13:48
2,0,1,0,0,22,1,5,97,1495,0,-1,6/21/17 13:48
2,0,1,0,0,23,1,6,97,1152,0,-1,6/21/17 13:48
2,0,1,0,0,24,1,7,97,1294,0,-1,6/21/17 13:48
2,0,1,0,0,25,1,8,97,1551,0,-1,6/21/17 13:49
2,0,1,0,0,26,1,9,97,1284,0,-1,6/21/17 13:49
2,0,1,0,0,27,1,10,97,2052,0,-1,6/21/17 13:49
2,0,1,0,0,28,1,11,97,2468,0,-1,6/21/17 13:49
2,0,1,0,0,29,1,12,97,1191,0,-1,6/21/17 13:49
2,0,1,0,0,30,1,13,97,1153,0,-1,6/21/17 13:49
2,0,1,0,0,31,1,14,97,1455,0,-1,6/21/17 13:49
2,0,1,0,0,32,1,15,97,1112,0,-1,6/21/17 13:50
2,0,1,0,0,33,1,16,97,1472,0,-1,6/21/17 13:50
2,0,1,0,0,34,1,17,97,1172,0,-1,6/21/17 13:50
2,0,1,0,0,35,1,18,97,1173,0,-1,6/21/17 13:50
2,1,1,2,1,36,2,0,94,2689,1,-2,6/21/17 13:51
2,1,1,2,1,37,2,1,91,1280,1,-3,6/21/17 13:51
2,1,1,2,1,38,2,2,88,2113,1,-4,6/21/17 13:51
2,1,1,2,1,39,2,3,85,1164,1,-5,6/21/17 13:51
2,1,1,2,1,40,2,4,82,1372,1,-6,6/21/17 13:51
2,1,1,2,1,41,2,5,79,1405,1,-7,6/21/17 13:51
2,1,1,2,1,42,2,6,76,1035,1,-8,6/21/17 13:52
2,1,1,2,1,43,2,7,73,2245,1,-9,6/21/17 13:52
2,1,1,2,1,44,2,8,70,584,1,-10,6/21/17 13:52
2,1,1,2,1,45,2,9,67,833,1,-11,6/21/17 13:52
2,1,1,2,1,46,2,10,64,1389,1,-12,6/21/17 13:52
2,1,1,2,1,47,2,11,61,887,1,-13,6/21/17 13:52
2,1,1,2,1,48,2,12,58,1818,1,-14,6/21/17 13:52
2,1,1,2,0,49,2,13,56,1463,1,-12,6/21/17 13:53
2,1,1,2,1,50,2,14,53,1000,1,-13,6/21/17 13:53
2,1,1,2,1,51,2,15,50,793,1,-14,6/21/17 13:53
2,1,1,2,1,52,2,16,47,463,1,-15,6/21/17 13:53
2,1,1,2,1,53,2,17,44,1665,1,-16,6/21/17 13:53
2,1,1,2,1,54,2,18,41,1015,1,-17,6/21/17 13:53
2,1,1,2,1,55,2,19,38,858,1,-18,6/21/17 13:53
3,1,1,1,0,0,0,0,98,2529,1,2,6/21/17 13:26
3,1,1,1,1,1,0,1,95,1393,1,1,6/21/17 13:26
3,1,1,1,1,2,0,2,94,3727,0,-2,6/21/17 13:26
3,1,1,1,0,3,0,3,94,2712,0,-2,6/21/17 13:26
3,1,1,1,0,4,0,4,94,750,0,-2,6/21/17 13:26
3,1,1,1,0,5,0,5,94,969,0,-2,6/21/17 13:27
3,1,1,1,0,6,0,6,94,1567,0,-2,6/21/17 13:27
3,1,1,1,0,7,0,7,94,1037,0,-2,6/21/17 13:27
3,1,1,1,0,8,0,8,94,1091,0,-2,6/21/17 13:27
3,1,1,1,0,9,0,9,94,932,0,-2,6/21/17 13:27
3,1,1,1,0,10,0,10,94,655,0,-2,6/21/17 13:27
3,1,1,1,0,11,0,11,94,1462,0,-2,6/21/17 13:27
3,1,1,1,0,12,0,12,94,695,0,-2,6/21/17 13:28
3,1,1,1,0,13,0,13,94,3853,0,-2,6/21/17 13:28
3,1,1,1,0,14,0,14,94,391,0,-2,6/21/17 13:28
3,1,1,1,0,15,0,15,94,413,0,-2,6/21/17 13:28
3,1,1,1,0,16,0,16,94,754,0,-2,6/21/17 13:28
3,1,1,1,0,17,0,17,94,1346,0,-2,6/21/17 13:28
3,0,1,0,1,18,1,0,96,1114,0,-4,6/21/17 13:29
3,0,1,0,1,19,1,1,98,270,0,-6,6/21/17 13:29
3,0,1,0,1,20,1,2,100,262,0,-8,6/21/17 13:29
3,0,1,0,1,21,1,3,102,351,0,-10,6/21/17 13:29
3,0,1,0,1,22,1,4,104,268,0,-12,6/21/17 13:29
3,0,1,0,1,23,1,5,106,876,0,-14,6/21/17 13:29
3,0,1,0,1,24,1,6,108,273,0,-16,6/21/17 13:30
3,0,1,0,1,25,1,7,110,354,0,-18,6/21/17 13:30
3,0,1,0,1,26,1,8,112,460,0,-20,6/21/17 13:30
3,0,1,0,1,27,1,9,114,262,0,-22,6/21/17 13:30
3,0,1,0,1,28,1,10,116,327,0,-24,6/21/17 13:30
3,0,1,0,1,29,1,11,118,283,0,-26,6/21/17 13:30
3,0,1,0,1,30,1,12,120,341,0,-28,6/21/17 13:30
3,0,1,0,1,31,1,13,122,299,0,-30,6/21/17 13:30
3,0,1,0,1,32,1,14,124,296,0,-32,6/21/17 13:31
3,0,1,0,1,33,1,15,126,368,0,-34,6/21/17 13:31
3,1,1,2,1,34,2,0,123,2565,1,-35,6/21/17 13:31
3,1,1,2,1,35,2,1,120,262,1,-36,6/21/17 13:31
3,1,1,2,0,36,2,2,118,161,1,-34,6/21/17 13:31
3,1,1,2,1,37,2,3,115,695,1,-35,6/21/17 13:31
3,1,1,2,1,38,2,4,112,251,1,-36,6/21/17 13:31
3,1,1,2,1,39,2,5,109,311,1,-37,6/21/17 13:31
3,1,1,2,1,40,2,6,106,352,1,-38,6/21/17 13:32
3,1,1,2,1,41,2,7,103,159,1,-39,6/21/17 13:32
3,1,1,2,1,42,2,8,100,433,1,-40,6/21/17 13:32
3,1,1,2,1,43,2,9,97,255,1,-41,6/21/17 13:32
3,1,1,2,0,44,2,10,95,1373,1,-39,6/21/17 13:32
3,1,1,2,0,45,2,11,93,320,1,-37,6/21/17 13:32
3,1,1,2,0,46,2,12,91,224,1,-35,6/21/17 13:32
3,1,1,2,0,47,2,13,89,276,1,-33,6/21/17 13:32
3,1,1,2,0,48,2,14,87,333,1,-31,6/21/17 13:32
3,1,1,2,0,49,2,15,85,269,1,-29,6/21/17 13:33
3,1,1,2,0,50,2,16,83,246,1,-27,6/21/17 13:33
3,1,1,2,0,51,2,17,81,14,1,-25,6/21/17 13:33
3,1,1,2,1,52,2,18,78,431,1,-26,6/21/17 13:33
3,1,1,2,1,53,2,19,75,216,1,-27,6/21/17 13:33
4,0,1,0,0,0,0,0,100,7155,0,0,6/21/17 14:01
4,0,1,0,0,1,0,1,100,658,0,0,6/21/17 14:01
4,0,1,0,0,2,0,2,100,452,0,0,6/21/17 14:01
4,0,1,0,0,3,0,3,100,429,0,0,6/21/17 14:01
4,0,1,0,0,4,0,4,100,346,0,0,6/21/17 14:01
4,0,1,0,0,5,0,5,100,2710,0,0,6/21/17 14:01
4,0,1,0,0,6,0,6,100,712,0,0,6/21/17 14:02
4,0,1,0,0,7,0,7,100,1906,0,0,6/21/17 14:02
4,0,1,0,0,8,0,8,100,405,0,0,6/21/17 14:02
4,0,1,0,0,9,0,9,100,347,0,0,6/21/17 14:02
4,0,1,0,0,10,0,10,100,1002,0,0,6/21/17 14:02
4,0,1,0,0,11,0,11,100,1956,0,0,6/21/17 14:02
4,0,1,0,0,12,0,12,100,715,0,0,6/21/17 14:02
4,0,1,0,0,13,0,13,100,686,0,0,6/21/17 14:02
4,0,1,0,0,14,0,14,100,979,0,0,6/21/17 14:03
4,0,1,0,0,15,0,15,100,884,0,0,6/21/17 14:03
4,0,1,0,0,16,0,16,100,739,0,0,6/21/17 14:03
4,1,1,1,1,17,1,0,97,1365,1,-1,6/21/17 14:03
4,1,1,1,0,18,1,1,97,664,0,-1,6/21/17 14:03
4,1,1,1,0,19,1,2,97,563,0,-1,6/21/17 14:04
4,1,1,1,0,20,1,3,97,494,0,-1,6/21/17 14:04
4,1,1,1,0,21,1,4,97,637,0,-1,6/21/17 14:04
4,1,1,1,0,22,1,5,97,277,0,-1,6/21/17 14:04
4,1,1,1,0,23,1,6,97,477,0,-1,6/21/17 14:04
4,1,1,1,0,24,1,7,97,392,0,-1,6/21/17 14:04
4,1,1,1,0,25,1,8,97,1438,0,-1,6/21/17 14:04
4,1,1,1,0,26,1,9,97,510,0,-1,6/21/17 14:04
4,1,1,2,1,27,2,0,94,309,1,-2,6/21/17 14:05
4,1,1,2,1,28,2,1,91,407,1,-3,6/21/17 14:05
4,1,1,2,1,29,2,2,88,342,1,-4,6/21/17 14:05
4,1,1,2,1,30,2,3,85,447,1,-5,6/21/17 14:05
4,1,1,2,1,31,2,4,82,724,1,-6,6/21/17 14:05
4,1,1,2,1,32,2,5,79,333,1,-7,6/21/17 14:05
4,1,1,2,1,33,2,6,76,2828,1,-8,6/21/17 14:05
4,1,1,2,1,34,2,7,73,437,1,-9,6/21/17 14:05
4,1,1,2,1,35,2,8,70,632,1,-10,6/21/17 14:06
4,1,1,2,1,36,2,9,67,535,1,-11,6/21/17 14:06
4,1,1,2,1,37,2,10,64,302,1,-12,6/21/17 14:06
4,1,1,2,1,38,2,11,61,581,1,-13,6/21/17 14:06
4,1,1,2,1,39,2,12,58,333,1,-14,6/21/17 14:06
4,1,1,2,1,40,2,13,55,564,1,-15,6/21/17 14:06
4,1,1,2,1,41,2,14,52,453,1,-16,6/21/17 14:06
4,1,1,2,1,42,2,15,49,325,1,-17,6/21/17 14:06
4,1,1,2,1,43,2,16,46,294,1,-18,6/21/17 14:07
4,1,1,2,1,44,2,17,43,268,1,-19,6/21/17 14:07
4,1,1,2,1,45,2,18,40,405,1,-20,6/21/17 14:07
4,1,1,2,1,46,2,19,37,1004,1,-21,6/21/17 14:07
5,0,1,0,1,0,0,0,102,2814,0,-2,6/21/17 13:28
5,0,1,0,1,1,0,1,104,2638,0,-4,6/21/17 13:29
5,0,1,0,1,2,0,2,106,1425,0,-6,6/21/17 13:29
5,0,1,0,1,3,0,3,108,1254,0,-8,6/21/17 13:29
5,0,1,0,1,4,0,4,110,739,0,-10,6/21/17 13:29
5,0,1,0,1,5,0,5,112,1825,0,-12,6/21/17 13:29
5,0,1,0,1,6,0,6,114,874,0,-14,6/21/17 13:29
5,0,1,0,1,7,0,7,116,1941,0,-16,6/21/17 13:29
5,0,1,0,1,8,0,8,118,806,0,-18,6/21/17 13:30
5,0,1,0,1,9,0,9,120,729,0,-20,6/21/17 13:30
5,0,1,0,0,10,0,10,120,696,0,-20,6/21/17 13:30
5,1,1,1,0,11,1,0,118,8059,1,-18,6/21/17 13:30
5,1,1,1,1,12,1,1,115,1001,1,-19,6/21/17 13:30
5,1,1,1,0,13,1,2,115,865,0,-19,6/21/17 13:31
5,1,1,1,0,14,1,3,115,857,0,-19,6/21/17 13:31
5,1,1,1,0,15,1,4,115,649,0,-19,6/21/17 13:31
5,1,1,1,0,16,1,5,115,578,0,-19,6/21/17 13:31
5,1,1,1,0,17,1,6,115,873,0,-19,6/21/17 13:31
5,1,1,1,0,18,1,7,115,1502,0,-19,6/21/17 13:31
5,1,1,1,0,19,1,8,115,841,0,-19,6/21/17 13:31
5,1,1,1,0,20,1,9,115,908,0,-19,6/21/17 13:32
5,1,1,1,0,21,1,10,115,891,0,-19,6/21/17 13:32
5,1,1,1,0,22,1,11,115,674,0,-19,6/21/17 13:32
5,1,1,1,0,23,1,12,115,755,0,-19,6/21/17 13:32
5,1,1,2,1,24,2,0,112,588,1,-20,6/21/17 13:32
5,1,1,2,1,25,2,1,109,1270,1,-21,6/21/17 13:32
5,1,1,2,1,26,2,2,106,929,1,-22,6/21/17 13:32
5,1,1,2,0,27,2,3,104,1074,1,-20,6/21/17 13:33
5,1,1,2,1,28,2,4,101,735,1,-21,6/21/17 13:33
5,1,1,2,1,29,2,5,98,771,1,-22,6/21/17 13:33
5,1,1,2,1,30,2,6,95,928,1,-23,6/21/17 13:34
5,1,1,2,1,31,2,7,92,1281,1,-24,6/21/17 13:34
5,1,1,2,1,32,2,8,89,852,1,-25,6/21/17 13:34
5,1,1,2,1,33,2,9,86,805,1,-26,6/21/17 13:34
5,1,1,2,1,34,2,10,83,1512,1,-27,6/21/17 13:34
5,1,1,2,1,35,2,11,80,399,1,-28,6/21/17 13:34
5,1,1,2,0,36,2,12,78,1451,1,-26,6/21/17 13:34
5,1,1,2,0,37,2,13,76,896,1,-24,6/21/17 13:34
5,1,1,2,1,38,2,14,73,517,1,-25,6/21/17 13:35
5,1,1,2,1,39,2,15,70,1434,1,-26,6/21/17 13:35
5,1,1,2,1,40,2,16,67,620,1,-27,6/21/17 13:36
5,1,1,2,0,41,2,17,65,1471,1,-25,6/21/17 13:36
5,1,1,2,0,42,2,18,63,360,1,-23,6/21/17 13:36
5,1,1,2,0,43,2,19,61,699,1,-21,6/21/17 13:36
6,0,0,2,0,0,0,0,100,2492,0,0,6/21/17 13:40
6,0,0,2,0,1,0,1,100,926,0,0,6/21/17 13:40
6,0,0,2,0,2,0,2,100,1302,0,0,6/21/17 13:41
6,0,0,2,0,3,0,3,100,521,0,0,6/21/17 13:41
6,0,0,2,0,4,0,4,100,1502,0,0,6/21/17 13:41
6,0,0,2,0,5,0,5,100,824,0,0,6/21/17 13:41
6,0,0,2,0,6,0,6,100,462,0,0,6/21/17 13:41
6,0,0,2,0,7,0,7,100,240,0,0,6/21/17 13:41
6,0,0,2,0,8,0,8,100,868,0,0,6/21/17 13:42
6,0,0,2,0,9,0,9,100,625,0,0,6/21/17 13:42
6,0,0,2,0,10,0,10,100,358,0,0,6/21/17 13:42
6,0,0,2,0,11,0,11,100,690,0,0,6/21/17 13:42
6,0,0,2,0,12,0,12,100,553,0,0,6/21/17 13:42
6,0,0,2,0,13,0,13,100,651,0,0,6/21/17 13:42
6,0,0,2,0,14,0,14,100,714,0,0,6/21/17 13:42
6,0,0,2,0,15,0,15,100,923,0,0,6/21/17 13:43
6,0,0,2,0,16,0,16,100,1312,0,0,6/21/17 13:43
6,0,0,2,0,17,0,17,100,368,0,0,6/21/17 13:43
6,0,0,2,0,18,0,18,100,907,0,0,6/21/17 13:43
6,0,0,2,0,19,0,19,100,614,0,0,6/21/17 13:43
6,0,0,0,0,20,1,0,100,1443,0,0,6/21/17 13:43
6,0,0,0,0,21,1,1,100,658,0,0,6/21/17 13:43
6,0,0,0,0,22,1,2,100,407,0,0,6/21/17 13:43
6,0,0,0,0,23,1,3,100,557,0,0,6/21/17 13:44
6,0,0,0,0,24,1,4,100,755,0,0,6/21/17 13:44
6,0,0,0,0,25,1,5,100,663,0,0,6/21/17 13:44
6,0,0,0,0,26,1,6,100,8761,0,0,6/21/17 13:44
6,0,0,0,0,27,1,7,100,779,0,0,6/21/17 13:44
6,0,0,0,0,28,1,8,100,833,0,0,6/21/17 13:44
6,0,0,0,0,29,1,9,100,766,0,0,6/21/17 13:44
6,0,0,0,0,30,1,10,100,714,0,0,6/21/17 13:45
6,0,0,0,0,31,1,11,100,492,0,0,6/21/17 13:45
6,0,0,0,0,32,1,12,100,648,0,0,6/21/17 13:45
6,0,0,0,0,33,1,13,100,762,0,0,6/21/17 13:45
6,0,0,0,0,34,1,14,100,961,0,0,6/21/17 13:45
6,1,0,1,1,35,2,0,97,6076,1,-1,6/21/17 13:45
6,1,0,1,0,36,2,1,97,1753,0,-1,6/21/17 13:46
6,1,0,1,0,37,2,2,97,564,0,-1,6/21/17 13:46
6,1,0,1,0,38,2,3,97,536,0,-1,6/21/17 13:46
6,1,0,1,0,39,2,4,97,978,0,-1,6/21/17 13:46
6,1,0,1,0,40,2,5,97,8301,0,-1,6/21/17 13:46
6,1,0,1,0,41,2,6,97,1355,0,-1,6/21/17 13:46
6,1,0,1,0,42,2,7,97,869,0,-1,6/21/17 13:46
6,1,0,1,0,43,2,8,97,1183,0,-1,6/21/17 13:47
6,1,0,1,0,44,2,9,97,875,0,-1,6/21/17 13:47
6,1,0,1,0,45,2,10,97,4214,0,-1,6/21/17 13:47
6,1,0,1,0,46,2,11,97,972,0,-1,6/21/17 13:47
6,1,0,1,0,47,2,12,97,556,0,-1,6/21/17 13:47
6,1,0,1,0,48,2,13,97,609,0,-1,6/21/17 13:48
6,1,0,1,0,49,2,14,97,1221,0,-1,6/21/17 13:48
7,1,0,2,1,0,0,0,97,4451,1,-1,6/21/17 13:32
7,1,0,2,1,1,0,1,94,350,1,-2,6/21/17 13:32
7,1,0,2,1,2,0,2,91,326,1,-3,6/21/17 13:32
7,1,0,2,1,3,0,3,88,1030,1,-4,6/21/17 13:32
7,1,0,2,1,4,0,4,85,319,1,-5,6/21/17 13:32
7,1,0,2,1,5,0,5,82,278,1,-6,6/21/17 13:33
7,1,0,2,1,6,0,6,79,613,1,-7,6/21/17 13:33
7,1,0,2,1,7,0,7,76,302,1,-8,6/21/17 13:33
7,1,0,2,1,8,0,8,73,502,1,-9,6/21/17 13:33
7,1,0,2,1,9,0,9,70,413,1,-10,6/21/17 13:33
7,1,0,2,1,10,0,10,67,694,1,-11,6/21/17 13:33
7,1,0,2,1,11,0,11,64,2388,1,-12,6/21/17 13:33
7,1,0,2,1,12,0,12,61,398,1,-13,6/21/17 13:33
7,1,0,2,1,13,0,13,58,342,1,-14,6/21/17 13:33
7,1,0,2,1,14,0,14,55,389,1,-15,6/21/17 13:34
7,1,0,2,1,15,0,15,52,492,1,-16,6/21/17 13:34
7,1,0,2,1,16,0,16,49,534,1,-17,6/21/17 13:34
7,1,0,2,1,17,0,17,46,2750,1,-18,6/21/17 13:34
7,1,0,2,1,18,0,18,43,564,1,-19,6/21/17 13:34
7,1,0,2,1,19,0,19,40,244,1,-20,6/21/17 13:34
7,1,0,1,1,20,1,0,37,357,1,-21,6/21/17 13:35
7,1,0,1,0,21,1,1,37,1111,0,-21,6/21/17 13:35
7,1,0,1,0,22,1,2,37,302,0,-21,6/21/17 13:35
7,1,0,1,0,23,1,3,37,1389,0,-21,6/21/17 13:35
7,1,0,1,0,24,1,4,37,317,0,-21,6/21/17 13:35
7,1,0,1,0,25,1,5,37,1214,0,-21,6/21/17 13:35
7,1,0,1,0,26,1,6,37,981,0,-21,6/21/17 13:35
7,1,0,1,0,27,1,7,37,326,0,-21,6/21/17 13:35
7,1,0,1,0,28,1,8,37,302,0,-21,6/21/17 13:36
7,1,0,1,0,29,1,9,37,2102,0,-21,6/21/17 13:36
7,1,0,1,0,30,1,10,37,678,0,-21,6/21/17 13:36
7,1,0,1,0,31,1,11,37,590,0,-21,6/21/17 13:36
7,1,0,1,0,32,1,12,37,255,0,-21,6/21/17 13:36
7,0,0,0,1,33,2,0,39,3566,0,-23,6/21/17 13:36
7,0,0,0,1,34,2,1,41,461,0,-25,6/21/17 13:37
7,0,0,0,1,35,2,2,43,326,0,-27,6/21/17 13:37
7,0,0,0,1,36,2,3,45,341,0,-29,6/21/17 13:37
7,0,0,0,1,37,2,4,47,332,0,-31,6/21/17 13:37
7,0,0,0,1,38,2,5,49,252,0,-33,6/21/17 13:37
7,0,0,0,1,39,2,6,51,381,0,-35,6/21/17 13:37
7,0,0,0,1,40,2,7,53,540,0,-37,6/21/17 13:37
7,0,0,0,1,41,2,8,55,310,0,-39,6/21/17 13:37
7,0,0,0,1,42,2,9,57,236,0,-41,6/21/17 13:37
7,0,0,0,1,43,2,10,59,324,0,-43,6/21/17 13:38
7,0,0,0,1,44,2,11,61,308,0,-45,6/21/17 13:38
7,0,0,0,1,45,2,12,63,949,0,-47,6/21/17 13:38
7,0,0,0,1,46,2,13,65,893,0,-49,6/21/17 13:38
8,1,0,2,0,0,0,0,98,4159,1,2,6/21/17 13:28
8,1,0,2,1,1,0,1,95,6236,1,1,6/21/17 13:28
8,1,0,2,1,2,0,2,92,3201,1,0,6/21/17 13:28
8,1,0,2,1,3,0,3,89,2445,1,-1,6/21/17 13:28
8,1,0,2,1,4,0,4,86,2188,1,-2,6/21/17 13:28
8,1,0,2,1,5,0,5,83,2212,1,-3,6/21/17 13:29
8,1,0,2,1,6,0,6,80,4032,1,-4,6/21/17 13:29
8,1,0,2,1,7,0,7,77,846,1,-5,6/21/17 13:29
8,1,0,2,1,8,0,8,74,6584,1,-6,6/21/17 13:29
8,1,0,2,1,9,0,9,71,952,1,-7,6/21/17 13:29
8,1,0,2,1,10,0,10,68,707,1,-8,6/21/17 13:29
8,1,0,2,1,11,0,11,65,581,1,-9,6/21/17 13:30
8,1,0,2,1,12,0,12,62,764,1,-10,6/21/17 13:30
8,1,0,2,1,13,0,13,59,5890,1,-11,6/21/17 13:30
8,1,0,2,1,14,0,14,56,1058,1,-12,6/21/17 13:30
8,1,0,2,0,15,0,15,54,5645,1,-10,6/21/17 13:30
8,1,0,2,1,16,0,16,51,4054,1,-11,6/21/17 13:30
8,1,0,2,1,17,0,17,48,683,1,-12,6/21/17 13:31
8,1,0,2,1,18,0,18,45,704,1,-13,6/21/17 13:31
8,1,0,2,1,19,0,19,42,337,1,-14,6/21/17 13:31
8,1,0,1,1,20,1,0,39,558,1,-15,6/21/17 13:31
8,1,0,1,0,21,1,1,39,1857,0,-15,6/21/17 13:31
8,1,0,1,0,22,1,2,39,419,0,-15,6/21/17 13:31
8,1,0,1,0,23,1,3,39,454,0,-15,6/21/17 13:32
8,1,0,1,0,24,1,4,39,2822,0,-15,6/21/17 13:32
8,1,0,1,0,25,1,5,39,1496,0,-15,6/21/17 13:32
8,1,0,1,0,26,1,6,39,1009,0,-15,6/21/17 13:32
8,1,0,1,0,27,1,7,39,962,0,-15,6/21/17 13:32
8,1,0,1,0,28,1,8,39,426,0,-15,6/21/17 13:32
8,1,0,1,0,29,1,9,39,1737,0,-15,6/21/17 13:32
8,1,0,1,0,30,1,10,39,745,0,-15,6/21/17 13:32
8,1,0,1,0,31,1,11,39,503,0,-15,6/21/17 13:33
8,1,0,1,0,32,1,12,39,563,0,-15,6/21/17 13:33
8,1,0,1,0,33,1,13,39,431,0,-15,6/21/17 13:33
8,1,0,1,0,34,1,14,39,320,0,-15,6/21/17 13:33
8,1,0,1,0,35,1,15,39,460,0,-15,6/21/17 13:33
8,0,0,0,0,36,2,0,39,7474,0,-15,6/21/17 13:33
8,0,0,0,0,37,2,1,39,577,0,-15,6/21/17 13:33
8,0,0,0,0,38,2,2,39,781,0,-15,6/21/17 13:34
8,0,0,0,0,39,2,3,39,721,0,-15,6/21/17 13:34
8,0,0,0,0,40,2,4,39,374,0,-15,6/21/17 13:34
8,0,0,0,0,41,2,5,39,504,0,-15,6/21/17 13:34
8,0,0,0,0,42,2,6,39,706,0,-15,6/21/17 13:34
8,0,0,0,0,43,2,7,39,695,0,-15,6/21/17 13:34
8,0,0,0,0,44,2,8,39,464,0,-15,6/21/17 13:34
8,0,0,0,0,45,2,9,39,352,0,-15,6/21/17 13:34
8,0,0,0,0,46,2,10,39,413,0,-15,6/21/17 13:35
8,0,0,0,0,47,2,11,39,538,0,-15,6/21/17 13:35
8,0,0,0,0,48,2,12,39,638,0,-15,6/21/17 13:35
