"subject","version","assignmentId","role","orderCond","s","c","p","oppType","choice","globalRound","matchNum","matchRound","score","rt","oppChoice","oppScore","stamp","id"
"A2EFD7AW29IXUR","sp_v3_real2","3WETL7AQWT929YUB237C25KU1J0530","0","1","1","1","3","1","0","14","1","4","120","1123","0","0","2017-06-21 18:10:01","6600"
"A190IBYOQFSPHS","sp_v3_real2","3Q5ZZ9ZEVOGOAV0HEK28TMS5H5S58S","1","1","1","2","3","0","0","11","0","11","120","309","0","0","2017-06-21 18:10:01","6601"
"A118Y4ND7AFS2J","sp_v3_real2","3AZHRG4CU4L3ER8A5X10LAO3KBP30D","1","0","2","2","4","2","1","15","0","15","56","764","1","-32","2017-06-21 18:10:01","6602"
"A2X0INESXSR699","sp_v3_real2","3CCZ6YKWR7KOO0JRJC8MTING1BA59H","0","0","3","1","5","2","0","2","0","2","118","2846","0","-4","2017-06-21 18:10:02","6603"
"AFZ7Z5FOWM9VN
","sp_v3_real2","379J5II41OHJLLDTJA4F2LKOEYQELO","1","1","2","1","5","0","0","9","0","9","120","501","0","0","2017-06-21 18:10:02","6604"
"A1HXZLVIVK5HJE","sp_v3_real2","35GMH2SV3EIRR6GQW2K7U2OI93VEO5","1","1","2","2","6","0","0","17","0","17","120","374","0","0","2017-06-21 18:10:02","6605"
"A3I3ZSEADKVJ45","sp_v3_real2","33SA9F9TRXVZWFPSNOBHBW14C5UEWH","1","1","3","1","4","0","1","7","0","7","114","879","0","-24","2017-06-21 18:10:02","6606"
"A2WZBF5HUJGT5Z","sp_v3_real2","3JC6VJ2SABK2TJTWBIMMPDY07TS5AW","1","1","3","1","7","0","0","9","0","9","120","525","0","0","2017-06-21 18:10:02","6607"
"A2XKVB8BRQBL73","sp_v3_real2","3X65QVEQI0O4ONTFNJYKCXKLTMDCLT","1","0","1","1","5","2","1","12","0","12","94","878","1","-52","2017-06-21 18:10:03","6608"
"A2NGQVFMEXXA7G","sp_v3_real2","3E47SOBEYQX2YML92G17KHSTCIJCIF","1","0","2","3","5","2","0","9","0","9","100","597","1","20","2017-06-21 18:10:03","6609"
"ANPMO5PXKDTXF","sp_v3_real2","3K772S5NP8CHZPU3SPPHATRHXHHEHH","1","1","4","4","7","0","0","14","0","14","120","888","0","0","2017-06-21 18:10:03","6610"
"A3QCDD464YDU4R","sp_v3_real2","3V5Q80FXIXSAA1BOKK5E4YHIH9932X","0","1","2","3","3","1","1","8","0","8","124","2181","0","-16","2017-06-21 18:10:03","6611"
"AMDPJ713Z3IJL","sp_v3_real2","3EICBYG644XYTX5FKYM7WI7TPX8CJR","0","0","4","3","7","2","1","4","0","4","105","510","1","-35","2017-06-21 18:10:03","6612"
"AXAE6TVUBSQ9N","sp_v3_real2","3K772S5NP8CHZPU3SPPHATRHXHHHEK","0","0","1","2","2","2","0","10","0","10","120","1546","0","0","2017-06-21 18:10:04","6613"
"A38VMTKS30TQZB","sp_v3_real2","3FE7TXL1LIO2H2HQIVHAH6ATR1N2QZ","0","1","3","1","7","1","0","3","0","3","120","286","0","0","2017-06-21 18:10:04","6614"
"ALL5YYZDJ4FB2","sp_v3_real2","3LQ8PUHQFLTTFUWPO8F8V8P9PAOHIT","0","0","1","1","5","2","0","7","0","7","108","858","0","-6","2017-06-21 18:10:04","6615"
"A9KUDJIUCERON","sp_v3_real2","3PWWM24LHSZWBYHUW10AVFPTXV182U","0","0","2","1","5","2","0","18","0","18","120","953","0","0","2017-06-21 18:10:04","6616"
"A11F4IUH4FLJTH
","sp_v3_real2","3JMSRU9HQIVMHQPNXE6LPUIQ5WSEV7","1","0","1","1","5","2","0","2","0","2","116","3130","1","-2","2017-06-21 18:10:05","6618"
"AZZA3J049G7R5","sp_v3_real2","39LOEL67OS6LWGDD01EFEPUL391835","0","1","1","3","2","1","0","12","1","1","120","341","0","0","2017-06-21 18:10:05","6619"
"AFOBK6GQC2TJZ","sp_v3_real2","3LRKMWOKB5IBVUIH5R0N8ZMXW482ZT","1","0","1","4","4","2","0","1","0","1","118","1199","1","2","2017-06-21 18:10:05","6620"
"A3T1GP1D5ECT8A","sp_v3_real2","3W8CV64QJ2004T3MKE9VIFQ66K1H9A","1","0","2","1","6","2","1","9","0","9","91","457","1","-34","2017-06-21 18:10:05","6621"
"A1FJKYOF7F7AQF","sp_v3_real2","382M9COHEHGM4B0NSOWGT8G7RPJEUI","0","0","1","2","2","2","1","7","0","7","115","467","1","-15","2017-06-21 18:10:05","6622"
"A9V0DAEKT43K0","sp_v3_real2","3300DTYQT2IUCIT6BFCBJ7JIO4DEQD","1","1","1","2","4","0","0","11","0","11","120","432","0","0","2017-06-21 18:10:05","6623"
"A3GEHH49HNJM57","sp_v3_real2","3NJM2BJS4W7UF88DFBRRTET5YWECPR","0","0","2","1","6","2","0","1","0","1","116","5193","0","-3","2017-06-21 18:10:05","6624"
"A3DHJKFQBKI7QC","sp_v3_real2","3WMINLGALB4NS42BQS9U3J4AZAEAC9","1","0","3","1","6","2","1","14","0","14","61","438","1","-39","2017-06-21 18:10:06","6625"
"A1GRPIBHW72HDU","sp_v3_real2","3JJVG1YBEBY7CTYOHWMIKOI6PBD5BR","1","0","3","3","4","2","0","4","0","4","105","797","1","15","2017-06-21 18:10:06","6626"
"A1ALBJU1XOKYFH","sp_v3_real2","3DY46V3X3PJ5NDHFGMV5H2IEFFR55Q","0","1","4","3","5","1","0","19","1","0","120","1501","0","0","2017-06-21 18:10:06","6627"
"A1X0H6VAK3AQE9","sp_v3_real2","31UV0MXWNQDHZ1CUN6EZ6BMJK1X5I0","1","0","2","4","3","2","1","11","0","11","52","267","1","-9","2017-06-21 18:10:07","6628"
"A2XTKDNUT24SE1","sp_v3_real2","39K0FND3AHG01QE23H386F9MTOIAMR","1","0","1","2","5","2","1","11","0","11","100","662","1","-8","2017-06-21 18:10:07","6629"
"A1H2E85EW10IO3","sp_v3_real2","37M28K1J0QEA0I8H0KQGQNH5PUNAJN","0","0","4","2","7","2","0","8","0","8","111","1507","0","-18","2017-06-21 18:10:07","6630"
"A3FJE9AUW0O41D","sp_v3_real2","3LOZAJ85YDEMQZI249C2BE6MO4A2XW","1","0","3","4","6","2","1","8","0","8","57","409","1","-27","2017-06-21 18:10:07","6631"
"A1AF6EW9YUMER9","sp_v3_real2","3EO896NRAWWFFE7Q6KHXLS7XDJ8JTH","1","1","2","2","5","0","0","17","1","6","120","330","0","0","2017-06-21 18:10:07","6632"
"A25VT8VMVWY4X0","sp_v3_real2","3A4TN5196KJ22RAPWYJMK5REC54HCR","1","0","4","4","5","1","0","21","1","1","109","676","0","-25","2017-06-21 18:10:07","6633"
"A1R6ZLM9V362F7","sp_v3_real2","37UQDCYH6XW18BADA6SFJKQ9J9O7VE","0","0","4","3","8","2","0","17","0","17","80","2791","0","-70","2017-06-21 18:10:07","6634"
"A34930YXVQ8SUT","sp_v3_real2","3Q5C1WP23M26ZVGWFZTTEC5X3ZM518","0","0","3","3","4","2","0","17","0","17","120","3206","0","0","2017-06-21 18:10:07","6635"
"A10GJ2FOR16B2I","sp_v3_real2","3RSDURM96AN3LKKS2PT5WTMKNDUEYG","1","1","1","3","2","0","0","12","0","12","120","1109","0","0","2017-06-21 18:10:07","6636"
"A24F1UPER626KR","sp_v3_real2","3Z7EFSHGN9FZOHA41218NRF80VMXCZ","0","0","2","1","6","2","0","6","0","6","120","669","0","0","2017-06-21 18:10:07","6637"
"A2O9DCJ35SXHXI","sp_v3_real2","3Q8GYXHFEP3QMYQUVWIDV8OO7WD5CY","0","0","2","2","3","2","0","3","0","3","120","2102","0","0","2017-06-21 18:10:08","6638"
"A6M7YIG6KKHPA","sp_v3_real2","3RJSC4XJ10V6S6VEJGPT07MNY7G505","0","0","3","4","4","2","0","8","0","8","117","723","0","-21","2017-06-21 18:10:08","6639"
"A189V9652OVX56","sp_v3_real2","3KGTPGBS6XMU9VO7Z41FR77IUMT2U4","0","0","4","1","8","2","0","9","0","9","120","1627","0","0","2017-06-21 18:10:08","6640"
"A5ET25WTBJC0J","sp_v3_real2","3L4D84MILZTPA5GV6Q0879492PDHJ5","0","1","1","4","2","0","0","7","0","7","120","1621","0","0","2017-06-21 18:10:08","6641"
"A118Y4ND7AFS2J","sp_v3_real2","3AZHRG4CU4L3ER8A5X10LAO3KBP30D","1","0","2","2","4","2","1","16","0","16","52","634","1","-34","2017-06-21 18:10:09","6642"
"A2E746SZEOVYXS","sp_v3_real2","3I7DHKZYGN1XPAA4MY8E3E9R4955F9","1","0","3","2","6","2","0","3","0","3","108","910","1","12","2017-06-21 18:10:09","6643"
"A2EFD7AW29IXUR","sp_v3_real2","3WETL7AQWT929YUB237C25KU1J0530","0","1","1","1","3","1","0","15","1","5","120","596","0","0","2017-06-21 18:10:09","6644"
"A2WZBF5HUJGT5Z","sp_v3_real2","3JC6VJ2SABK2TJTWBIMMPDY07TS5AW","1","1","3","1","7","0","0","10","0","10","120","270","0","0","2017-06-21 18:10:09","6645"
"AFZ7Z5FOWM9VN
","sp_v3_real2","379J5II41OHJLLDTJA4F2LKOEYQELO","1","1","2","1","5","0","0","10","0","10","120","490","0","0","2017-06-21 18:10:09","6646"
"A3I3ZSEADKVJ45","sp_v3_real2","33SA9F9TRXVZWFPSNOBHBW14C5UEWH","1","1","3","1","4","0","1","8","0","8","113","381","0","-28","2017-06-21 18:10:09","6647"
"A1HXZLVIVK5HJE","sp_v3_real2","35GMH2SV3EIRR6GQW2K7U2OI93VEO5","1","1","2","2","6","0","0","18","0","18","120","348","0","0","2017-06-21 18:10:09","6648"
"A2NGQVFMEXXA7G","sp_v3_real2","3E47SOBEYQX2YML92G17KHSTCIJCIF","1","0","2","3","5","2","0","10","0","10","98","589","1","22","2017-06-21 18:10:09","6649"
"A3USP1ZP069KCK","sp_v3_real2","3Z4XG4ZF48SXCEKRKQL3L5JPA41X8T","1","1","4","3","5","0","0","4","0","4","120","1062","0","0","2017-06-21 18:10:10","6650"
"A38VMTKS30TQZB","sp_v3_real2","3FE7TXL1LIO2H2HQIVHAH6ATR1N2QZ","0","1","3","1","7","1","0","4","0","4","120","292","0","0","2017-06-21 18:10:10","6651"
"AKZA41N1TOI1H","sp_v3_real2","34QN5IT0TZSPFOEGHEWWCRWE0XH082","0","1","3","4","6","1","0","16","1","2","120","741","0","0","2017-06-21 18:10:10","6652"
"A2X0INESXSR699","sp_v3_real2","3CCZ6YKWR7KOO0JRJC8MTING1BA59H","0","0","3","1","5","2","0","3","0","3","118","2380","0","-4","2017-06-21 18:10:11","6653"
"AXAE6TVUBSQ9N","sp_v3_real2","3K772S5NP8CHZPU3SPPHATRHXHHHEK","0","0","1","2","2","2","0","11","0","11","120","776","0","0","2017-06-21 18:10:11","6654"
"A2XKVB8BRQBL73","sp_v3_real2","3X65QVEQI0O4ONTFNJYKCXKLTMDCLT","1","0","1","1","5","2","1","13","0","13","92","1796","1","-56","2017-06-21 18:10:11","6656"
"A3QCDD464YDU4R","sp_v3_real2","3V5Q80FXIXSAA1BOKK5E4YHIH9932X","0","1","2","3","3","1","1","9","0","9","126","1812","0","-18","2017-06-21 18:10:12","6657"
"A3T1GP1D5ECT8A","sp_v3_real2","3W8CV64QJ2004T3MKE9VIFQ66K1H9A","1","0","2","1","6","2","0","10","0","10","89","742","1","-32","2017-06-21 18:10:12","6658"
"AZZA3J049G7R5","sp_v3_real2","39LOEL67OS6LWGDD01EFEPUL391835","0","1","1","3","2","1","0","13","1","2","120","261","0","0","2017-06-21 18:10:12","6659"
"A1ALBJU1XOKYFH","sp_v3_real2","3DY46V3X3PJ5NDHFGMV5H2IEFFR55Q","0","1","4","3","5","1","0","20","1","1","120","363","0","0","2017-06-21 18:10:12","6660"
"A9KUDJIUCERON","sp_v3_real2","3PWWM24LHSZWBYHUW10AVFPTXV182U","0","0","2","1","5","2","0","19","0","19","120","1202","0","0","2017-06-21 18:10:13","6661"
"A3JKFYKPYYR0O0","sp_v3_real2","3RJSC4XJ10V6S6VEJGPT07MNY7G050","1","1","3","3","4","1","0","1","0","1","114","3438","1","6","2017-06-21 18:10:13","6662"
"ALL5YYZDJ4FB2","sp_v3_real2","3LQ8PUHQFLTTFUWPO8F8V8P9PAOHIT","0","0","1","1","5","2","0","8","0","8","108","853","0","-6","2017-06-21 18:10:13","6663"
"A3DHJKFQBKI7QC","sp_v3_real2","3WMINLGALB4NS42BQS9U3J4AZAEAC9","1","0","3","1","6","2","1","15","0","15","57","340","1","-42","2017-06-21 18:10:13","6664"
"A1X0H6VAK3AQE9","sp_v3_real2","31UV0MXWNQDHZ1CUN6EZ6BMJK1X5I0","1","0","2","4","3","2","1","12","0","12","46","324","1","-10","2017-06-21 18:10:13","6665"
"A1GRPIBHW72HDU","sp_v3_real2","3JJVG1YBEBY7CTYOHWMIKOI6PBD5BR","1","0","3","3","4","2","0","5","0","5","102","560","1","18","2017-06-21 18:10:13","6666"
"A25VT8VMVWY4X0","sp_v3_real2","3A4TN5196KJ22RAPWYJMK5REC54HCR","1","0","4","4","5","1","0","22","1","2","109","430","0","-25","2017-06-21 18:10:14","6667"
"A190IBYOQFSPHS","sp_v3_real2","3Q5ZZ9ZEVOGOAV0HEK28TMS5H5S58S","1","1","1","2","3","0","0","12","0","12","120","813","0","0","2017-06-21 18:10:14","6668"
"A1FJKYOF7F7AQF","sp_v3_real2","382M9COHEHGM4B0NSOWGT8G7RPJEUI","0","0","1","2","2","2","1","8","0","8","114","1179","1","-18","2017-06-21 18:10:14","6669"
"A2XTKDNUT24SE1","sp_v3_real2","39K0FND3AHG01QE23H386F9MTOIAMR","1","0","1","2","5","2","1","12","0","12","97","326","1","-12","2017-06-21 18:10:14","6670"
"A24F1UPER626KR","sp_v3_real2","3Z7EFSHGN9FZOHA41218NRF80VMXCZ","0","0","2","1","6","2","0","7","0","7","120","415","0","0","2017-06-21 18:10:14","6671"
"A1AF6EW9YUMER9","sp_v3_real2","3EO896NRAWWFFE7Q6KHXLS7XDJ8JTH","1","1","2","2","5","0","0","18","1","7","120","886","0","0","2017-06-21 18:10:14","6672"
"A6M7YIG6KKHPA","sp_v3_real2","3RJSC4XJ10V6S6VEJGPT07MNY7G505","0","0","3","4","4","2","0","9","0","9","117","815","0","-21","2017-06-21 18:10:15","6673"
"A10GJ2FOR16B2I","sp_v3_real2","3RSDURM96AN3LKKS2PT5WTMKNDUEYG","1","1","1","3","2","0","0","13","0","13","120","798","0","0","2017-06-21 18:10:15","6674"
"A3GEHH49HNJM57","sp_v3_real2","3NJM2BJS4W7UF88DFBRRTET5YWECPR","0","0","2","1","6","2","0","2","0","2","116","3109","0","-3","2017-06-21 18:10:15","6675"
"A3FJE9AUW0O41D","sp_v3_real2","3LOZAJ85YDEMQZI249C2BE6MO4A2XW","1","0","3","4","6","2","1","9","0","9","50","418","1","-30","2017-06-21 18:10:15","6676"
"AHUKCHMKUJHQQ","sp_v3_real2","39ZSFO5CA8XUFRMF6P77QOTZWXFJU8","0","1","1","3","3","1","0","0","0","0","120","7969","0","0","2017-06-21 18:10:15","6677"
"A1R6ZLM9V362F7","sp_v3_real2","37UQDCYH6XW18BADA6SFJKQ9J9O7VE","0","0","4","3","8","2","0","18","0","18","80","1121","0","-70","2017-06-21 18:10:15","6678"
"A189V9652OVX56","sp_v3_real2","3KGTPGBS6XMU9VO7Z41FR77IUMT2U4","0","0","4","1","8","2","0","10","0","10","120","520","0","0","2017-06-21 18:10:15","6679"
"A2O9DCJ35SXHXI","sp_v3_real2","3Q8GYXHFEP3QMYQUVWIDV8OO7WD5CY","0","0","2","2","3","2","0","4","0","4","120","1236","0","0","2017-06-21 18:10:15","6680"
"AFOBK6GQC2TJZ","sp_v3_real2","3LRKMWOKB5IBVUIH5R0N8ZMXW482ZT","1","0","1","4","4","2","0","2","0","2","117","2116","1","3","2017-06-21 18:10:15","6681"
"A1H2E85EW10IO3","sp_v3_real2","37M28K1J0QEA0I8H0KQGQNH5PUNAJN","0","0","4","2","7","2","0","9","0","9","111","1312","0","-18","2017-06-21 18:10:16","6682"
"A3I3ZSEADKVJ45","sp_v3_real2","33SA9F9TRXVZWFPSNOBHBW14C5UEWH","1","1","3","1","4","0","1","9","0","9","112","295","0","-32","2017-06-21 18:10:16","6683"
"A2WZBF5HUJGT5Z","sp_v3_real2","3JC6VJ2SABK2TJTWBIMMPDY07TS5AW","1","1","3","1","7","0","0","11","0","11","120","390","0","0","2017-06-21 18:10:16","6684"
"A1HXZLVIVK5HJE","sp_v3_real2","35GMH2SV3EIRR6GQW2K7U2OI93VEO5","1","1","2","2","6","0","0","19","0","19","120","305","0","0","2017-06-21 18:10:16","6685"
"A2NGQVFMEXXA7G","sp_v3_real2","3E47SOBEYQX2YML92G17KHSTCIJCIF","1","0","2","3","5","2","0","11","0","11","96","505","1","24","2017-06-21 18:10:16","6686"
"A2EFD7AW29IXUR","sp_v3_real2","3WETL7AQWT929YUB237C25KU1J0530","0","1","1","1","3","1","0","16","1","6","120","598","0","0","2017-06-21 18:10:16","6687"
"A38VMTKS30TQZB","sp_v3_real2","3FE7TXL1LIO2H2HQIVHAH6ATR1N2QZ","0","1","3","1","7","1","0","5","0","5","120","412","0","0","2017-06-21 18:10:16","6688"
"AFZ7Z5FOWM9VN
","sp_v3_real2","379J5II41OHJLLDTJA4F2LKOEYQELO","1","1","2","1","5","0","0","11","0","11","120","839","0","0","2017-06-21 18:10:17","6689"
"A2E746SZEOVYXS","sp_v3_real2","3I7DHKZYGN1XPAA4MY8E3E9R4955F9","1","0","3","2","6","2","0","4","0","4","105","1724","1","15","2017-06-21 18:10:17","6690"
"A5ET25WTBJC0J","sp_v3_real2","3L4D84MILZTPA5GV6Q0879492PDHJ5","0","1","1","4","2","0","0","8","0","8","120","1168","0","0","2017-06-21 18:10:17","6691"
"A34930YXVQ8SUT","sp_v3_real2","3Q5C1WP23M26ZVGWFZTTEC5X3ZM518","0","0","3","3","4","2","0","18","0","18","120","917","0","0","2017-06-21 18:10:18","6692"
"A2XKVB8BRQBL73","sp_v3_real2","3X65QVEQI0O4ONTFNJYKCXKLTMDCLT","1","0","1","1","5","2","1","14","0","14","90","748","1","-60","2017-06-21 18:10:18","6693"
"AXAE6TVUBSQ9N","sp_v3_real2","3K772S5NP8CHZPU3SPPHATRHXHHHEK","0","0","1","2","2","2","0","12","0","12","120","489","0","0","2017-06-21 18:10:18","6694"
"A1ALBJU1XOKYFH","sp_v3_real2","3DY46V3X3PJ5NDHFGMV5H2IEFFR55Q","0","1","4","3","5","1","0","21","1","2","120","290","0","0","2017-06-21 18:10:19","6695"
"A118Y4ND7AFS2J","sp_v3_real2","3AZHRG4CU4L3ER8A5X10LAO3KBP30D","1","0","2","2","4","2","1","17","0","17","48","2150","1","-36","2017-06-21 18:10:19","6696"
"AZZA3J049G7R5","sp_v3_real2","39LOEL67OS6LWGDD01EFEPUL391835","0","1","1","3","2","1","0","14","1","3","120","302","0","0","2017-06-21 18:10:19","6697"
"A2X0INESXSR699","sp_v3_real2","3CCZ6YKWR7KOO0JRJC8MTING1BA59H","0","0","3","1","5","2","0","4","0","4","118","1446","0","-4","2017-06-21 18:10:19","6699"
"A3T1GP1D5ECT8A","sp_v3_real2","3W8CV64QJ2004T3MKE9VIFQ66K1H9A","1","0","2","1","6","2","0","11","0","11","87","581","1","-30","2017-06-21 18:10:19","6700"
"AKZA41N1TOI1H","sp_v3_real2","34QN5IT0TZSPFOEGHEWWCRWE0XH082","0","1","3","4","6","1","0","17","1","3","120","1303","0","0","2017-06-21 18:10:19","6701"
"A3DHJKFQBKI7QC","sp_v3_real2","3WMINLGALB4NS42BQS9U3J4AZAEAC9","1","0","3","1","6","2","1","16","0","16","53","350","1","-45","2017-06-21 18:10:20","6702"
"A1X0H6VAK3AQE9","sp_v3_real2","31UV0MXWNQDHZ1CUN6EZ6BMJK1X5I0","1","0","2","4","3","2","1","13","0","13","40","899","1","-11","2017-06-21 18:10:20","6703"
"A25VT8VMVWY4X0","sp_v3_real2","3A4TN5196KJ22RAPWYJMK5REC54HCR","1","0","4","4","5","1","0","23","1","3","109","291","0","-25","2017-06-21 18:10:20","6704"
"A11F4IUH4FLJTH
","sp_v3_real2","3JMSRU9HQIVMHQPNXE6LPUIQ5WSEV7","1","0","1","1","5","2","0","3","0","3","115","7987","1","-1","2017-06-21 18:10:20","6705"
"A24F1UPER626KR","sp_v3_real2","3Z7EFSHGN9FZOHA41218NRF80VMXCZ","0","0","2","1","6","2","0","8","0","8","120","395","0","0","2017-06-21 18:10:21","6706"
"A1AF6EW9YUMER9","sp_v3_real2","3EO896NRAWWFFE7Q6KHXLS7XDJ8JTH","1","1","2","2","5","0","0","19","1","8","120","573","0","0","2017-06-21 18:10:21","6707"
"A1FJKYOF7F7AQF","sp_v3_real2","382M9COHEHGM4B0NSOWGT8G7RPJEUI","0","0","1","2","2","2","1","9","0","9","113","676","1","-21","2017-06-21 18:10:22","6708"
"A9V0DAEKT43K0","sp_v3_real2","3300DTYQT2IUCIT6BFCBJ7JIO4DEQD","0","1","1","2","4","1","0","12","1","0","120","4440","0","0","2017-06-21 18:10:22","6709"
"A6M7YIG6KKHPA","sp_v3_real2","3RJSC4XJ10V6S6VEJGPT07MNY7G505","0","0","3","4","4","2","0","10","0","10","117","733","0","-21","2017-06-21 18:10:22","6710"
"A1GRPIBHW72HDU","sp_v3_real2","3JJVG1YBEBY7CTYOHWMIKOI6PBD5BR","1","0","3","3","4","2","0","6","0","6","99","419","1","21","2017-06-21 18:10:22","6711"
"A189V9652OVX56","sp_v3_real2","3KGTPGBS6XMU9VO7Z41FR77IUMT2U4","0","0","4","1","8","2","0","11","0","11","120","570","0","0","2017-06-21 18:10:22","6712"
"A10GJ2FOR16B2I","sp_v3_real2","3RSDURM96AN3LKKS2PT5WTMKNDUEYG","1","1","1","3","2","0","0","14","0","14","120","993","0","0","2017-06-21 18:10:22","6713"
"A38VMTKS30TQZB","sp_v3_real2","3FE7TXL1LIO2H2HQIVHAH6ATR1N2QZ","0","1","3","1","7","1","0","6","0","6","120","292","0","0","2017-06-21 18:10:22","6714"
"A3QCDD464YDU4R","sp_v3_real2","3V5Q80FXIXSAA1BOKK5E4YHIH9932X","0","1","2","3","3","1","0","10","0","10","126","4579","0","-18","2017-06-21 18:10:23","6715"
"A3I3ZSEADKVJ45","sp_v3_real2","33SA9F9TRXVZWFPSNOBHBW14C5UEWH","1","1","3","1","4","0","1","10","0","10","111","533","0","-36","2017-06-21 18:10:23","6716"
"A2NGQVFMEXXA7G","sp_v3_real2","3E47SOBEYQX2YML92G17KHSTCIJCIF","1","0","2","3","5","2","0","12","0","12","94","420","1","26","2017-06-21 18:10:23","6717"
"A1R6ZLM9V362F7","sp_v3_real2","37UQDCYH6XW18BADA6SFJKQ9J9O7VE","0","0","4","3","8","2","0","19","0","19","80","1213","0","-70","2017-06-21 18:10:23","6718"
"A2WZBF5HUJGT5Z","sp_v3_real2","3JC6VJ2SABK2TJTWBIMMPDY07TS5AW","1","1","3","1","7","0","0","12","0","12","120","332","0","0","2017-06-21 18:10:23","6719"
"A2XTKDNUT24SE1","sp_v3_real2","39K0FND3AHG01QE23H386F9MTOIAMR","1","0","1","2","5","2","0","13","0","13","96","2182","1","-11","2017-06-21 18:10:23","6720"
"ANPMO5PXKDTXF","sp_v3_real2","3K772S5NP8CHZPU3SPPHATRHXHHEHH","0","1","4","4","7","1","1","15","1","0","117","4106","1","-8","2017-06-21 18:10:23","6721"
"AFZ7Z5FOWM9VN
","sp_v3_real2","379J5II41OHJLLDTJA4F2LKOEYQELO","1","1","2","1","5","0","0","12","0","12","120","443","0","0","2017-06-21 18:10:23","6722"
"AMDPJ713Z3IJL","sp_v3_real2","3EICBYG644XYTX5FKYM7WI7TPX8CJR","0","0","4","3","7","2","1","5","0","5","102","1161","1","-42","2017-06-21 18:10:24","6724"
"A1RE9OEQ7QFTLI","sp_v3_real2","3TXMY6UCAEPFFK9SFO6GTJJF3S0CQI","0","1","3","4","4","1","0","0","0","0","120","8620","0","0","2017-06-21 18:10:24","6723"
"A2O9DCJ35SXHXI","sp_v3_real2","3Q8GYXHFEP3QMYQUVWIDV8OO7WD5CY","0","0","2","2","3","2","0","5","0","5","120","1246","0","0","2017-06-21 18:10:24","6725"
"A2EFD7AW29IXUR","sp_v3_real2","3WETL7AQWT929YUB237C25KU1J0530","0","1","1","1","3","1","0","17","1","7","120","1734","0","0","2017-06-21 18:10:24","6726"
"A3FJE9AUW0O41D","sp_v3_real2","3LOZAJ85YDEMQZI249C2BE6MO4A2XW","1","0","3","4","6","2","1","10","0","10","43","536","1","-33","2017-06-21 18:10:25","6727"
"A5ET25WTBJC0J","sp_v3_real2","3L4D84MILZTPA5GV6Q0879492PDHJ5","0","1","1","4","2","0","0","9","0","9","120","789","0","0","2017-06-21 18:10:25","6728"
"AXAE6TVUBSQ9N","sp_v3_real2","3K772S5NP8CHZPU3SPPHATRHXHHHEK","0","0","1","2","2","2","0","13","0","13","120","555","0","0","2017-06-21 18:10:25","6729"
"A2XKVB8BRQBL73","sp_v3_real2","3X65QVEQI0O4ONTFNJYKCXKLTMDCLT","1","0","1","1","5","2","1","15","0","15","88","653","1","-64","2017-06-21 18:10:25","6731"
"A1ALBJU1XOKYFH","sp_v3_real2","3DY46V3X3PJ5NDHFGMV5H2IEFFR55Q","0","1","4","3","5","1","0","22","1","3","120","339","0","0","2017-06-21 18:10:25","6730"
"A3GEHH49HNJM57","sp_v3_real2","3NJM2BJS4W7UF88DFBRRTET5YWECPR","0","0","2","1","6","2","0","3","0","3","116","4685","0","-3","2017-06-21 18:10:25","6732"
"AFOBK6GQC2TJZ","sp_v3_real2","3LRKMWOKB5IBVUIH5R0N8ZMXW482ZT","1","0","1","4","4","2","0","3","0","3","116","1707","1","4","2017-06-21 18:10:26","6733"
"A2E746SZEOVYXS","sp_v3_real2","3I7DHKZYGN1XPAA4MY8E3E9R4955F9","1","0","3","2","6","2","0","5","0","5","102","720","1","18","2017-06-21 18:10:26","6734"
"A3USP1ZP069KCK","sp_v3_real2","3Z4XG4ZF48SXCEKRKQL3L5JPA41X8T","1","1","4","3","5","0","0","5","0","5","120","2469","0","0","2017-06-21 18:10:26","6735"
"A3JKFYKPYYR0O0","sp_v3_real2","3RJSC4XJ10V6S6VEJGPT07MNY7G050","1","1","3","3","4","1","0","2","0","2","111","2395","1","9","2017-06-21 18:10:26","6736"
"A1X0H6VAK3AQE9","sp_v3_real2","31UV0MXWNQDHZ1CUN6EZ6BMJK1X5I0","1","0","2","4","3","2","1","14","0","14","34","28","1","-12","2017-06-21 18:10:26","6737"
"A118Y4ND7AFS2J","sp_v3_real2","3AZHRG4CU4L3ER8A5X10LAO3KBP30D","1","0","2","2","4","2","1","18","0","18","44","938","1","-38","2017-06-21 18:10:26","6738"
"A2X0INESXSR699","sp_v3_real2","3CCZ6YKWR7KOO0JRJC8MTING1BA59H","0","0","3","1","5","2","0","5","0","5","118","667","0","-4","2017-06-21 18:10:27","6740"
"AZZA3J049G7R5","sp_v3_real2","39LOEL67OS6LWGDD01EFEPUL391835","0","1","1","3","2","1","0","15","1","4","120","316","0","0","2017-06-21 18:10:27","6741"
"A3DHJKFQBKI7QC","sp_v3_real2","3WMINLGALB4NS42BQS9U3J4AZAEAC9","1","0","3","1","6","2","1","17","0","17","49","547","1","-48","2017-06-21 18:10:27","6742"
"A3T1GP1D5ECT8A","sp_v3_real2","3W8CV64QJ2004T3MKE9VIFQ66K1H9A","1","0","2","1","6","2","0","12","0","12","85","1215","1","-28","2017-06-21 18:10:27","6743"
"A25VT8VMVWY4X0","sp_v3_real2","3A4TN5196KJ22RAPWYJMK5REC54HCR","1","0","4","4","5","1","0","24","1","4","109","484","0","-25","2017-06-21 18:10:27","6744"
