"subject","version","assignmentId","role","orderCond","s","c","p","oppType","choice","globalRound","matchNum","matchRound","score","rt","oppChoice","oppScore","stamp","id"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","0","0","3","2","7","2","0","6","0","6","176","1266","0","-30","2017-06-21 15:53:18","5497"
"A3RO90I4O8I0O2","sp_v3_pilot2","338JKRMM260E9CDRCKNVEA1QC26HAC","1","1","2","2","6","2","0","52","2","14","202","102","1","-26","2017-06-21 15:53:20","5498"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","2","0","9","0","9","200","1062","0","0","2017-06-21 15:53:21","5499"
"A1EKUJGMFDI1RZ","sp_v3_pilot2","3Q8GYXHFEP3QMYQUVWIDV8OO7W0C5S","1","1","2","4","6","2","0","45","2","17","152","57","1","18","2017-06-21 15:53:22","5500"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","0","0","3","2","7","2","0","7","0","7","176","510","0","-30","2017-06-21 15:53:24","5501"
"A2CNXQG6YYHTDF","sp_v3_pilot2","39O5D9O87TTN8J3QHDUKGBQ4T09C32","0","0","1","4","3","1","0","40","2","9","200","681","0","0","2017-06-21 15:53:24","5502"
"A3RO90I4O8I0O2","sp_v3_pilot2","338JKRMM260E9CDRCKNVEA1QC26HAC","1","1","2","2","6","2","0","53","2","15","200","123","1","-24","2017-06-21 15:53:26","5503"
"A1EKUJGMFDI1RZ","sp_v3_pilot2","3Q8GYXHFEP3QMYQUVWIDV8OO7W0C5S","1","1","2","4","6","2","0","46","2","18","150","37","1","20","2017-06-21 15:53:28","5504"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","2","0","10","0","10","200","1765","0","0","2017-06-21 15:53:30","5505"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","0","0","3","2","7","2","0","8","0","8","176","577","0","-30","2017-06-21 15:53:31","5506"
"A3RO90I4O8I0O2","sp_v3_pilot2","338JKRMM260E9CDRCKNVEA1QC26HAC","1","1","2","2","6","2","0","54","2","16","198","115","1","-22","2017-06-21 15:53:31","5507"
"A2CNXQG6YYHTDF","sp_v3_pilot2","39O5D9O87TTN8J3QHDUKGBQ4T09C32","0","0","1","4","3","1","0","41","2","10","200","610","0","0","2017-06-21 15:53:31","5508"
"A1EKUJGMFDI1RZ","sp_v3_pilot2","3Q8GYXHFEP3QMYQUVWIDV8OO7W0C5S","1","1","2","4","6","2","0","47","2","19","148","461","1","22","2017-06-21 15:53:34","5509"
"A3RO90I4O8I0O2","sp_v3_pilot2","338JKRMM260E9CDRCKNVEA1QC26HAC","1","1","2","2","6","2","0","55","2","17","196","32","1","-20","2017-06-21 15:53:37","5510"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","0","0","3","2","7","2","0","9","0","9","176","679","0","-30","2017-06-21 15:53:38","5511"
"A2CNXQG6YYHTDF","sp_v3_pilot2","39O5D9O87TTN8J3QHDUKGBQ4T09C32","0","0","1","4","3","1","0","42","2","11","200","1995","0","0","2017-06-21 15:53:40","5512"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","2","0","11","0","11","200","5774","0","0","2017-06-21 15:53:42","5513"
"A3RO90I4O8I0O2","sp_v3_pilot2","338JKRMM260E9CDRCKNVEA1QC26HAC","1","1","2","2","6","2","0","56","2","18","194","36","1","-18","2017-06-21 15:53:43","5514"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","0","0","3","2","7","2","0","10","0","10","176","411","0","-30","2017-06-21 15:53:44","5515"
"A2CNXQG6YYHTDF","sp_v3_pilot2","39O5D9O87TTN8J3QHDUKGBQ4T09C32","0","0","1","4","3","1","0","43","2","12","200","706","0","0","2017-06-21 15:53:46","5516"
"A3RO90I4O8I0O2","sp_v3_pilot2","338JKRMM260E9CDRCKNVEA1QC26HAC","1","1","2","2","6","2","0","57","2","19","192","135","1","-16","2017-06-21 15:53:49","5517"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","2","0","12","0","12","200","901","0","0","2017-06-21 15:53:50","5518"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","0","0","3","2","7","2","0","11","0","11","176","398","0","-30","2017-06-21 15:53:50","5519"
"A2CNXQG6YYHTDF","sp_v3_pilot2","39O5D9O87TTN8J3QHDUKGBQ4T09C32","0","0","1","4","3","1","0","44","2","13","200","325","0","0","2017-06-21 15:53:53","5520"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","0","0","3","2","7","2","0","12","0","12","176","256","0","-30","2017-06-21 15:53:56","5521"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","2","0","13","0","13","200","1856","0","0","2017-06-21 15:53:58","5522"
"A2CNXQG6YYHTDF","sp_v3_pilot2","39O5D9O87TTN8J3QHDUKGBQ4T09C32","0","0","1","4","3","1","0","45","2","14","200","376","0","0","2017-06-21 15:54:00","5523"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","0","0","3","2","7","2","0","13","0","13","176","96","0","-30","2017-06-21 15:54:02","5524"
"A2CNXQG6YYHTDF","sp_v3_pilot2","39O5D9O87TTN8J3QHDUKGBQ4T09C32","0","0","1","4","3","1","0","46","2","15","200","315","0","0","2017-06-21 15:54:07","5525"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","0","0","3","2","7","2","0","14","0","14","176","421","0","-30","2017-06-21 15:54:09","5526"
"A2CNXQG6YYHTDF","sp_v3_pilot2","39O5D9O87TTN8J3QHDUKGBQ4T09C32","0","0","1","4","3","1","0","47","2","16","200","298","0","0","2017-06-21 15:54:14","5527"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","2","0","14","0","14","200","8797","0","0","2017-06-21 15:54:14","5528"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","0","0","3","2","7","2","0","15","0","15","176","443","0","-30","2017-06-21 15:54:15","5529"
"A2CNXQG6YYHTDF","sp_v3_pilot2","39O5D9O87TTN8J3QHDUKGBQ4T09C32","0","0","1","4","3","1","0","48","2","17","200","292","0","0","2017-06-21 15:54:20","5530"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","0","0","3","2","7","2","0","16","0","16","176","697","0","-30","2017-06-21 15:54:22","5531"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","2","0","15","0","15","200","2472","0","0","2017-06-21 15:54:24","5532"
"A2CNXQG6YYHTDF","sp_v3_pilot2","39O5D9O87TTN8J3QHDUKGBQ4T09C32","0","0","1","4","3","1","0","49","2","18","200","306","0","0","2017-06-21 15:54:27","5533"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","0","0","3","2","7","2","0","17","0","17","176","421","0","-30","2017-06-21 15:54:28","5534"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","2","0","16","0","16","200","3781","0","0","2017-06-21 15:54:36","5535"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","0","0","3","2","7","2","0","18","0","18","176","4198","0","-30","2017-06-21 15:54:39","5536"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","0","0","3","2","7","2","0","19","0","19","176","466","0","-30","2017-06-21 15:54:46","5537"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","2","0","17","0","17","200","4426","0","0","2017-06-21 15:54:47","5538"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","2","0","18","0","18","200","790","0","0","2017-06-21 15:54:55","5539"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","0","0","3","2","7","1","1","20","1","0","172","1672","1","-35","2017-06-21 15:54:59","5540"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","2","0","19","0","19","200","1301","0","0","2017-06-21 15:55:04","5541"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","0","0","3","2","7","1","0","21","1","1","172","453","0","-35","2017-06-21 15:55:06","5542"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","0","0","3","2","7","1","0","22","1","2","172","412","0","-35","2017-06-21 15:55:13","5543"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","0","0","3","2","7","1","0","23","1","3","172","342","0","-35","2017-06-21 15:55:19","5544"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","0","0","3","2","7","1","0","24","1","4","172","327","0","-35","2017-06-21 15:55:25","5545"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","0","0","20","1","0","200","3164","0","0","2017-06-21 15:55:29","5546"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","0","0","3","2","7","1","0","25","1","5","172","384","0","-35","2017-06-21 15:55:32","5547"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","0","0","21","1","1","200","770","0","0","2017-06-21 15:55:36","5548"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","0","0","3","2","7","1","0","26","1","6","172","515","0","-35","2017-06-21 15:55:38","5549"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","0","0","22","1","2","200","964","0","0","2017-06-21 15:55:44","5550"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","0","0","3","2","7","1","0","27","1","7","172","380","0","-35","2017-06-21 15:55:44","5551"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","0","0","3","2","7","1","0","28","1","8","172","264","0","-35","2017-06-21 15:55:51","5552"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","0","0","23","1","3","200","633","0","0","2017-06-21 15:55:51","5553"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","0","0","3","2","7","1","0","29","1","9","172","283","0","-35","2017-06-21 15:55:57","5554"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","0","0","24","1","4","200","708","0","0","2017-06-21 15:55:59","5555"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","0","0","3","2","7","1","0","30","1","10","172","634","0","-35","2017-06-21 15:56:04","5556"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","0","0","25","1","5","200","1713","0","0","2017-06-21 15:56:07","5557"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","0","0","3","2","7","1","0","31","1","11","172","707","0","-35","2017-06-21 15:56:12","5558"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","0","0","26","1","6","200","768","0","0","2017-06-21 15:56:15","5559"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","0","0","3","2","7","1","0","32","1","12","172","870","0","-35","2017-06-21 15:56:21","5560"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","0","0","27","1","7","200","583","0","0","2017-06-21 15:56:22","5561"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","1","0","3","2","7","0","0","33","2","0","172","1911","0","-35","2017-06-21 15:56:35","5562"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","0","1","28","1","8","201","3159","0","-1","2017-06-21 15:56:36","5563"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","1","0","3","2","7","0","0","34","2","1","172","530","0","-35","2017-06-21 15:56:43","5564"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","0","1","29","1","9","202","658","0","-2","2017-06-21 15:56:44","5565"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","1","0","3","2","7","0","0","35","2","2","172","467","0","-35","2017-06-21 15:56:50","5566"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","0","1","30","1","10","203","449","0","-3","2017-06-21 15:56:52","5567"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","1","0","3","2","7","0","0","36","2","3","172","1189","0","-35","2017-06-21 15:56:58","5568"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","0","1","31","1","11","204","393","0","-4","2017-06-21 15:57:01","5569"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","0","1","32","1","12","205","451","0","-5","2017-06-21 15:57:08","5570"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","1","0","3","2","7","0","0","37","2","4","172","6109","0","-35","2017-06-21 15:57:10","5571"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","0","1","33","1","13","206","617","0","-6","2017-06-21 15:57:15","5572"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","1","0","3","2","7","0","0","38","2","5","172","1091","0","-35","2017-06-21 15:57:18","5573"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","0","1","34","1","14","207","510","0","-7","2017-06-21 15:57:22","5574"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","1","0","3","2","7","0","0","39","2","6","172","836","0","-35","2017-06-21 15:57:25","5575"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","0","1","35","1","15","208","579","0","-8","2017-06-21 15:57:29","5576"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","1","0","3","2","7","0","0","40","2","7","172","844","0","-35","2017-06-21 15:57:32","5577"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","0","1","36","1","16","209","1103","0","-9","2017-06-21 15:57:37","5578"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","1","0","3","2","7","0","0","41","2","8","172","488","0","-35","2017-06-21 15:57:39","5579"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","0","1","37","1","17","210","662","0","-10","2017-06-21 15:57:44","5580"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","1","0","3","2","7","0","0","42","2","9","172","820","0","-35","2017-06-21 15:57:46","5581"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","0","1","38","1","18","211","763","0","-11","2017-06-21 15:57:51","5582"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","1","0","3","2","7","0","0","43","2","10","172","1015","0","-35","2017-06-21 15:57:54","5583"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","0","0","1","3","5","0","1","39","1","19","212","1104","0","-12","2017-06-21 15:57:59","5584"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","1","0","3","2","7","0","0","44","2","11","172","1571","0","-35","2017-06-21 15:58:02","5585"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","1","0","1","3","5","1","0","40","2","0","211","1610","1","-11","2017-06-21 15:58:19","5586"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","1","0","3","2","7","0","0","45","2","12","172","11772","0","-35","2017-06-21 15:58:20","5587"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","1","0","1","3","5","1","0","41","2","1","210","969","1","-10","2017-06-21 15:58:27","5588"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","1","0","1","3","5","1","0","42","2","2","209","1155","1","-9","2017-06-21 15:58:34","5589"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","1","0","3","2","7","0","0","46","2","13","172","4853","0","-35","2017-06-21 15:58:36","5590"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","1","0","1","3","5","1","0","43","2","3","208","880","1","-8","2017-06-21 15:58:41","5591"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","1","0","3","2","7","0","0","47","2","14","172","2816","0","-35","2017-06-21 15:58:46","5592"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","1","0","1","3","5","1","0","44","2","4","207","688","1","-7","2017-06-21 15:58:48","5593"
"A3UR1AE3D5U7F","sp_v3_pilot2","3M68NM076H8QB4FRICIDC91A3SER6T","1","0","3","1","6","2","0","0","0","0","197","3120","1","3","2017-06-21 15:58:55","5594"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","1","0","1","3","5","1","0","45","2","5","206","386","1","-6","2017-06-21 15:58:56","5595"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","1","0","3","2","7","0","0","48","2","15","172","2979","0","-35","2017-06-21 15:58:59","5596"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","1","0","1","3","5","1","0","46","2","6","205","328","1","-5","2017-06-21 15:59:03","5597"
"ANTH5IGN5CHN6","sp_v3_pilot2","3M0BCWMB8VX1PCD8DX9RAOVJ984WBM","1","0","3","2","7","0","0","49","2","16","172","3251","0","-35","2017-06-21 15:59:09","5598"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","1","0","1","3","5","1","0","47","2","7","204","399","1","-4","2017-06-21 15:59:10","5599"
"A3UR1AE3D5U7F","sp_v3_pilot2","3M68NM076H8QB4FRICIDC91A3SER6T","1","0","3","1","6","2","1","1","0","1","193","3600","1","0","2017-06-21 15:59:11","5600"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","1","0","1","3","5","1","0","48","2","8","203","314","1","-3","2017-06-21 15:59:17","5601"
"A3UR1AE3D5U7F","sp_v3_pilot2","3M68NM076H8QB4FRICIDC91A3SER6T","1","0","3","1","6","2","1","2","0","2","189","723","1","-3","2017-06-21 15:59:19","5602"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","1","0","1","3","5","1","0","49","2","9","202","1634","1","-2","2017-06-21 15:59:26","5603"
"A3UR1AE3D5U7F","sp_v3_pilot2","3M68NM076H8QB4FRICIDC91A3SER6T","1","0","3","1","6","2","1","3","0","3","185","739","1","-6","2017-06-21 15:59:27","5604"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","1","0","1","3","5","1","0","50","2","10","201","1201","1","-1","2017-06-21 15:59:34","5605"
"A3UR1AE3D5U7F","sp_v3_pilot2","3M68NM076H8QB4FRICIDC91A3SER6T","1","0","3","1","6","2","1","4","0","4","181","883","1","-9","2017-06-21 15:59:35","5606"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","1","0","1","3","5","1","0","51","2","11","200","898","1","0","2017-06-21 15:59:42","5607"
"A3UR1AE3D5U7F","sp_v3_pilot2","3M68NM076H8QB4FRICIDC91A3SER6T","1","0","3","1","6","2","1","5","0","5","177","502","1","-12","2017-06-21 15:59:47","5608"
"A3UR1AE3D5U7F","sp_v3_pilot2","3M68NM076H8QB4FRICIDC91A3SER6T","1","0","3","1","6","2","1","6","0","6","173","623","1","-15","2017-06-21 15:59:50","5609"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","1","0","1","3","5","1","0","52","2","12","199","1097","1","1","2017-06-21 15:59:51","5610"
"A3UR1AE3D5U7F","sp_v3_pilot2","3M68NM076H8QB4FRICIDC91A3SER6T","1","0","3","1","6","2","1","7","0","7","169","632","1","-18","2017-06-21 15:59:58","5611"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","1","0","1","3","5","1","0","53","2","13","198","566","1","2","2017-06-21 15:59:58","5612"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","1","0","1","3","5","1","0","54","2","14","197","429","1","3","2017-06-21 16:00:05","5613"
"A3UR1AE3D5U7F","sp_v3_pilot2","3M68NM076H8QB4FRICIDC91A3SER6T","1","0","3","1","6","2","1","8","0","8","165","682","1","-21","2017-06-21 16:00:06","5614"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","1","0","1","3","5","1","0","55","2","15","196","856","1","4","2017-06-21 16:00:12","5615"
"A3UR1AE3D5U7F","sp_v3_pilot2","3M68NM076H8QB4FRICIDC91A3SER6T","1","0","3","1","6","2","1","9","0","9","161","421","1","-24","2017-06-21 16:00:13","5616"
"A3UR1AE3D5U7F","sp_v3_pilot2","3M68NM076H8QB4FRICIDC91A3SER6T","1","0","3","1","6","2","1","10","0","10","157","398","1","-27","2017-06-21 16:00:20","5617"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","1","0","1","3","5","1","1","56","2","16","192","3154","1","0","2017-06-21 16:00:27","5618"
"A3UR1AE3D5U7F","sp_v3_pilot2","3M68NM076H8QB4FRICIDC91A3SER6T","1","0","3","1","6","2","1","11","0","11","153","1242","1","-30","2017-06-21 16:00:32","5619"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","1","0","1","3","5","1","0","57","2","17","192","1537","0","0","2017-06-21 16:00:37","5620"
"A3UR1AE3D5U7F","sp_v3_pilot2","3M68NM076H8QB4FRICIDC91A3SER6T","1","0","3","1","6","2","1","12","0","12","149","411","1","-33","2017-06-21 16:00:42","5621"
"AE608VRXK6M2E","sp_v3_pilot2","3QJOXOW4XJS3R3VEJM5U2YZDE33EMD","1","0","1","3","5","1","0","58","2","18","192","1290","0","0","2017-06-21 16:00:45","5622"
"A3UR1AE3D5U7F","sp_v3_pilot2","3M68NM076H8QB4FRICIDC91A3SER6T","1","0","3","1","6","2","1","13","0","13","145","461","1","-36","2017-06-21 16:00:49","5623"
"A3UR1AE3D5U7F","sp_v3_pilot2","3M68NM076H8QB4FRICIDC91A3SER6T","1","0","3","1","6","2","1","14","0","14","141","552","1","-39","2017-06-21 16:01:05","5624"
"A3UR1AE3D5U7F","sp_v3_pilot2","3M68NM076H8QB4FRICIDC91A3SER6T","1","0","3","1","6","2","1","15","0","15","137","425","1","-42","2017-06-21 16:01:12","5625"
"A3UR1AE3D5U7F","sp_v3_pilot2","3M68NM076H8QB4FRICIDC91A3SER6T","1","0","3","1","6","2","1","16","0","16","133","401","1","-45","2017-06-21 16:01:26","5626"
"A3UR1AE3D5U7F","sp_v3_pilot2","3M68NM076H8QB4FRICIDC91A3SER6T","1","0","3","1","6","2","1","17","0","17","129","501","1","-48","2017-06-21 16:01:38","5627"
"ACN0C9HPYDTED","sp_v3_pilot2","32Q90QCQ1SM81FVBYASENL79PY8EK8","0","1","2","1","4","0","0","0","0","0","200","11200","0","0","2017-06-21 16:01:42","5628"
"A3UR1AE3D5U7F","sp_v3_pilot2","3M68NM076H8QB4FRICIDC91A3SER6T","1","0","3","1","6","2","1","18","0","18","125","415","1","-51","2017-06-21 16:01:50","5629"
"ACN0C9HPYDTED","sp_v3_pilot2","32Q90QCQ1SM81FVBYASENL79PY8EK8","0","1","2","1","4","0","1","1","0","1","202","3449","0","-2","2017-06-21 16:01:53","5630"
"ACN0C9HPYDTED","sp_v3_pilot2","32Q90QCQ1SM81FVBYASENL79PY8EK8","0","1","2","1","4","0","1","2","0","2","204","1268","0","-4","2017-06-21 16:02:01","5631"
"A3UR1AE3D5U7F","sp_v3_pilot2","3M68NM076H8QB4FRICIDC91A3SER6T","1","0","3","1","6","2","1","19","0","19","121","678","1","-54","2017-06-21 16:02:05","5632"
"ACN0C9HPYDTED","sp_v3_pilot2","32Q90QCQ1SM81FVBYASENL79PY8EK8","0","1","2","1","4","0","1","3","0","3","206","1232","0","-6","2017-06-21 16:02:09","5633"
"ACN0C9HPYDTED","sp_v3_pilot2","32Q90QCQ1SM81FVBYASENL79PY8EK8","0","1","2","1","4","0","1","4","0","4","208","1046","0","-8","2017-06-21 16:02:17","5634"
