"subject","version","assignmentId","gender","bonus","instructions_time","total_time","comments","timestamp","id"
"A1KH1O9AZ7S642","sp_v2_real2","3AMW0RGHOD3D6C5441059PNHVLYPNW","Male","98","93952","380016","Since we were both given points from the start, there was no need to be greedy and attack my opponent for more. I only attacked back once, during the second round, in retaliation because I knew my punishment would hurt him more and I had hoped that would cause him to not go after my points. It worked, he did not go after my points again and we changed to neutral after just one attack. ","2017-05-30 15:42:25","800"
"ANJJYKB47APL5","sp_v2_real2","32RIADZISS5OXWBQEDP35LMSROB4SX","Female","100","72416","277126","I would like to have all 100 points and not lose any so I am not deducting any points from my partner.","2017-05-30 15:42:28","801"
"A3J85WP15JFYW0","sp_v2_real2","3RXCAC0YIRQMQSP1VGLZXJJU5ZD8GO","Male","70","72706","269031","To be fair","2017-05-30 15:43:17","802"
"A2WH3GIS2KF8LU","sp_v2_real2","3AUQQEL7U5UNQ0ATP77645GM9GOV0C","Male","81","87705","455908","My strategy was to end up with the most amount possible, and ignoring any temptation towards retribution to do so.
","2017-05-30 15:43:17","803"
"AG7C4X3WKKBV","sp_v2_real2","3X3OR7WPZZ12CK3267IFABO21GZ8LU","Male","83","183265","511892","Great study.","2017-05-30 15:43:19","804"
"A13VIJ7G997ZCY","sp_v2_real2","39ASUFLU6X8ELFUIXT73DFFBJS6XE3","Female","68","49663","249577","I think they were fake.  Punish the stupid uncooperative one, work with the one who's fair.","2017-05-30 15:43:35","805"
"A24O8U6HKPJKVA","sp_v2_real2","3DYGAII7PL9Y99IWKTSMDJIM0WLPQJ","Female","58","52831","318219","My strategy was to keep the most points. ","2017-05-30 15:44:05","806"
"A2GAQZAZWV01PU","sp_v2_real2","3PWWM24LHSZWBYHUW10AVFPTVG828Z","Male","66","43746","299881","My strategy was to keep the points as close as possible between everyone. Equal point strategy. ","2017-05-30 15:44:16","807"
"A2ZUCKYJE4DPV7","sp_v2_real2","337RC3OW0530NWZFE0TP2P8ACEZVLL","Male","89","57753","276622","just focused on my point gain","2017-05-30 15:44:39","808"
"A22JBMOHQKHTSS","sp_v2_real2","3OWEPKL089DO06148F6O93WWVRT7N8","Male","100","77378","293050","Give my partner the benefit of the doubt unless they got greedy.","2017-05-30 15:44:54","809"
"A1P6OXEJ86HQRM","sp_v2_real2","3B1NLC6UGZX7WKOIHXNAJ5EKU9CPGO","Male","100","81096","475463","preserve my points by choosing the option that led the other to not deduct my points","2017-05-30 15:46:52","810"
"AU6ZURVHX4KPT","sp_v2_real2","3TE3O8573092T3WQVA6AMWKYL8W2RB","Female","89","79065","320961","I was hoping my first partner would understand that he would get to increase earnings and not punish me for increasing mine, but he did not. So I went for no gain.","2017-05-30 15:47:51","811"
"A2RN74UCHE5CYI","sp_v2_real2","3RXCAC0YIRQMQSP1VGLZXJJU5ZJ8GU","Male","71","122257","404877","Minimized points taken away from me, but punishing those who took points from me.","2017-05-30 15:48:05","812"
"A1U6A617Q95MTZ","sp_v2_real2","32VNZTT0A75CWHBDZOPYFBHW5MS4R9","Female","55","208494","460069","to punish the person who kept selecting to award themselves 1 point and reduce my point by 1","2017-05-30 15:48:58","813"
"ANMXMEB55AGM6","sp_v2_real2","3WT783CTPBISBE73W69QYUOGFD6BCG","Male","100","56317","374420","My strategy was to minimize losses by not provoking the other player to choose the other option.","2017-05-30 15:49:37","814"
"A1DZ1P1YBJ29PU
","sp_v2_real2","3X73LLYYQ1FLTV7GLOS00GLQ9UONHP","Female","100","63553","332415","My strategy was to try to stay at 100 and hope that the other Turker was using the same strategy.","2017-05-30 15:51:07","815"
"A2FI2VTA8JVYS6","sp_v2_real2","3QAVNHZ3EM5GV8WH352T62UXR40AL1","Male","83","32617","818582","I followed my intuition","2017-05-30 15:51:13","816"
"AKSJ3C5O3V9RB","sp_v2_real2","3YMTUJH0DSHPCWO53DUTFQIET7P4TM","Female","92","60363","284985","My strategy was to minimize my loss.","2017-05-30 15:51:56","817"
"A1Y0Y6U906ABT5","sp_v2_real2","3JJVG1YBEBY7CTYOHWMIKOI6NWKB58","Female","97","105126","383896","I tried to avoid retaliation with less point.  I would give it though. ","2017-05-30 15:53:21","818"
"A1FGN2JF4LCF9B","sp_v2_real2","3Q8GYXHFEP3QMYQUVWIDV8OO5HK5C9","Male","99","61895","259904","No comments.","2017-05-30 15:54:00","819"
"AT6LDQNLKTUSE","sp_v2_real2","3TK8OJTYM1MQEHED6SMWJ6HUHO0VPJ","Male","62","66968","301170","This was an interesting study. Since I was player Y, I matched player X in penalizing him in round 1 since that's what he chose every time. In the second round, I decided to continue penalizing him and gain as many points as I could.","2017-05-30 15:54:49","820"
"A1NNWLC01EBMZH","sp_v2_real2","3S3AMIZX3U6LQB5NA20WTKCGIYKDCR","Male","93","101449","420684","I was trying to have us get the best bonus as possible","2017-05-30 15:55:17","821"
"A3TDA1NWHNQFE3","sp_v2_real2","3VELCLL3GKKY1S9LLB620OWAQE7F1C","Female","98","211316","528156","I didn't want to take money from others, but I also wanted them to know when they did something wrong.","2017-05-30 15:58:04","822"
"A3SX229VS1X6B6","sp_v2_real2","3NS0A6KXC491AOQO46LCA3GY48JZGJ","Male","98","85536","316002","My strategy was to maintain my bonus and do no harm to my opponent, unless they hurt me first.","2017-05-30 16:00:19","823"
"AW7MH05QCM5B0
","sp_v2_real2","3F1567XTNW6DHM2P34WPRTI7VS4Q9Q","Male","57","76048","328040","I essentially based my results as a reaction to the decision of the other party.","2017-05-30 16:00:46","824"
"A3K6KNZBRICLJC","sp_v2_real2","3RKNTXVS3MZKX0PWXD3CKLSM5I4A47","Male","62","43836","231900",,"2017-05-30 16:01:27","825"
"A29X5S2VA01LJH","sp_v2_real2","3Q5C1WP23M26ZVGWFZTTEC5X1KT51J","Female","95","65521","330330","NO","2017-05-30 16:03:02","826"
"A1RXG8RE0SJ4LC","sp_v2_real2","36AHBNMV1RDYTE6S6UILQB4ZLMZYDH","Male","100","184215","416721","I didn't want to take money from others.","2017-05-30 16:05:29","827"
"A3T7N805PVNEXN","sp_v2_real2","3LEIZ60CDJ0MVE3GQ0F2IMUB0VVZ9Z","Male","66","106548","372813","I did not really have a strategy, I just tried to maximize the amount of points I recieved.","2017-05-30 16:05:34","828"
"A1IP7MXZ9M7KOF
","sp_v2_real2","3QEMNNSB2X0FEUARJLSLDYK2HNR7DQ","Male","70","139078","459798","I chose the strategy that would over the long term be more profitable.","2017-05-30 16:05:56","829"
"A2Z2OV7QGU10QN","sp_v2_real2","3VAR3R6G1P2AI56ZJZY72SSWWLC8OJ","Male","93","107377","515137","Very interesting. I made my decision based on what the other person did to lose the least amount of points.","2017-05-30 16:07:41","830"
"AG7Y8I6GGHYWN","sp_v2_real2","3OLF68YTN92UVGMLHUZVBPPDU8LAF3","Male","73","117119","394139","I tried to get the max for both of us. ","2017-05-30 16:11:41","831"
"A1RTLF0OVZI4QT","sp_v2_real2","3J88R45B2GZII6J867NE7REFXZ8PXG","Male","95","32658","282785","I simply wanted to keep my money and their money. It was more worthwhile to not try and screw each other.","2017-05-30 16:12:47","832"
"AQ23X98JVOGIR","sp_v2_real2","3VBEN272MK049C4A9ER4EAJVHTJSG7","Male","100","79509","324197","To not take any points and not lose any points.","2017-05-30 16:14:03","833"
"A3SGZ8OQXW5TQD","sp_v2_real2","39LNWE0K4UXYKG29O7M7ENEZH34IUD","Female","88","124889","420912","I mostly wanted to gain as many points as possible","2017-05-30 16:19:45","834"
"A23BMD8M0RLV77","sp_v2_real2","35USIKEBNRH5W6NZP51W3PW00GH6NG","Female","99","84801","591866","I really just wanted the best outcome for myself. I tested once when I was in role x and found that my partner would punish me, so I stopped giving myself points at his expense, and when I was in role y I had no reason to punish my partner.","2017-05-30 16:21:53","835"
"A30IAM470FS5LV
A30IAM470FS5LV
A30IAM470FS5LV","sp_v2_real2","3J4Q2Z4UTY4OTIFXWF6H5DQITTXWQU","Female","78","110242","370426","I wanted to get as many points as possible. I didn't care what the others did I just chose what worked best for me.","2017-05-30 16:28:39","836"
"A1FSPD1LIOXCN1","sp_v2_real2","3OS4RQUCR9GZEQRDN8ZR609JCQ6FB3","Female","92","296242","519225",,"2017-05-30 16:31:33","837"
"A26K8OELA8ZDI9","sp_v2_real2","3VP0C6EFSGXZEO2ZD4MWQA70VQ7M6W","Male","98","78044","391096","Just wanted to be fair to each person, but if someone was unfair to me I did the same to them","2017-05-30 16:37:33","838"
"A2X6PT51MOTKD1","sp_v2_real2","3WETL7AQWT929YUB237C25KUZ4F53J","Male","82","200422","933615","nothing thank you.","2017-05-30 16:37:54","839"
"A2RBF3IIJP15IH","sp_v2_real2","3H7XDTSHKCSXGTLJTJ15BZMGN6NWGY","Male","70","562414","797244","I deducted from the greedy people. When it was my turn, I decided not to take from my partner.","2017-05-30 16:49:47","840"
"A2VX8B1CJXRN2","sp_v2_real2","3VZLGYJEYLBCWALETGLGYPGT7YFZXB","Female","75","109485","507889","With the first person I tried to get back at them but after awhile I realized it was useless. They were not fair. The second person I tried to see if I could be tough but later felt bad and decided not to take any points from the other player. ","2017-05-30 17:00:01","841"
"A15FH8FC9W62F6","sp_v2_real2","3EICBYG644XYTX5FKYM7WI7TNIOCJB","Male","85","136769","460750","My strategy was to keep as much money as I possibly could. This meant picking 0 points every time. I did not worrying about punishing when I was player Y and I did not worry about trying to get a a few extra cents as player X at the risk of getting 3 cents deducted by the other player.","2017-05-30 17:09:53","842"
"AFKHZQ5SW7CSL","sp_v2_real2","3CN4LGXD5XPLTINZDJHSN7AT89GY4E","Female","78","34700","252131","I just tried to do the best for myself.","2017-05-30 17:31:56","843"
