"subject","version","assignmentId","role","orderCond","oppType","choice","globalRound","matchNum","matchRound","score","rt","oppChoice","oppScore","stamp","id"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","2","1","43","2","18","44","611","1","-16","2017-06-20 17:22:49","109"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","1","1","0","0","18","1","5","123","2534","0","-27","2017-06-20 17:22:55","110"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","2","1","44","2","19","41","352","1","-17","2017-06-20 17:22:55","111"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","1","1","0","0","19","1","6","123","477","0","-27","2017-06-20 17:23:02","112"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","1","1","0","0","20","1","7","123","388","0","-27","2017-06-20 17:23:08","113"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","1","1","0","0","21","1","8","123","524","0","-27","2017-06-20 17:23:15","114"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","1","1","0","0","22","1","9","123","437","0","-27","2017-06-20 17:23:22","115"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","1","1","0","0","23","1","10","123","1148","0","-27","2017-06-20 17:23:29","116"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","1","1","0","0","24","1","11","123","390","0","-27","2017-06-20 17:23:37","117"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","1","1","0","0","25","1","12","123","477","0","-27","2017-06-20 17:23:44","118"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","1","1","0","0","26","1","13","123","561","0","-27","2017-06-20 17:23:52","119"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","1","1","0","0","27","1","14","123","365","0","-27","2017-06-20 17:24:01","120"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","1","1","0","0","28","1","15","123","423","0","-27","2017-06-20 17:24:08","121"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","1","1","0","0","29","1","16","123","330","0","-27","2017-06-20 17:24:14","122"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","1","1","0","0","30","1","17","123","486","0","-27","2017-06-20 17:24:22","123"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","2","1","31","2","0","122","1385","1","-30","2017-06-20 17:24:40","124"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","2","1","32","2","1","121","339","1","-33","2017-06-20 17:24:46","125"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","2","1","33","2","2","120","347","1","-36","2017-06-20 17:24:53","126"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","2","1","34","2","3","119","297","1","-39","2017-06-20 17:25:00","127"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","2","0","35","2","4","119","1306","0","-39","2017-06-20 17:25:09","128"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","2","1","36","2","5","118","539","1","-42","2017-06-20 17:25:18","129"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","2","0","37","2","6","118","2547","0","-42","2017-06-20 17:25:26","130"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","2","0","38","2","7","118","340","0","-42","2017-06-20 17:25:33","131"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","2","0","39","2","8","118","434","0","-42","2017-06-20 17:25:40","132"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","2","0","40","2","9","118","540","0","-42","2017-06-20 17:25:47","133"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","2","0","41","2","10","118","955","0","-42","2017-06-20 17:25:54","134"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","2","0","42","2","11","118","3612","0","-42","2017-06-20 17:26:04","135"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","2","0","43","2","12","118","764","0","-42","2017-06-20 17:26:12","136"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","2","1","44","2","13","117","363","1","-45","2017-06-20 17:26:18","137"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","2","1","45","2","14","116","1260","1","-48","2017-06-20 17:26:27","138"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","2","0","46","2","15","116","476","0","-48","2017-06-20 17:26:35","139"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","2","0","47","2","16","116","1053","0","-48","2017-06-20 17:26:42","140"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","2","0","48","2","17","116","452","0","-48","2017-06-20 17:26:49","141"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","2","0","49","2","18","116","363","0","-48","2017-06-20 17:27:00","142"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","2","0","50","2","19","116","435","0","-48","2017-06-20 17:27:07","143"
"A1WXPOLDS1Y9R4","sp_v3_pilot1","3TMFV4NEP8FINEF1ALPHJM5I10K8WW","0","1","0","1","0","0","0","102","3547","0","-2","2017-06-20 17:33:31","144"
"A1WXPOLDS1Y9R4","sp_v3_pilot1","3TMFV4NEP8FINEF1ALPHJM5I10K8WW","0","1","0","1","1","0","1","104","1584","0","-4","2017-06-20 17:33:41","145"
"A1WXPOLDS1Y9R4","sp_v3_pilot1","3TMFV4NEP8FINEF1ALPHJM5I10K8WW","0","1","0","1","2","0","2","106","837","0","-6","2017-06-20 17:33:48","146"
