"subject","version","assignmentId","role","orderCond","oppType","choice","globalRound","matchNum","matchRound","score","rt","oppChoice","oppScore","stamp","id"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","1","0","0","0","0","98","2921","1","2","2017-06-20 17:09:19","4"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","1","1","1","0","1","95","1066","1","1","2017-06-20 17:09:29","5"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","1","0","2","0","2","95","1353","0","1","2017-06-20 17:09:38","6"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","1","0","3","0","3","95","910","0","1","2017-06-20 17:09:45","7"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","1","0","4","0","4","95","2015","0","1","2017-06-20 17:09:55","8"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","1","0","5","0","5","95","414","0","1","2017-06-20 17:10:02","9"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","1","0","6","0","6","95","660","0","1","2017-06-20 17:10:10","10"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","1","0","7","0","7","95","1452","0","1","2017-06-20 17:10:18","11"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","1","0","8","0","8","95","520","0","1","2017-06-20 17:10:25","12"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","1","0","9","0","9","95","315","0","1","2017-06-20 17:10:33","13"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","0","1","0","1","10","1","0","97","1206","0","-1","2017-06-20 17:10:58","14"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","0","1","0","1","11","1","1","99","1520","0","-3","2017-06-20 17:11:06","15"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","0","1","0","1","12","1","2","101","687","0","-5","2017-06-20 17:11:14","16"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","0","1","0","1","13","1","3","103","577","0","-7","2017-06-20 17:11:20","17"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","0","1","0","1","14","1","4","105","1296","0","-9","2017-06-20 17:11:28","18"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","0","1","0","1","15","1","5","107","545","0","-11","2017-06-20 17:11:36","19"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","0","1","0","1","16","1","6","109","1971","0","-13","2017-06-20 17:11:45","20"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","0","1","0","1","17","1","7","111","659","0","-15","2017-06-20 17:11:52","21"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","0","1","0","1","18","1","8","113","333","0","-17","2017-06-20 17:12:00","22"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","0","1","0","1","19","1","9","115","394","0","-19","2017-06-20 17:12:06","23"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","0","1","0","1","20","1","10","117","420","0","-21","2017-06-20 17:12:14","24"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","0","1","0","1","21","1","11","119","436","0","-23","2017-06-20 17:12:21","25"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","0","1","0","1","22","1","12","121","954","0","-25","2017-06-20 17:12:29","26"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","0","1","0","1","23","1","13","123","406","0","-27","2017-06-20 17:12:36","27"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","2","1","24","2","0","120","1111","1","-28","2017-06-20 17:12:52","28"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","2","1","25","2","1","117","537","1","-29","2017-06-20 17:12:59","29"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","2","1","26","2","2","114","530","1","-30","2017-06-20 17:13:06","30"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","2","1","27","2","3","111","596","1","-31","2017-06-20 17:13:13","31"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","2","1","28","2","4","108","452","1","-32","2017-06-20 17:13:20","32"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","2","1","29","2","5","105","580","1","-33","2017-06-20 17:13:26","33"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","2","1","30","2","6","102","1622","1","-34","2017-06-20 17:13:35","34"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","2","0","31","2","7","100","1270","1","-32","2017-06-20 17:13:43","35"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","2","0","32","2","8","98","381","1","-30","2017-06-20 17:13:49","36"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","2","0","33","2","9","96","801","1","-28","2017-06-20 17:13:58","37"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","2","0","34","2","10","94","359","1","-26","2017-06-20 17:14:05","38"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","2","0","35","2","11","92","188","1","-24","2017-06-20 17:14:11","39"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","2","0","36","2","12","90","265","1","-22","2017-06-20 17:14:17","40"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","2","0","37","2","13","88","160","1","-20","2017-06-20 17:14:24","41"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","2","0","38","2","14","86","99","1","-18","2017-06-20 17:14:30","42"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","2","0","39","2","15","84","78","1","-16","2017-06-20 17:14:36","43"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","2","0","40","2","16","82","317","1","-14","2017-06-20 17:14:43","44"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","2","0","41","2","17","80","357","1","-12","2017-06-20 17:14:50","45"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","2","0","42","2","18","78","252","1","-10","2017-06-20 17:14:56","46"
"A15V8K8M4TXT9Y","sp_v3_pilot1","36PW28KO4ZX2P2MPMJFPT74DKKFEAQ","1","1","2","0","43","2","19","76","253","1","-8","2017-06-20 17:15:02","47"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","0","1","0","1","0","0","0","102","3273","0","-2","2017-06-20 17:15:22","48"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","0","1","0","0","1","0","1","102","996","0","-2","2017-06-20 17:15:31","49"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","0","1","0","0","2","0","2","102","1171","0","-2","2017-06-20 17:15:40","50"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","0","1","0","0","3","0","3","102","1157","0","-2","2017-06-20 17:15:47","51"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","0","1","0","0","4","0","4","102","1443","0","-2","2017-06-20 17:15:56","52"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","0","1","0","0","5","0","5","102","1215","0","-2","2017-06-20 17:16:04","53"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","0","1","0","0","6","0","6","102","679","0","-2","2017-06-20 17:16:15","54"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","0","1","0","0","7","0","7","102","7000","0","-2","2017-06-20 17:16:32","55"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","0","1","0","0","8","0","8","102","2688","0","-2","2017-06-20 17:16:45","56"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","0","1","0","0","9","0","9","102","2125","0","-2","2017-06-20 17:16:59","57"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","0","1","0","0","10","0","10","102","1182","0","-2","2017-06-20 17:17:08","58"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","0","1","0","0","11","0","11","102","698","0","-2","2017-06-20 17:17:16","59"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","0","1","0","0","12","0","12","102","713","0","-2","2017-06-20 17:17:23","60"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","0","1","0","0","13","0","13","102","1941","0","-2","2017-06-20 17:17:32","61"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","1","1","14","1","0","99","4399","1","-3","2017-06-20 17:17:49","62"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","1","0","15","1","1","99","2365","0","-3","2017-06-20 17:18:01","63"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","1","0","16","1","2","99","687","0","-3","2017-06-20 17:18:09","64"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","1","0","17","1","3","99","3996","0","-3","2017-06-20 17:18:20","65"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","1","0","18","1","4","99","1228","0","-3","2017-06-20 17:18:29","66"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","1","0","19","1","5","99","3700","0","-3","2017-06-20 17:18:42","67"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","1","0","20","1","6","99","378","0","-3","2017-06-20 17:18:50","68"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","1","0","21","1","7","99","2382","0","-3","2017-06-20 17:18:59","69"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","1","0","22","1","8","99","3357","0","-3","2017-06-20 17:19:11","70"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","1","0","23","1","9","99","3916","0","-3","2017-06-20 17:19:24","71"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","1","0","24","1","10","99","3368","0","-3","2017-06-20 17:19:38","72"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","2","1","25","2","0","96","1200","1","-4","2017-06-20 17:20:04","73"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","2","1","26","2","1","93","976","1","-5","2017-06-20 17:20:12","74"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","2","1","27","2","2","90","738","1","-6","2017-06-20 17:20:19","75"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","2","1","28","2","3","87","54","1","-7","2017-06-20 17:20:27","76"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","1","1","0","0","0","99","2154","1","-3","2017-06-20 17:20:28","77"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","2","0","29","2","4","85","1043","1","-5","2017-06-20 17:20:35","78"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","1","1","1","0","1","101","1650","0","-5","2017-06-20 17:20:37","79"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","2","0","30","2","5","83","487","1","-3","2017-06-20 17:20:41","80"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","1","1","2","0","2","103","891","0","-7","2017-06-20 17:20:45","81"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","2","1","31","2","6","80","1834","1","-4","2017-06-20 17:20:51","82"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","1","1","3","0","3","105","635","0","-9","2017-06-20 17:20:52","83"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","1","1","4","0","4","107","538","0","-11","2017-06-20 17:20:59","84"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","2","1","32","2","7","77","341","1","-5","2017-06-20 17:21:00","85"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","1","1","5","0","5","109","354","0","-13","2017-06-20 17:21:06","86"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","2","1","33","2","8","74","222","1","-6","2017-06-20 17:21:09","87"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","1","1","6","0","6","111","602","0","-15","2017-06-20 17:21:13","88"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","2","1","34","2","9","71","577","1","-7","2017-06-20 17:21:17","89"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","1","1","7","0","7","113","681","0","-17","2017-06-20 17:21:20","90"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","1","1","8","0","8","115","603","0","-19","2017-06-20 17:21:27","91"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","2","1","35","2","10","68","423","1","-8","2017-06-20 17:21:29","92"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","1","1","9","0","9","117","1355","0","-21","2017-06-20 17:21:35","93"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","2","1","36","2","11","65","12","1","-9","2017-06-20 17:21:37","94"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","2","1","37","2","12","62","435","1","-10","2017-06-20 17:21:44","95"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","1","1","10","0","10","119","1639","0","-23","2017-06-20 17:21:47","96"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","2","1","38","2","13","59","364","1","-11","2017-06-20 17:21:52","97"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","1","1","11","0","11","121","1083","0","-25","2017-06-20 17:21:55","98"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","0","1","1","1","12","0","12","123","317","0","-27","2017-06-20 17:22:02","99"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","2","1","39","2","14","56","3315","1","-12","2017-06-20 17:22:04","100"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","1","1","0","0","13","1","0","123","1154","0","-27","2017-06-20 17:22:18","101"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","2","1","40","2","15","53","9984","1","-13","2017-06-20 17:22:23","102"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","1","1","0","0","14","1","1","123","436","0","-27","2017-06-20 17:22:26","103"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","1","1","0","0","15","1","2","123","300","0","-27","2017-06-20 17:22:32","104"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","2","1","41","2","16","50","831","1","-14","2017-06-20 17:22:33","105"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","1","1","0","0","16","1","3","123","452","0","-27","2017-06-20 17:22:39","106"
"A3AO2N7BNFDGF3","sp_v3_pilot1","3DEL4X4EL6MCRKB9XUJXKI7R3HSYXS","1","1","2","1","42","2","17","47","548","1","-15","2017-06-20 17:22:42","107"
"A3PC7DYXJW4I2Z","sp_v3_pilot1","3PDJHANYK5HDMA1OM76JY5Z4GHH6H8","1","1","0","0","17","1","4","123","620","0","-27","2017-06-20 17:22:46","108"
