"subject","version","assignmentId","role","stealCond","punCond","oppPersistent","choice","globalRound","matchNum","matchRound","score","rt","oppChoice","oppScore","stamp","id"
"A3BOFAB9M4R305","sp_v2","3OSWBBLG1EY9T9GI1YWJ7XXQJE0XD1","0","1","1","1","0","12","0","12","90","1679","0","-20","2017-05-29 18:54:58","4138"
"AMUV60QYHNUR3","sp_v2","3BXQMRHWKZZKGZS09MKZ6GLGYABUMO","1","0","0","1","0","11","0","11","82","2674","1","-12","2017-05-29 18:54:58","4139"
"A1IFF4KV23FGHJ","sp_v2","3LKC68YZ3A4L862HH2EDG8VIEQ1WO4","1","1","0","1","1","18","0","18","43","345","1","-38","2017-05-29 18:54:58","4140"
"A1YGENVE7OI5JL","sp_v2","3IUZPWIU1O82IFH2JAMK9RE9ULRWKK","1","1","0","0","1","20","1","0","97","2068","1","-2","2017-05-29 18:54:59","4141"
"A2RPDFZ5XGJ3IU","sp_v2","3FDJT1UU74985W2IN9ZBJR1WAONK5R","1","0","1","1","0","9","0","9","88","2190","1","6","2017-05-29 18:54:59","4142"
"A3pqugiqqbpr98","sp_v2","3JMSRU9HQIVMHQPNXE6LPUIQ3FTEV8","0","1","0","0","1","26","1","6","60","710","0","5","2017-05-29 18:55:00","4143"
"ADCXF6QY5T046
ADCXF6QY5T046ADCXF6QY5T046
ADCXFQY5T046
","sp_v2","3PEIJLRY6TU82FG9IT19ZLMBQU6WX9","1","1","1","1","1","8","0","8","72","1373","1","-2","2017-05-29 18:55:00","4144"
"A2FS4CFA35R6CN","sp_v2","3VNXK88KKCJ5MUY6P3QZXGHFCIE9VU","0","0","0","1","0","7","0","7","88","888","0","-8","2017-05-29 18:55:01","4145"
"A2ITZXZUNY6Y51","sp_v2","3U0SRXB7CD6YIPLJHT4UEKNWW1HNRD","1","1","1","1","1","9","0","9","60","46","1","-20","2017-05-29 18:55:02","4146"
"A32S0RM8M9PJ6U","sp_v2","3GM6G9ZBKNY5GMDB9HUP1KZEFW4TMW","0","0","0","1","0","17","0","17","100","1015","0","0","2017-05-29 18:55:02","4147"
"ATOV0H5KQHI29","sp_v2","304SM51WA358IVWZTSZQDZSY1EMBS0","1","1","1","1","1","12","0","12","48","1659","1","-26","2017-05-29 18:55:03","4148"
"A3OXSIR9YH1FT6","sp_v2","3XM0HYN6NK09C6SRB2XMJ2T8HRSEPN","1","1","0","1","1","15","0","15","52","179","1","-32","2017-05-29 18:55:04","4149"
"A115C4B2OHIESF
A115C4B2OHIESFA115C4B2OHIESF
A115C4B2OHIESF
","sp_v2","36NEMU28XFEX83H54MZ0O46DJQMWMP","0","0","0","1","0","15","0","15","100","1619","0","0","2017-05-29 18:55:05","4150"
"A1IFF4KV23FGHJ","sp_v2","3LKC68YZ3A4L862HH2EDG8VIEQ1WO4","1","1","0","1","1","19","0","19","40","592","1","-40","2017-05-29 18:55:05","4151"
"A11Z6BR15AJXJ7","sp_v2","3TY7ZAOG5FL9APGHQ3TZ2W55TGCK06","1","0","0","1","1","9","0","9","81","356","1","-26","2017-05-29 18:55:06","4152"
"A3BOFAB9M4R305","sp_v2","3OSWBBLG1EY9T9GI1YWJ7XXQJE0XD1","0","1","1","1","1","13","0","13","88","764","1","-24","2017-05-29 18:55:07","4153"
"A2RPDFZ5XGJ3IU","sp_v2","3FDJT1UU74985W2IN9ZBJR1WAONK5R","1","0","1","1","0","10","0","10","87","867","1","7","2017-05-29 18:55:07","4154"
"A115C4B2OHIESF
A115C4B2OHIESFA115C4B2OHIESF
A115C4B2OHIESF
","sp_v2","36NEMU28XFEX83H54MZ0O46DJQMWMP","0","0","0","1","0","16","0","16","100","1993","0","0","2017-05-29 18:55:07","4155"
"A2ITZXZUNY6Y51","sp_v2","3U0SRXB7CD6YIPLJHT4UEKNWW1HNRD","1","1","1","1","1","10","0","10","56","344","1","-22","2017-05-29 18:55:08","4156"
"A32S0RM8M9PJ6U","sp_v2","3GM6G9ZBKNY5GMDB9HUP1KZEFW4TMW","0","0","0","1","0","18","0","18","100","652","0","0","2017-05-29 18:55:09","4157"
"ADCXF6QY5T046
ADCXF6QY5T046ADCXF6QY5T046
ADCXFQY5T046
","sp_v2","3PEIJLRY6TU82FG9IT19ZLMBQU6WX9","1","1","1","1","1","9","0","9","68","1767","1","-4","2017-05-29 18:55:09","4158"
"A19134KP9PBNXT","sp_v2","3T111IHZ5ERDTNHPGJLPWJSCRC0R9I","0","1","0","1","0","12","0","12","100","10921","0","0","2017-05-29 18:55:09","4159"
"A1YGENVE7OI5JL","sp_v2","3IUZPWIU1O82IFH2JAMK9RE9ULRWKK","1","1","0","0","0","21","1","1","97","2453","0","-2","2017-05-29 18:55:10","4160"
"ATOV0H5KQHI29","sp_v2","304SM51WA358IVWZTSZQDZSY1EMBS0","1","1","1","1","1","13","0","13","44","1148","1","-28","2017-05-29 18:55:11","4161"
"A3OXSIR9YH1FT6","sp_v2","3XM0HYN6NK09C6SRB2XMJ2T8HRSEPN","1","1","0","1","1","16","0","16","49","374","1","-34","2017-05-29 18:55:12","4162"
"A2Z70GL7HTFFQR","sp_v2","3DPNQGW4LLGJAYDT70M04GQ09X9462","1","1","1","0","0","24","1","4","72","1533","1","-26","2017-05-29 18:55:14","4163"
"A2RPDFZ5XGJ3IU","sp_v2","3FDJT1UU74985W2IN9ZBJR1WAONK5R","1","0","1","1","0","11","0","11","86","690","1","8","2017-05-29 18:55:14","4164"
"A3BOFAB9M4R305","sp_v2","3OSWBBLG1EY9T9GI1YWJ7XXQJE0XD1","0","1","1","1","1","14","0","14","86","1988","1","-28","2017-05-29 18:55:15","4165"
"A115C4B2OHIESF
A115C4B2OHIESFA115C4B2OHIESF
A115C4B2OHIESF
","sp_v2","36NEMU28XFEX83H54MZ0O46DJQMWMP","0","0","0","1","0","17","0","17","100","1339","0","0","2017-05-29 18:55:15","4166"
"AMUV60QYHNUR3","sp_v2","3BXQMRHWKZZKGZS09MKZ6GLGYABUMO","1","0","0","1","1","12","0","12","80","10487","1","-15","2017-05-29 18:55:15","4167"
"A32S0RM8M9PJ6U","sp_v2","3GM6G9ZBKNY5GMDB9HUP1KZEFW4TMW","0","0","0","1","0","19","0","19","100","541","0","0","2017-05-29 18:55:16","4168"
"A1YGENVE7OI5JL","sp_v2","3IUZPWIU1O82IFH2JAMK9RE9ULRWKK","1","1","0","0","0","22","1","2","97","587","0","-2","2017-05-29 18:55:17","4169"
"ADCXF6QY5T046
ADCXF6QY5T046ADCXF6QY5T046
ADCXFQY5T046
","sp_v2","3PEIJLRY6TU82FG9IT19ZLMBQU6WX9","1","1","1","1","1","10","0","10","64","977","1","-6","2017-05-29 18:55:18","4170"
"A2ITZXZUNY6Y51","sp_v2","3U0SRXB7CD6YIPLJHT4UEKNWW1HNRD","1","1","1","1","1","11","0","11","52","3424","1","-24","2017-05-29 18:55:18","4171"
"A11Z6BR15AJXJ7","sp_v2","3TY7ZAOG5FL9APGHQ3TZ2W55TGCK06","1","0","0","1","1","10","0","10","79","4292","1","-29","2017-05-29 18:55:18","4172"
"A19134KP9PBNXT","sp_v2","3T111IHZ5ERDTNHPGJLPWJSCRC0R9I","0","1","0","1","0","13","0","13","100","1162","0","0","2017-05-29 18:55:18","4173"
"A3OXSIR9YH1FT6","sp_v2","3XM0HYN6NK09C6SRB2XMJ2T8HRSEPN","1","1","0","1","1","17","0","17","46","298","1","-36","2017-05-29 18:55:19","4174"
"A7FXUMAFLRJL2","sp_v2","3EF8EXOTT1WE6UVH41XNFMO2JJJ1JS","0","1","1","1","0","0","0","0","100","2257","0","0","2017-05-29 18:55:19","4175"
"A2RPDFZ5XGJ3IU","sp_v2","3FDJT1UU74985W2IN9ZBJR1WAONK5R","1","0","1","1","0","12","0","12","85","500","1","9","2017-05-29 18:55:21","4176"
"A3BOFAB9M4R305","sp_v2","3OSWBBLG1EY9T9GI1YWJ7XXQJE0XD1","0","1","1","1","1","15","0","15","84","1379","1","-32","2017-05-29 18:55:23","4177"
"A115C4B2OHIESF
A115C4B2OHIESFA115C4B2OHIESF
A115C4B2OHIESF
","sp_v2","36NEMU28XFEX83H54MZ0O46DJQMWMP","0","0","0","1","0","18","0","18","100","374","0","0","2017-05-29 18:55:23","4178"
"A2FS4CFA35R6CN","sp_v2","3VNXK88KKCJ5MUY6P3QZXGHFCIE9VU","0","0","0","1","0","8","0","8","88","15793","0","-8","2017-05-29 18:55:24","4179"
"AMUV60QYHNUR3","sp_v2","3BXQMRHWKZZKGZS09MKZ6GLGYABUMO","1","0","0","1","0","13","0","13","79","1850","1","-14","2017-05-29 18:55:24","4180"
"A2Z70GL7HTFFQR","sp_v2","3DPNQGW4LLGJAYDT70M04GQ09X9462","1","1","1","0","0","25","1","5","70","1966","1","-24","2017-05-29 18:55:24","4181"
"A2ITZXZUNY6Y51","sp_v2","3U0SRXB7CD6YIPLJHT4UEKNWW1HNRD","1","1","1","1","1","12","0","12","48","26","1","-26","2017-05-29 18:55:24","4182"
"A3K2VLUT3MU9H2","sp_v2","36V4Q8R5ZK1SO6LJSD0UWFORVP5MQB","0","0","0","1","1","7","0","7","76","6852","1","-16","2017-05-29 18:55:25","4183"
"A11Z6BR15AJXJ7","sp_v2","3TY7ZAOG5FL9APGHQ3TZ2W55TGCK06","1","0","0","1","1","11","0","11","77","699","1","-32","2017-05-29 18:55:25","4184"
"A3OXSIR9YH1FT6","sp_v2","3XM0HYN6NK09C6SRB2XMJ2T8HRSEPN","1","1","0","1","1","18","0","18","43","194","1","-38","2017-05-29 18:55:26","4185"
"A1YGENVE7OI5JL","sp_v2","3IUZPWIU1O82IFH2JAMK9RE9ULRWKK","1","1","0","0","0","23","1","3","97","398","0","-2","2017-05-29 18:55:26","4186"
"ATOV0H5KQHI29","sp_v2","304SM51WA358IVWZTSZQDZSY1EMBS0","1","1","1","1","1","14","0","14","40","1748","1","-30","2017-05-29 18:55:27","4187"
"A19134KP9PBNXT","sp_v2","3T111IHZ5ERDTNHPGJLPWJSCRC0R9I","0","1","0","1","0","14","0","14","100","964","0","0","2017-05-29 18:55:27","4188"
"A2RPDFZ5XGJ3IU","sp_v2","3FDJT1UU74985W2IN9ZBJR1WAONK5R","1","0","1","1","0","13","0","13","84","555","1","10","2017-05-29 18:55:28","4189"
"ADCXF6QY5T046
ADCXF6QY5T046ADCXF6QY5T046
ADCXFQY5T046
","sp_v2","3PEIJLRY6TU82FG9IT19ZLMBQU6WX9","1","1","1","1","0","11","0","11","62","3060","1","-4","2017-05-29 18:55:30","4190"
"A2FS4CFA35R6CN","sp_v2","3VNXK88KKCJ5MUY6P3QZXGHFCIE9VU","0","0","0","1","0","9","0","9","88","1259","0","-8","2017-05-29 18:55:31","4191"
"A3BOFAB9M4R305","sp_v2","3OSWBBLG1EY9T9GI1YWJ7XXQJE0XD1","0","1","1","1","0","16","0","16","84","2032","0","-32","2017-05-29 18:55:31","4192"
"A2ITZXZUNY6Y51","sp_v2","3U0SRXB7CD6YIPLJHT4UEKNWW1HNRD","1","1","1","1","1","13","0","13","44","413","1","-28","2017-05-29 18:55:31","4193"
"A7FXUMAFLRJL2","sp_v2","3EF8EXOTT1WE6UVH41XNFMO2JJJ1JS","0","1","1","1","0","1","0","1","100","3434","0","0","2017-05-29 18:55:31","4194"
"AMUV60QYHNUR3","sp_v2","3BXQMRHWKZZKGZS09MKZ6GLGYABUMO","1","0","0","1","1","14","0","14","77","1634","1","-17","2017-05-29 18:55:32","4195"
"A11Z6BR15AJXJ7","sp_v2","3TY7ZAOG5FL9APGHQ3TZ2W55TGCK06","1","0","0","1","1","12","0","12","75","780","1","-35","2017-05-29 18:55:32","4196"
"A1IFF4KV23FGHJ","sp_v2","3LKC68YZ3A4L862HH2EDG8VIEQ1WO4","0","1","0","0","1","20","1","0","38","4866","1","-43","2017-05-29 18:55:32","4197"
"A3OXSIR9YH1FT6","sp_v2","3XM0HYN6NK09C6SRB2XMJ2T8HRSEPN","1","1","0","1","1","19","0","19","40","227","1","-40","2017-05-29 18:55:33","4198"
"A1YGENVE7OI5JL","sp_v2","3IUZPWIU1O82IFH2JAMK9RE9ULRWKK","1","1","0","0","0","24","1","4","97","585","0","-2","2017-05-29 18:55:34","4199"
"ATOV0H5KQHI29","sp_v2","304SM51WA358IVWZTSZQDZSY1EMBS0","1","1","1","1","1","15","0","15","36","1367","1","-32","2017-05-29 18:55:35","4200"
"A3BOFAB9M4R305","sp_v2","3OSWBBLG1EY9T9GI1YWJ7XXQJE0XD1","0","1","1","1","0","17","0","17","84","368","0","-32","2017-05-29 18:55:37","4201"
"A2ITZXZUNY6Y51","sp_v2","3U0SRXB7CD6YIPLJHT4UEKNWW1HNRD","1","1","1","1","1","14","0","14","40","335","1","-30","2017-05-29 18:55:37","4202"
"A19134KP9PBNXT","sp_v2","3T111IHZ5ERDTNHPGJLPWJSCRC0R9I","0","1","0","1","0","15","0","15","100","3382","0","0","2017-05-29 18:55:37","4203"
"A2FS4CFA35R6CN","sp_v2","3VNXK88KKCJ5MUY6P3QZXGHFCIE9VU","0","0","0","1","0","10","0","10","88","1110","0","-8","2017-05-29 18:55:39","4204"
"A11Z6BR15AJXJ7","sp_v2","3TY7ZAOG5FL9APGHQ3TZ2W55TGCK06","1","0","0","1","1","13","0","13","73","473","1","-38","2017-05-29 18:55:39","4205"
"ADCXF6QY5T046
ADCXF6QY5T046ADCXF6QY5T046
ADCXFQY5T046
","sp_v2","3PEIJLRY6TU82FG9IT19ZLMBQU6WX9","1","1","1","1","0","12","0","12","60","2626","1","-2","2017-05-29 18:55:40","4206"
"AMUV60QYHNUR3","sp_v2","3BXQMRHWKZZKGZS09MKZ6GLGYABUMO","1","0","0","1","0","15","0","15","76","2061","1","-16","2017-05-29 18:55:41","4207"
"A1YGENVE7OI5JL","sp_v2","3IUZPWIU1O82IFH2JAMK9RE9ULRWKK","1","1","0","0","0","25","1","5","97","369","0","-2","2017-05-29 18:55:41","4208"
"A115C4B2OHIESF
A115C4B2OHIESFA115C4B2OHIESF
A115C4B2OHIESF
","sp_v2","36NEMU28XFEX83H54MZ0O46DJQMWMP","0","0","0","1","0","19","0","19","100","2388","0","0","2017-05-29 18:55:41","4209"
"A32S0RM8M9PJ6U","sp_v2","3GM6G9ZBKNY5GMDB9HUP1KZEFW4TMW","1","0","0","0","0","20","1","0","99","4143","1","1","2017-05-29 18:55:42","4210"
"A7FXUMAFLRJL2","sp_v2","3EF8EXOTT1WE6UVH41XNFMO2JJJ1JS","0","1","1","1","0","2","0","2","100","3116","0","0","2017-05-29 18:55:42","4211"
"A1IFF4KV23FGHJ","sp_v2","3LKC68YZ3A4L862HH2EDG8VIEQ1WO4","0","1","0","0","1","21","1","1","40","3043","0","-45","2017-05-29 18:55:43","4212"
"A3BOFAB9M4R305","sp_v2","3OSWBBLG1EY9T9GI1YWJ7XXQJE0XD1","0","1","1","1","0","18","0","18","84","537","0","-32","2017-05-29 18:55:44","4213"
"A2ITZXZUNY6Y51","sp_v2","3U0SRXB7CD6YIPLJHT4UEKNWW1HNRD","1","1","1","1","1","15","0","15","36","422","1","-32","2017-05-29 18:55:44","4214"
"A11Z6BR15AJXJ7","sp_v2","3TY7ZAOG5FL9APGHQ3TZ2W55TGCK06","1","0","0","1","1","14","0","14","71","277","1","-41","2017-05-29 18:55:46","4215"
"A19134KP9PBNXT","sp_v2","3T111IHZ5ERDTNHPGJLPWJSCRC0R9I","0","1","0","1","0","16","0","16","100","1659","0","0","2017-05-29 18:55:47","4216"
"A2FS4CFA35R6CN","sp_v2","3VNXK88KKCJ5MUY6P3QZXGHFCIE9VU","0","0","0","1","0","11","0","11","88","1249","0","-8","2017-05-29 18:55:47","4217"
"ADCXF6QY5T046
ADCXF6QY5T046ADCXF6QY5T046
ADCXFQY5T046
","sp_v2","3PEIJLRY6TU82FG9IT19ZLMBQU6WX9","1","1","1","1","0","13","0","13","58","939","1","0","2017-05-29 18:55:47","4218"
"A1YGENVE7OI5JL","sp_v2","3IUZPWIU1O82IFH2JAMK9RE9ULRWKK","1","1","0","0","0","26","1","6","97","612","0","-2","2017-05-29 18:55:48","4219"
"ATOV0H5KQHI29","sp_v2","304SM51WA358IVWZTSZQDZSY1EMBS0","1","1","1","1","1","16","0","16","32","1315","1","-34","2017-05-29 18:55:48","4220"
"A3K2VLUT3MU9H2","sp_v2","36V4Q8R5ZK1SO6LJSD0UWFORVP5MQB","0","0","0","1","1","8","0","8","73","1743","1","-18","2017-05-29 18:55:50","4221"
"A2ITZXZUNY6Y51","sp_v2","3U0SRXB7CD6YIPLJHT4UEKNWW1HNRD","1","1","1","1","1","16","0","16","32","399","1","-34","2017-05-29 18:55:50","4222"
"A1IFF4KV23FGHJ","sp_v2","3LKC68YZ3A4L862HH2EDG8VIEQ1WO4","0","1","0","0","1","22","1","2","42","834","0","-47","2017-05-29 18:55:50","4223"
"A32S0RM8M9PJ6U","sp_v2","3GM6G9ZBKNY5GMDB9HUP1KZEFW4TMW","1","0","0","0","0","21","1","1","98","989","1","2","2017-05-29 18:55:51","4224"
"A2Z70GL7HTFFQR","sp_v2","3DPNQGW4LLGJAYDT70M04GQ09X9462","1","1","1","0","0","26","1","6","68","1386","1","-22","2017-05-29 18:55:51","4225"
"A7FXUMAFLRJL2","sp_v2","3EF8EXOTT1WE6UVH41XNFMO2JJJ1JS","0","1","1","1","0","3","0","3","100","1756","0","0","2017-05-29 18:55:52","4226"
"A3BOFAB9M4R305","sp_v2","3OSWBBLG1EY9T9GI1YWJ7XXQJE0XD1","0","1","1","1","0","19","0","19","84","2026","0","-32","2017-05-29 18:55:52","4227"
"ADCXF6QY5T046
ADCXF6QY5T046ADCXF6QY5T046
ADCXFQY5T046
","sp_v2","3PEIJLRY6TU82FG9IT19ZLMBQU6WX9","1","1","1","1","0","14","0","14","56","593","1","2","2017-05-29 18:55:56","4228"
"A2RPDFZ5XGJ3IU","sp_v2","3FDJT1UU74985W2IN9ZBJR1WAONK5R","1","0","1","1","0","14","0","14","83","21482","1","11","2017-05-29 18:55:56","4229"
"A2ITZXZUNY6Y51","sp_v2","3U0SRXB7CD6YIPLJHT4UEKNWW1HNRD","1","1","1","1","1","17","0","17","28","302","1","-36","2017-05-29 18:55:57","4230"
"A19134KP9PBNXT","sp_v2","3T111IHZ5ERDTNHPGJLPWJSCRC0R9I","0","1","0","1","0","17","0","17","100","1629","0","0","2017-05-29 18:55:57","4231"
"A6M6N01KBYGVM","sp_v2","3L4PIM1GQTHSUOPXOVD5V0L30LLYRE","1","0","1","1","0","0","0","0","99","4659","1","1","2017-05-29 18:55:57","4232"
"ATOV0H5KQHI29","sp_v2","304SM51WA358IVWZTSZQDZSY1EMBS0","1","1","1","1","1","17","0","17","28","929","1","-36","2017-05-29 18:55:58","4233"
"A2FS4CFA35R6CN","sp_v2","3VNXK88KKCJ5MUY6P3QZXGHFCIE9VU","0","0","0","1","0","12","0","12","88","1602","0","-8","2017-05-29 18:55:59","4234"
"A1IFF4KV23FGHJ","sp_v2","3LKC68YZ3A4L862HH2EDG8VIEQ1WO4","0","1","0","0","1","23","1","3","44","459","0","-49","2017-05-29 18:55:59","4235"
"A7FXUMAFLRJL2","sp_v2","3EF8EXOTT1WE6UVH41XNFMO2JJJ1JS","0","1","1","1","0","4","0","4","100","1407","0","0","2017-05-29 18:56:00","4236"
"A115C4B2OHIESF
A115C4B2OHIESFA115C4B2OHIESF
A115C4B2OHIESF
","sp_v2","36NEMU28XFEX83H54MZ0O46DJQMWMP","1","0","0","0","1","20","1","0","98","1591","1","-3","2017-05-29 18:56:01","4237"
"A11Z6BR15AJXJ7","sp_v2","3TY7ZAOG5FL9APGHQ3TZ2W55TGCK06","1","0","0","1","1","15","0","15","69","410","1","-44","2017-05-29 18:56:01","4238"
"A2RPDFZ5XGJ3IU","sp_v2","3FDJT1UU74985W2IN9ZBJR1WAONK5R","1","0","1","1","0","15","0","15","82","352","1","12","2017-05-29 18:56:03","4239"
"A32S0RM8M9PJ6U","sp_v2","3GM6G9ZBKNY5GMDB9HUP1KZEFW4TMW","1","0","0","0","0","22","1","2","97","2246","1","3","2017-05-29 18:56:04","4240"
"AMUV60QYHNUR3","sp_v2","3BXQMRHWKZZKGZS09MKZ6GLGYABUMO","1","0","0","1","0","16","0","16","75","2147","1","-15","2017-05-29 18:56:04","4241"
"ADCXF6QY5T046
ADCXF6QY5T046ADCXF6QY5T046
ADCXFQY5T046
","sp_v2","3PEIJLRY6TU82FG9IT19ZLMBQU6WX9","1","1","1","1","0","15","0","15","54","504","1","4","2017-05-29 18:56:04","4242"
"A2FS4CFA35R6CN","sp_v2","3VNXK88KKCJ5MUY6P3QZXGHFCIE9VU","0","0","0","1","0","13","0","13","88","763","0","-8","2017-05-29 18:56:06","4243"
"A2ITZXZUNY6Y51","sp_v2","3U0SRXB7CD6YIPLJHT4UEKNWW1HNRD","1","1","1","1","1","18","0","18","24","468","1","-38","2017-05-29 18:56:06","4244"
"A1IFF4KV23FGHJ","sp_v2","3LKC68YZ3A4L862HH2EDG8VIEQ1WO4","0","1","0","0","1","24","1","4","46","413","0","-51","2017-05-29 18:56:07","4245"
"A6M6N01KBYGVM","sp_v2","3L4PIM1GQTHSUOPXOVD5V0L30LLYRE","1","0","1","1","0","1","0","1","98","1125","1","2","2017-05-29 18:56:07","4246"
"A3BOFAB9M4R305","sp_v2","3OSWBBLG1EY9T9GI1YWJ7XXQJE0XD1","1","1","1","0","0","20","1","0","82","2860","1","-30","2017-05-29 18:56:07","4247"
"A19134KP9PBNXT","sp_v2","3T111IHZ5ERDTNHPGJLPWJSCRC0R9I","0","1","0","1","0","18","0","18","100","2498","0","0","2017-05-29 18:56:08","4248"
"A11Z6BR15AJXJ7","sp_v2","3TY7ZAOG5FL9APGHQ3TZ2W55TGCK06","1","0","0","1","1","16","0","16","67","356","1","-47","2017-05-29 18:56:08","4249"
"A7FXUMAFLRJL2","sp_v2","3EF8EXOTT1WE6UVH41XNFMO2JJJ1JS","0","1","1","1","0","5","0","5","100","1823","0","0","2017-05-29 18:56:08","4250"
"A3OXSIR9YH1FT6","sp_v2","3XM0HYN6NK09C6SRB2XMJ2T8HRSEPN","0","1","0","0","0","20","1","0","40","3836","0","-40","2017-05-29 18:56:09","4251"
"A32S0RM8M9PJ6U","sp_v2","3GM6G9ZBKNY5GMDB9HUP1KZEFW4TMW","1","0","0","0","0","23","1","3","96","501","1","4","2017-05-29 18:56:10","4252"
"ATOV0H5KQHI29","sp_v2","304SM51WA358IVWZTSZQDZSY1EMBS0","1","1","1","1","1","18","0","18","24","1077","1","-38","2017-05-29 18:56:11","4253"
"A154X03NKVZZL1","sp_v2","3M0BCWMB8VX1PCD8DX9RAOVJ7RIBWF","0","0","1","1","0","0","0","0","100","4482","0","0","2017-05-29 18:56:12","4254"
"A115C4B2OHIESF
A115C4B2OHIESFA115C4B2OHIESF
A115C4B2OHIESF
","sp_v2","36NEMU28XFEX83H54MZ0O46DJQMWMP","1","0","0","0","1","21","1","1","97","5613","0","-7","2017-05-29 18:56:12","4255"
"A2RPDFZ5XGJ3IU","sp_v2","3FDJT1UU74985W2IN9ZBJR1WAONK5R","1","0","1","1","0","16","0","16","81","1145","1","13","2017-05-29 18:56:12","4256"
"ADCXF6QY5T046
ADCXF6QY5T046ADCXF6QY5T046
ADCXFQY5T046
","sp_v2","3PEIJLRY6TU82FG9IT19ZLMBQU6WX9","1","1","1","1","0","16","0","16","52","879","1","6","2017-05-29 18:56:12","4257"
"AMUV60QYHNUR3","sp_v2","3BXQMRHWKZZKGZS09MKZ6GLGYABUMO","1","0","0","1","1","17","0","17","73","1340","1","-18","2017-05-29 18:56:12","4258"
"A2ITZXZUNY6Y51","sp_v2","3U0SRXB7CD6YIPLJHT4UEKNWW1HNRD","1","1","1","1","1","19","0","19","20","250","1","-40","2017-05-29 18:56:13","4259"
"A2FS4CFA35R6CN","sp_v2","3VNXK88KKCJ5MUY6P3QZXGHFCIE9VU","0","0","0","1","0","14","0","14","88","862","0","-8","2017-05-29 18:56:13","4260"
"A1IFF4KV23FGHJ","sp_v2","3LKC68YZ3A4L862HH2EDG8VIEQ1WO4","0","1","0","0","1","25","1","5","48","522","0","-53","2017-05-29 18:56:14","4261"
"A3BOFAB9M4R305","sp_v2","3OSWBBLG1EY9T9GI1YWJ7XXQJE0XD1","1","1","1","0","1","21","1","1","78","1454","1","-32","2017-05-29 18:56:15","4262"
"A11Z6BR15AJXJ7","sp_v2","3TY7ZAOG5FL9APGHQ3TZ2W55TGCK06","1","0","0","1","1","17","0","17","65","364","1","-50","2017-05-29 18:56:16","4263"
"A6M6N01KBYGVM","sp_v2","3L4PIM1GQTHSUOPXOVD5V0L30LLYRE","1","0","1","1","0","2","0","2","97","933","1","3","2017-05-29 18:56:16","4264"
"A19134KP9PBNXT","sp_v2","3T111IHZ5ERDTNHPGJLPWJSCRC0R9I","0","1","0","1","0","19","0","19","100","1556","0","0","2017-05-29 18:56:17","4265"
"A32S0RM8M9PJ6U","sp_v2","3GM6G9ZBKNY5GMDB9HUP1KZEFW4TMW","1","0","0","0","0","24","1","4","95","350","1","5","2017-05-29 18:56:18","4266"
"A3OXSIR9YH1FT6","sp_v2","3XM0HYN6NK09C6SRB2XMJ2T8HRSEPN","0","1","0","0","0","21","1","1","40","2065","0","-40","2017-05-29 18:56:18","4267"
"ATOV0H5KQHI29","sp_v2","304SM51WA358IVWZTSZQDZSY1EMBS0","1","1","1","1","1","19","0","19","20","971","1","-40","2017-05-29 18:56:18","4268"
"A2RPDFZ5XGJ3IU","sp_v2","3FDJT1UU74985W2IN9ZBJR1WAONK5R","1","0","1","1","0","17","0","17","80","681","1","14","2017-05-29 18:56:20","4269"
"A2FS4CFA35R6CN","sp_v2","3VNXK88KKCJ5MUY6P3QZXGHFCIE9VU","0","0","0","1","0","15","0","15","88","825","0","-8","2017-05-29 18:56:20","4270"
"A154X03NKVZZL1","sp_v2","3M0BCWMB8VX1PCD8DX9RAOVJ7RIBWF","0","0","1","1","0","1","0","1","100","1890","0","0","2017-05-29 18:56:21","4271"
"A3K2VLUT3MU9H2","sp_v2","36V4Q8R5ZK1SO6LJSD0UWFORVP5MQB","0","0","0","1","1","9","0","9","70","1589","1","-20","2017-05-29 18:56:21","4272"
"A7FXUMAFLRJL2","sp_v2","3EF8EXOTT1WE6UVH41XNFMO2JJJ1JS","0","1","1","1","0","6","0","6","100","2780","0","0","2017-05-29 18:56:21","4273"
"ADCXF6QY5T046
ADCXF6QY5T046ADCXF6QY5T046
ADCXFQY5T046
","sp_v2","3PEIJLRY6TU82FG9IT19ZLMBQU6WX9","1","1","1","1","0","17","0","17","50","1098","1","8","2017-05-29 18:56:21","4274"
"A1IFF4KV23FGHJ","sp_v2","3LKC68YZ3A4L862HH2EDG8VIEQ1WO4","0","1","0","0","1","26","1","6","50","499","0","-55","2017-05-29 18:56:21","4275"
"AMUV60QYHNUR3","sp_v2","3BXQMRHWKZZKGZS09MKZ6GLGYABUMO","1","0","0","1","0","18","0","18","72","1897","1","-17","2017-05-29 18:56:22","4276"
"A3BOFAB9M4R305","sp_v2","3OSWBBLG1EY9T9GI1YWJ7XXQJE0XD1","1","1","1","0","1","22","1","2","76","773","0","-36","2017-05-29 18:56:22","4277"
"A11Z6BR15AJXJ7","sp_v2","3TY7ZAOG5FL9APGHQ3TZ2W55TGCK06","1","0","0","1","1","18","0","18","63","331","1","-53","2017-05-29 18:56:22","4278"
"A32S0RM8M9PJ6U","sp_v2","3GM6G9ZBKNY5GMDB9HUP1KZEFW4TMW","1","0","0","0","0","25","1","5","94","309","1","6","2017-05-29 18:56:25","4279"
